ID,LATITUDE,LONGITUDE,Mun/UF,MUNICIPIO,UF,Valor
4071,-29.41,-53.13,IBARAMA - RS,IBARAMA,RS,31587.8147908699
4072,-28.05,-51.85,IBIACA - RS,IBIACA,RS,36843.011817337
4073,-28.37,-51.63,IBIRAIARAS - RS,IBIRAIARAS,RS,48886.4940245841
4074,-28.62,-52.51,IBIRAPUITA - RS,IBIRAPUITA,RS,36200.7971803414
4075,-28.62,-53.09,IBIRUBA - RS,IBIRUBA,RS,119493.086778753
4076,-29.57,-50.79,IGREJINHA - RS,IGREJINHA,RS,165246.22518475
4077,-28.38,-53.91,IJUI - RS,IJUI,RS,504128.504785188
4078,-28.92,-52.12,ILOPOLIS - RS,ILOPOLIS,RS,25360.3856551204
4079,-29.97,-50.12,IMBE - RS,IMBE,RS,57692.2154170854
4080,-29.35,-51.77,IMIGRANTE - RS,IMIGRANTE,RS,23523.1798020198
4081,-27.83,-54.18,INDEPENDENCIA - RS,INDEPENDENCIA,RS,46321.3725751139
4082,-27.88,-54.01,INHACORA - RS,INHACORA,RS,15126.7092330132
4083,-28.82,-51.27,IPE - RS,IPE,RS,36841.739741496
4084,-27.93,-52.42,IPIRANGA DO SUL - RS,IPIRANGA DO SUL,RS,15780.7610380382
4085,-27.19,-53.25,IRAI - RS,IRAI,RS,56956.912956302
4086,-29.61,-53.76,ITAARA - RS,ITAARA,RS,24292.3642290801
4087,-28.78,-55.25,ITACURUBI - RS,ITACURUBI,RS,22627.3053319913
4088,-28.78,-52.17,ITAPUCA - RS,ITAPUCA,RS,16990.4540838715
4089,-29.12,-56.55,ITAQUI - RS,ITAQUI,RS,267563.765984321
4090,-27.38,-52.45,ITATIBA DO SUL - RS,ITATIBA DO SUL,RS,41850.6405231083
4091,-29.52,-53.58,IVORA - RS,IVORA,RS,16570.3446393556
4092,-29.59,-51.16,IVOTI - RS,IVOTI,RS,79509.6108067377
4093,-27.63,-53.27,JABOTICABA - RS,JABOTICABA,RS,29540.508140855
4094,-27.72,-52.53,JACUTINGA - RS,JACUTINGA,RS,30130.2214865766
4095,-32.56,-53.37,JAGUARAO - RS,JAGUARAO,RS,206495.983676048
4096,-29.49,-54.69,JAGUARI - RS,JAGUARI,RS,85557.473097851
4097,-28.88,-50.35,JAQUIRANA - RS,JAQUIRANA,RS,27227.9353430382
4098,-29.29,-54.22,JARI - RS,JARI,RS,25661.7549298781
4099,-28.64,-54.12,JOIA - RS,JOIA,RS,51432.4205801472
4100,-29.22,-53.68,JULIO DE CASTILHOS - RS,JULIO DE CASTILHOS,RS,133406.352424138
4101,-31.2,-51.39,LAGOA DOS PATOS - RS,LAGOA DOS PATOS,RS,0
4102,-28.57,-52.85,LAGOA DOS TRES CANTOS - RS,LAGOA DOS TRES CANTOS,RS,10192.9042691522
4103,-31.2,-51.39,LAGOA MIRIM - RS,LAGOA MIRIM,RS,0
4104,-28.2,-51.52,LAGOA VERMELHA - RS,LAGOA VERMELHA,RS,179782.303718679
4105,-29.23,-52.79,LAGOAO - RS,LAGOAO,RS,39059.1828865438
4106,-29.46,-51.96,LAJEADO - RS,LAJEADO,RS,394411.443251158
4107,-27.68,-53.18,LAJEADO DO BUGRE - RS,LAJEADO DO BUGRE,RS,14120.7435332171
4108,-30.81,-53.89,LAVRAS DO SUL - RS,LAVRAS DO SUL,RS,49447.8397263334
4109,-27.6,-53.07,LIBERATO SALZANO - RS,LIBERATO SALZANO,RS,44554.2114952656
4110,-29.59,-51.2,LINDOLFO COLLOR - RS,LINDOLFO COLLOR,RS,24335.8717981664
4111,-29.46,-51.2,LINHA NOVA - RS,LINHA NOVA,RS,9133.7922743403
4112,-29.14,-56.06,MACAMBARA - RS,MACAMBARA,RS,30797.9213281087
4113,-27.56,-51.66,MACHADINHO - RS,MACHADINHO,RS,39834.0726797395
4114,-29.21,-49.93,MAMPITUBA - RS,MAMPITUBA,RS,18951.2572300143
4115,-29.58,-55.48,MANOEL VIANA - RS,MANOEL VIANA,RS,37995.7901248497
4116,-29.67,-50.2,MAQUINE - RS,MAQUINE,RS,48846.5083566071
4117,-29.54,-51.55,MARATA - RS,MARATA,RS,15414.3068157707
4118,-28.44,-52.2,MARAU - RS,MARAU,RS,176513.479019407
4119,-27.46,-51.9,MARCELINO RAMOS - RS,MARCELINO RAMOS,RS,42373.6142424123
4120,-30.35,-51.58,MARIANA PIMENTEL - RS,MARIANA PIMENTEL,RS,21728.7148335341
4121,-27.35,-52.14,MARIANO MORO - RS,MARIANO MORO,RS,17248.3561127562
4122,-29.32,-52.09,MARQUES DE SOUZA - RS,MARQUES DE SOUZA,RS,29595.5973539204
4123,-29.56,-54.46,MATA - RS,MATA,RS,38205.9438159461
4124,-28.27,-52.19,MATO CASTELHANO - RS,MATO CASTELHANO,RS,15797.4142433074
4125,-29.52,-52.12,MATO LEITAO - RS,MATO LEITAO,RS,20128.0156554077
4126,-27.63,-51.8,MAXIMILIANO DE ALMEIDA - RS,MAXIMILIANO DE ALMEIDA,RS,41429.0629021959
4127,-30.12,-52.04,MINAS DO LEAO - RS,MINAS DO LEAO,RS,45010.6706879508
4128,-27.49,-53.68,MIRAGUAI - RS,MIRAGUAI,RS,34116.9085925267
4129,-28.65,-52.07,MONTAURI - RS,MONTAURI,RS,12590.8908040988
4130,-28.68,-50.78,MONTE ALEGRE DOS CAMPOS - RS,MONTE ALEGRE DOS CAMPOS,RS,17679.0112264655
4131,-29.16,-51.63,MONTE BELO DO SUL - RS,MONTE BELO DO SUL,RS,17261.8268877154
4132,-29.68,-51.46,MONTENEGRO - RS,MONTENEGRO,RS,339607.551636174
4133,-28.69,-52.69,MORMACO - RS,MORMACO,RS,14965.4535920727
4134,-29.36,-49.93,MORRINHOS DO SUL - RS,MORRINHOS DO SUL,RS,21556.073379472
4135,-31.58,-52.63,MORRO REDONDO - RS,MORRO REDONDO,RS,40816.5962623149
4136,-29.53,-51.08,MORRO REUTER - RS,MORRO REUTER,RS,29169.5191069241
4137,-31.1,-50.92,MOSTARDAS - RS,MOSTARDAS,RS,59286.0531475959
4138,-29.16,-51.86,MUCUM - RS,MUCUM,RS,33876.575677564
4139,-28.31,-51.18,MUITOS CAPOES - RS,MUITOS CAPOES,RS,16342.0507696458
4140,-28.32,-51.76,MULITERNO - RS,MULITERNO,RS,11199.0244727796
4141,-28.45,-52.82,NAO-ME-TOQUE - RS,NAO-ME-TOQUE,RS,86784.3046915431
4142,-28.53,-52.46,NICOLAU VERGUEIRO - RS,NICOLAU VERGUEIRO,RS,11354.677645384
4143,-27.36,-52.77,NONOAI - RS,NONOAI,RS,88602.1672713106
4144,-28.67,-52.16,NOVA ALVORADA - RS,NOVA ALVORADA,RS,18730.3976739444
4145,-28.65,-51.74,NOVA ARACA - RS,NOVA ARACA,RS,19501.8088660034
4146,-28.72,-51.7,NOVA BASSANO - RS,NOVA BASSANO,RS,50574.6472164743
4147,-27.99,-52.97,NOVA BOA VISTA - RS,NOVA BOA VISTA,RS,15544.0513072014
4148,-29.21,-52.02,NOVA BRESCIA - RS,NOVA BRESCIA,RS,29565.4681573361
4149,-27.6,-54.1,NOVA CANDELARIA - RS,NOVA CANDELARIA,RS,20195.6567362325
4150,-29.41,-54.82,NOVA ESPERANCA DO SUL - RS,NOVA ESPERANCA DO SUL,RS,23653.7220261802
4151,-29.58,-50.9,NOVA HARTZ - RS,NOVA HARTZ,RS,81419.0467664758
4152,-29.02,-51.3,NOVA PADUA - RS,NOVA PADUA,RS,15052.8859125803
4153,-29.47,-53.46,NOVA PALMA - RS,NOVA PALMA,RS,37854.8621772312
4154,-29.37,-51.11,NOVA PETROPOLIS - RS,NOVA PETROPOLIS,RS,102422.670851488
4155,-28.78,-51.61,NOVA PRATA - RS,NOVA PRATA,RS,105634.659042465
4156,-28.06,-53.69,NOVA RAMADA - RS,NOVA RAMADA,RS,19177.3623843252
4157,-28.99,-51.4,NOVA ROMA DO SUL - RS,NOVA ROMA DO SUL,RS,20488.800029551
4158,-29.85,-51.27,NOVA SANTA RITA - RS,NOVA SANTA RITA,RS,74827.1573552365
4159,-27.9,-53.1,NOVO BARREIRO - RS,NOVO BARREIRO,RS,24576.607472208
4160,-29.73,-52.94,NOVO CABRAIS - RS,NOVO CABRAIS,RS,20749.4581302101
4161,-29.67,-51.13,NOVO HAMBURGO - RS,NOVO HAMBURGO,RS,1500356.94269755
4162,-27.57,-54.5,NOVO MACHADO - RS,NOVO MACHADO,RS,34089.523364428
4163,-27.56,-53.18,NOVO TIRADENTES - RS,NOVO TIRADENTES,RS,18535.4230174082
4164,-29.88,-50.27,OSORIO - RS,OSORIO,RS,223778.799439349
4165,-27.71,-51.76,PAIM FILHO - RS,PAIM FILHO,RS,33468.9807622637
4166,-30.25,-50.51,PALMARES DO SUL - RS,PALMARES DO SUL,RS,61999.3095028138
4167,-27.89,-53.31,PALMEIRA DAS MISSOES - RS,PALMEIRA DAS MISSOES,RS,257713.928988222
4168,-27.35,-53.55,PALMITINHO - RS,PALMITINHO,RS,43836.195399238
4169,-28.29,-53.5,PANAMBI - RS,PANAMBI,RS,191974.21982278
4170,-30.19,-52.37,PANTANO GRANDE - RS,PANTANO GRANDE,RS,65024.3194595066
4171,-28.59,-51.78,PARAI - RS,PARAI,RS,36621.1016712069
4172,-29.66,-53.14,PARAISO DO SUL - RS,PARAISO DO SUL,RS,41197.4863371411
4173,-29.63,-51.39,PARECI NOVO - RS,PARECI NOVO,RS,19831.9686212353
4174,-29.62,-50.83,PAROBE - RS,PAROBE,RS,269921.597379969
4175,-29.45,-52.96,PASSA SETE - RS,PASSA SETE,RS,29478.5875274703
4176,-29.74,-52.27,PASSO DO SOBRADO - RS,PASSO DO SOBRADO,RS,33151.2956725539
4177,-28.26,-52.4,PASSO FUNDO - RS,PASSO FUNDO,RS,1005058.44120978
4178,-29.55,-51.73,PAVERAMA - RS,PAVERAMA,RS,47587.2918776398
4179,-31.86,-52.82,PEDRO OSORIO - RS,PEDRO OSORIO,RS,52253.4547936036
4180,-28.42,-53.65,PEJUCARA - RS,PEJUCARA,RS,27596.5481218193
4181,-31.77,-52.34,PELOTAS - RS,PELOTAS,RS,1846704.05012251
4182,-29.44,-51.13,PICADA CAFE - RS,PICADA CAFE,RS,24664.2104559012
4183,-27.51,-53.21,PINHAL - RS,PINHAL,RS,17084.0827550609
4184,-29.34,-53.3,PINHAL GRANDE - RS,PINHAL GRANDE,RS,30504.2981777315
4185,-27.21,-53.61,PINHEIRINHO DO VALE - RS,PINHEIRINHO DO VALE,RS,31279.16670506
4186,-31.57,-53.38,PINHEIRO MACHADO - RS,PINHEIRO MACHADO,RS,84742.0230681459
4187,-28.04,-55.19,PIRAPO - RS,PIRAPO,RS,22736.6808273272
4188,-31.44,-53.1,PIRATINI - RS,PIRATINI,RS,108655.419378965
4189,-27.32,-53.05,PLANALTO - RS,PLANALTO,RS,73367.1389389133
4190,-29.45,-51.67,POCO DAS ANTAS - RS,POCO DAS ANTAS,RS,12171.6010929608
4191,-28.05,-52.67,PONTAO - RS,PONTAO,RS,24064.0564053804
4192,-27.65,-52.48,PONTE PRETA - RS,PONTE PRETA,RS,15253.9648904986
4193,-29.7,-51.24,PORTAO - RS,PORTAO,RS,155325.089786039
4194,-30.03,-51.23,PORTO ALEGRE - RS,PORTO ALEGRE,RS,1288879
4195,-27.85,-55.01,PORTO LUCENA - RS,PORTO LUCENA,RS,46717.872898586
4196,-27.57,-54.66,PORTO MAUA - RS,PORTO MAUA,RS,18555.6293125307
4197,-27.73,-54.9,PORTO VERA CRUZ - RS,PORTO VERA CRUZ,RS,18252.5167549527
4198,-27.9,-55.13,PORTO XAVIER - RS,PORTO XAVIER,RS,75932.7543995485
4199,-29.17,-52.2,POUSO NOVO - RS,POUSO NOVO,RS,14992.8991193184
4200,-29.51,-51.17,PRESIDENTE LUCENA - RS,PRESIDENTE LUCENA,RS,12825.8869432242
4201,-29.24,-52.31,PROGRESSO - RS,PROGRESSO,RS,43883.2237342281
4202,-28.75,-51.47,PROTASIO ALVES - RS,PROTASIO ALVES,RS,13881.0261975308
4203,-29,-52.15,PUTINGA - RS,PUTINGA,RS,30153.1991103158
4204,-30.38,-56.45,QUARAI - RS,QUARAI,RS,161725.833249234
4205,-29.35,-54.07,QUEVEDOS - RS,QUEVEDOS,RS,16695.5914717844
4206,-28.74,-53.09,QUINZE DE NOVEMBRO - RS,QUINZE DE NOVEMBRO,RS,23716.18217154
4207,-27.66,-53.63,REDENTORA - RS,REDENTORA,RS,56682.5380332419
4208,-29.11,-52.07,RELVADO - RS,RELVADO,RS,14710.1216962558
4209,-29.81,-53.37,RESTINGA SECA - RS,RESTINGA SECA,RS,94900.3481324304
4210,-27.3,-52.84,RIO DOS INDIOS - RS,RIO DOS INDIOS,RS,32906.2831156201
4211,-32.03,-52.09,RIO GRANDE - RS,RIO GRANDE,RS,1097625.50727315
4212,-29.99,-52.37,RIO PARDO - RS,RIO PARDO,RS,246536.55130004
4213,-29.64,-50.45,RIOZINHO - RS,RIOZINHO,RS,22461.0427640593
4214,-29.28,-51.86,ROCA SALES - RS,ROCA SALES,RS,56449.6348392075
4215,-27.47,-53.16,RODEIO BONITO - RS,RODEIO BONITO,RS,35863.880044903
4216,-29.65,-50.57,ROLANTE - RS,ROLANTE,RS,110490.643667477
4217,-27.76,-52.8,RONDA ALTA - RS,RONDA ALTA,RS,72095.4141919235
4218,-27.82,-52.91,RONDINHA - RS,RONDINHA,RS,45310.8163918586
4219,-28.13,-55.02,ROQUE GONZALES - RS,ROQUE GONZALES,RS,50394.1238824889
4220,-30.25,-54.91,ROSARIO DO SUL - RS,ROSARIO DO SUL,RS,250398.700141141
4221,-27.7,-53.13,SAGRADA FAMILIA - RS,SAGRADA FAMILIA,RS,17521.861372602
4222,-28.39,-53.09,SALDANHA MARINHO - RS,SALDANHA MARINHO,RS,21894.0560483258
4223,-29.08,-53.21,SALTO DO JACUI - RS,SALTO DO JACUI,RS,74752.1045819699
4224,-28.12,-54.83,SALVADOR DAS MISSOES - RS,SALVADOR DAS MISSOES,RS,19607.5121042295
4225,-29.43,-51.51,SALVADOR DO SUL - RS,SALVADOR DO SUL,RS,40129.8745723533
4226,-27.95,-51.8,SANANDUVA - RS,SANANDUVA,RS,98034.9829315264
4227,-28.35,-53.24,SANTA BARBARA DO SUL - RS,SANTA BARBARA DO SUL,RS,60890.2309254606
4228,-29.46,-52.08,SANTA CLARA DO SUL - RS,SANTA CLARA DO SUL,RS,30554.8669939347
4229,-29.71,-52.42,SANTA CRUZ DO SUL - RS,SANTA CRUZ DO SUL,RS,604128.260379173
4230,-29.68,-53.8,SANTA MARIA - RS,SANTA MARIA,RS,1466549.72116372
4231,-29.49,-50.99,SANTA MARIA DO HERVAL - RS,SANTA MARIA DO HERVAL,RS,37575.6915842748
4232,-27.87,-54.48,SANTA ROSA - RS,SANTA ROSA,RS,413138.28860519
4233,-29.16,-51.73,SANTA TEREZA - RS,SANTA TEREZA,RS,12224.9750692374
4234,-33.51,-53.36,SANTA VITORIA DO PALMAR - RS,SANTA VITORIA DO PALMAR,RS,195535.160211907
4235,-30.87,-53.11,SANTANA DA BOA VISTA - RS,SANTANA DA BOA VISTA,RS,56946.5372496951
4236,-30.89,-55.53,SANTANA DO LIVRAMENTO - RS,SANT'ANA DO LIVRAMENTO,RS,569085.972358587
4237,-29.19,-54.86,SANTIAGO - RS,SANTIAGO,RS,349264.49761908
4238,-28.29,-54.26,SANTO ANGELO - RS,SANTO ANGELO,RS,476759.85766891
4239,-29.81,-50.52,SANTO ANTONIO DA PATRULHA - RS,SANTO ANTONIO DA PATRULHA,RS,224155.946927458
4240,-28.51,-55.22,SANTO ANTONIO DAS MISSOES - RS,SANTO ANTONIO DAS MISSOES,RS,79297.8596321371
4241,-28.49,-52.02,SANTO ANTONIO DO PALMA - RS,SANTO ANTONIO DO PALMA,RS,15439.0418095119
4242,-28.39,-52.69,SANTO ANTONIO DO PLANALTO - RS,SANTO ANTONIO DO PLANALTO,RS,12391.8854153537
4243,-27.85,-53.77,SANTO AUGUSTO - RS,SANTO AUGUSTO,RS,94533.6196150939
4244,-27.82,-54.66,SANTO CRISTO - RS,SANTO CRISTO,RS,92334.59262907
4245,-27.9,-51.64,SANTO EXPEDITO DO SUL - RS,SANTO EXPEDITO DO SUL,RS,16746.935858081
4246,-28.66,-56,SAO BORJA - RS,SAO BORJA,RS,399726.833166267
4247,-28.53,-51.88,SAO DOMINGOS DO SUL - RS,SAO DOMINGOS DO SUL,RS,17473.6438154556
4248,-29.55,-55.13,SAO FRANCISCO DE ASSIS - RS,SAO FRANCISCO DE ASSIS,RS,141896.908445281
4249,-29.44,-50.58,SAO FRANCISCO DE PAULA - RS,SAO FRANCISCO DE PAULA,RS,111918.999484292
4250,-30.33,-54.32,SAO GABRIEL - RS,SAO GABRIEL,RS,399264.094160326
4251,-29.95,-51.72,SAO JERONIMO - RS,SAO JERONIMO,RS,119003.747423734
4252,-27.82,-51.82,SAO JOAO DA URTIGA - RS,SAO JOAO DA URTIGA,RS,34417.6198202023
4253,-29.61,-53.44,SAO JOAO DO POLESINE - RS,SAO JOAO DO POLESINE,RS,15561.4729952221
4254,-28.49,-51.7,SAO JORGE - RS,SAO JORGE,RS,17899.599711265
4255,-27.78,-53.12,SAO JOSE DAS MISSOES - RS,SAO JOSE DAS MISSOES,RS,20373.7319220353
4256,-29.04,-52.29,SAO JOSE DO HERVAL - RS,SAO JOSE DO HERVAL,RS,15489.1479238022
4257,-29.52,-51.25,SAO JOSE DO HORTENCIO - RS,SAO JOSE DO HORTENCIO,RS,18730.6554068561
4258,-27.72,-54.12,SAO JOSE DO INHACORA - RS,SAO JOSE DO INHACORA,RS,16561.6767206236
4259,-32.01,-52.04,SAO JOSE DO NORTE - RS,SAO JOSE DO NORTE,RS,137321.805585973
4260,-27.76,-51.59,SAO JOSE DO OURO - RS,SAO JOSE DO OURO,RS,43283.1279375899
4261,-28.74,-50.06,SAO JOSE DOS AUSENTES - RS,SAO JOSE DOS AUSENTES,RS,21135.3460178667
4262,-29.76,-51.14,SAO LEOPOLDO - RS,SAO LEOPOLDO,RS,1201433.67230217
4263,-31.36,-51.97,SAO LOURENCO DO SUL - RS,SAO LOURENCO DO SUL,RS,275864.460464334
4264,-28.4,-54.96,SAO LUIZ GONZAGA - RS,SAO LUIZ GONZAGA,RS,279657.370245973
4265,-28.97,-51.06,SAO MARCOS - RS,SAO MARCOS,RS,105302.63213812
4266,-27.7,-53.96,SAO MARTINHO - RS,SAO MARTINHO,RS,40825.1268033759
4267,-29.53,-53.85,SAO MARTINHO DA SERRA - RS,SAO MARTINHO DA SERRA,RS,21569.1900883542
4268,-28.56,-54.55,SAO MIGUEL DAS MISSOES - RS,SAO MIGUEL DAS MISSOES,RS,45267.681426007
4269,-28.18,-55.26,SAO NICOLAU - RS,SAO NICOLAU,RS,41812.9897885211
4270,-28.02,-54.93,SAO PAULO DAS MISSOES - RS,SAO PAULO DAS MISSOES,RS,50665.6610662729
4271,-29.42,-51.51,SAO PEDRO DA SERRA - RS,SAO PEDRO DA SERRA,RS,15322.4998226664
4272,-28.12,-54.88,SAO PEDRO DO BUTIA - RS,SAO PEDRO DO BUTIA,RS,18128.8380087333
4273,-29.62,-54.17,SAO PEDRO DO SUL - RS,SAO PEDRO DO SUL,RS,113008.23159209
4274,-29.58,-51.37,SAO SEBASTIAO DO CAI - RS,SAO SEBASTIAO DO CAI,RS,120565.002963096
4275,-30.16,-53.56,SAO SEPE - RS,SAO SEPE,RS,159721.696411641
4276,-27.55,-52.52,SAO VALENTIM - RS,SAO VALENTIM,RS,27256.6439386812
4277,-29.04,-51.76,SAO VALENTIM DO SUL - RS,SAO VALENTIM DO SUL,RS,14487.7945790242
4278,-27.78,-53.93,SAO VALERIO DO SUL - RS,SAO VALERIO DO SUL,RS,15751.8289327736
4279,-29.36,-51.37,SAO VENDELINO - RS,SAO VENDELINO,RS,10930.7904548024
4280,-29.69,-54.67,SAO VICENTE DO SUL - RS,SAO VICENTE DO SUL,RS,54423.8615350843
4281,-29.63,-51,SAPIRANGA - RS,SAPIRANGA,RS,426001.755286025
4282,-29.83,-51.14,SAPUCAIA DO SUL - RS,SAPUCAIA DO SUL,RS,724281.340106543
4283,-27.94,-52.92,SARANDI - RS,SARANDI,RS,107870.961204231
4284,-27.47,-53.4,SEBERI - RS,SEBERI,RS,77604.8186387735
4285,-27.63,-53.94,SEDE NOVA - RS,SEDE NOVA,RS,22987.2027038664
4286,-29.26,-53.01,SEGREDO - RS,SEGREDO,RS,46248.9661176232
4287,-28.62,-52.95,SELBACH - RS,SELBACH,RS,29654.6668862781
4288,-28.03,-54.54,SENADOR SALGADO FILHO - RS,SENADOR SALGADO FILHO,RS,18298.5940328814
4289,-30.61,-51.57,SENTINELA DO SUL - RS,SENTINELA DO SUL,RS,27977.256453776
4290,-28.71,-51.93,SERAFINA CORREA - RS,SERAFINA CORREA,RS,60376.9318373314
4291,-29.38,-52.26,SERIO - RS,SERIO,RS,20872.6192507824
4292,-27.98,-52.26,SERTAO - RS,SERTAO,RS,48900.8168564074
4293,-30.46,-51.6,SERTAO SANTANA - RS,SERTAO SANTANA,RS,32183.4184933933
4294,-28.13,-54.46,SETE DE SETEMBRO - RS,SETE DE SETEMBRO,RS,15415.9086534343
4295,-27.43,-52.11,SEVERIANO DE ALMEIDA - RS,SEVERIANO DE ALMEIDA,RS,26015.3009650566
4296,-29.64,-53.58,SILVEIRA MARTINS - RS,SILVEIRA MARTINS,RS,17396.4448197591
4297,-29.53,-52.52,SINIMBU - RS,SINIMBU,RS,63212.4609952578
4298,-29.42,-53.02,SOBRADINHO - RS,SOBRADINHO,RS,96699.4720794279
4299,-28.81,-52.51,SOLEDADE - RS,SOLEDADE,RS,186824.022061876
4300,-29.64,-51.68,TABAI - RS,TABAI,RS,20732.8059987471
4301,-28.06,-52.01,TAPEJARA - RS,TAPEJARA,RS,92699.195696993
4302,-28.62,-52.87,TAPERA - RS,TAPERA,RS,71965.2073335976
4303,-30.67,-51.39,TAPES - RS,TAPES,RS,93492.8856344911
4304,-29.65,-50.78,TAQUARA - RS,TAQUARA,RS,332330.050130956
4305,-29.8,-51.86,TAQUARI - RS,TAQUARI,RS,162579.393887359
4306,-27.4,-53.46,TAQUARUCU DO SUL - RS,TAQUARUCU DO SUL,RS,20667.756766144
4307,-31.28,-51.09,TAVARES - RS,TAVARES,RS,31667.7888418713
4308,-27.37,-53.75,TENENTE PORTELA - RS,TENENTE PORTELA,RS,89269.5312607526
4309,-29.58,-50.07,TERRA DE AREIA - RS,TERRA DE AREIA,RS,68140.321422132
4310,-29.44,-51.8,TEUTONIA - RS,TEUTONIA,RS,128067.167438942
4311,-27.39,-54.08,TIRADENTES DO SUL - RS,TIRADENTES DO SUL,RS,54388.967174367
4312,-29.47,-54.22,TOROPI - RS,TOROPI,RS,20375.1553499085
4313,-29.33,-49.72,TORRES - RS,TORRES,RS,166406.127461118
4314,-29.98,-50.13,TRAMANDAI - RS,TRAMANDAI,RS,169214.912810739
4315,-29.29,-52.05,TRAVESSEIRO - RS,TRAVESSEIRO,RS,14569.9099615271
4316,-27.49,-52.14,TRES ARROIOS - RS,TRES ARROIOS,RS,21410.2785997058
4317,-29.45,-49.92,TRES CACHOEIRAS - RS,TRES CACHOEIRAS,RS,59033.3018991251
4318,-29.51,-50.77,TRES COROAS - RS,TRES COROAS,RS,112860.621179339
4319,-27.77,-54.24,TRES DE MAIO - RS,TRES DE MAIO,RS,166070.87577032
4320,-29.53,-50.06,TRES FORQUILHAS - RS,TRES FORQUILHAS,RS,22012.4804287888
4321,-27.61,-52.84,TRES PALMEIRAS - RS,TRES PALMEIRAS,RS,33267.0452049254
4322,-27.45,-53.93,TRES PASSOS - RS,TRES PASSOS,RS,161205.013628284
4323,-27.52,-52.89,TRINDADE DO SUL - RS,TRINDADE DO SUL,RS,42889.2852270373
4324,-29.94,-51.71,TRIUNFO - RS,TRIUNFO,RS,125001.690800169
4325,-27.65,-54.44,TUCUNDUVA - RS,TUCUNDUVA,RS,43025.4555727364
4326,-29.1,-52.95,TUNAS - RS,TUNAS,RS,29327.2406140386
4327,-27.92,-51.53,TUPANCI DO SUL - RS,TUPANCI DO SUL,RS,14208.4580266038
4328,-29.08,-53.83,TUPANCIRETA - RS,TUPANCIRETA,RS,127852.499469353
4329,-29.47,-51.42,TUPANDI - RS,TUPANDI,RS,16857.9037950564
4330,-27.75,-54.48,TUPARENDI - RS,TUPARENDI,RS,60601.1731201943
4331,-31.42,-52.17,TURUCU - RS,TURUCU,RS,21884.4288470004
4332,-28.04,-54.68,UBIRETAMA - RS,UBIRETAMA,RS,18053.7220586638
4333,-28.79,-52.03,UNIAO DA SERRA - RS,UNIAO DA SERRA,RS,13542.9760391479
4334,-29.04,-55.15,UNISTALDA - RS,UNISTALDA,RS,17711.252170319
4335,-29.75,-57.08,URUGUAIANA - RS,URUGUAIANA,RS,826157.866267933
4336,-28.51,-50.93,VACARIA - RS,VACARIA,RS,365265.646417625
4337,-29.6,-52.68,VALE DO SOL - RS,VALE DO SOL,RS,72471.6008442963
4338,-29.39,-51.25,VALE REAL - RS,VALE REAL,RS,23166.3674351092
4339,-29.78,-52.18,VALE VERDE - RS,VALE VERDE,RS,16349.4717878261
4340,-28.47,-51.84,VANINI - RS,VANINI,RS,12859.863701085
4341,-29.6,-52.19,VENANCIO AIRES - RS,VENANCIO AIRES,RS,381730.740349515
4342,-29.71,-52.5,VERA CRUZ - RS,VERA CRUZ,RS,121042.176706248
4343,-28.93,-51.54,VERANOPOLIS - RS,VERANOPOLIS,RS,124212.326035709
4344,-29.06,-51.85,VESPASIANO CORREA - RS,VESPASIANO CORREA,RS,14817.3428040276
4345,-27.56,-52.02,VIADUTOS - RS,VIADUTOS,RS,44692.6453422621
4346,-30.08,-51.02,VIAMAO - RS,VIAMAO,RS,1374715.28597174
4347,-27.16,-53.4,VICENTE DUTRA - RS,VICENTE DUTRA,RS,41553.6377113393
4348,-28.56,-52.74,VICTOR GRAEFF - RS,VICTOR GRAEFF,RS,23818.7828535575
4349,-28.86,-51.53,VILA FLORES - RS,VILA FLORES,RS,17974.4124863748
4350,-28.1,-52.14,VILA LANGARO - RS,VILA LANGARO,RS,16113.5287264516
4351,-28.53,-52.15,VILA MARIA - RS,VILA MARIA,RS,24810.946878754
4352,-30.34,-53.88,VILA NOVA DO SUL - RS,VILA NOVA DO SUL,RS,27575.5534529188
4353,-27.36,-53.49,VISTA ALEGRE - RS,VISTA ALEGRE,RS,18408.1560994509
4354,-28.8,-51.79,VISTA ALEGRE DO PRATA - RS,VISTA ALEGRE DO PRATA,RS,11750.6367354324
4355,-27.29,-53.7,VISTA GAUCHA - RS,VISTA GAUCHA,RS,18056.5455610832
4356,-28.35,-54.49,VITORIA DAS MISSOES - RS,VITORIA DAS MISSOES,RS,25262.6154641696
4357,-29.8,-50.04,XANGRI-LA - RS,XANGRI-LA,RS,42645.0910079042
4358,-27.61,-51.02,ABDON BATISTA - SC,ABDON BATISTA,SC,18782.1691086555
4359,-26.56,-52.32,ABELARDO LUZ - SC,ABELARDO LUZ,SC,90324.3490617162
4360,-27.41,-49.82,AGROLANDIA - SC,AGROLANDIA,SC,51438.4679947295
4361,-27.26,-49.71,AGRONOMICA - SC,AGRONOMICA,SC,24188.0952830576
4362,-26.99,-51.55,AGUA DOCE - SC,AGUA DOCE,SC,44538.0971134362
4363,-27.07,-52.98,AGUAS DE CHAPECO - SC,AGUAS DE CHAPECO,SC,38616.1380703944
4364,-26.88,-52.85,AGUAS FRIAS - SC,AGUAS FRIAS,SC,20007.2467516616
4365,-27.69,-48.82,AGUAS MORNAS - SC,AGUAS MORNAS,SC,32664.171602823
