"Município";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"351500 Embu das Artes";1038882,4;1069743,0;1203336,4;1384648,5;1576504,9;1816667,2;1944491,8;2534720,4;2823265,7;3697876,1;4446703,1;5285059,9;5667039,0;34488938,4
"351510 Embu-Guaçu";257537,6;251384,4;269324,5;297109,1;324368,7;367678,6;409525,5;435327,2;441714,0;525674,2;597288,0;685855,5;740963,5;5603750,8
"351512 Emilianópolis";10173,8;13308,2;14717,0;17245,1;18256,9;19865,9;23811,6;24159,1;25679,0;31978,2;35493,9;42194,2;40428,0;317310,9
"351515 Engenheiro Coelho";68284,5;90702,1;100324,3;100516,3;111764,8;120204,6;196639,5;186789,7;214675,8;219848,0;239553,1;293392,2;299207,0;2241901,9
"351518 Espírito Santo do Pinhal";292014,1;293647,7;352162,7;370845,0;390165,9;465348,2;443752,4;536267,1;593981,2;670836,3;760920,5;826329,5;870462,5;6866733,1
"351519 Espírito Santo do Turvo";16429,7;19093,8;19130,3;47583,4;63661,2;58634,2;66163,2;69855,5;93383,7;99085,5;107635,5;99992,2;130998,1;891646,3
"355730 Estiva Gerbi";80788,6;84660,6;92721,2;113017,0;123278,2;115133,0;129778,0;146914,9;159877,3;177057,4;194795,3;193254,7;180005,5;1791281,7
"351520 Estrela d'Oeste";90836,1;114299,6;179629,9;261909,1;331349,6;281609,5;407132,7;547501,7;429482,9;428024,8;487807,7;711365,8;892594,6;5163544,0
"351530 Estrela do Norte";9027,3;12293,9;17033,1;20019,5;20781,4;20377,0;19606,3;23068,1;25901,3;27026,1;44083,1;50661,9;49245,8;339124,8
"351535 Euclides da Cunha Paulista";27999,6;29987,5;35899,7;40500,6;43978,1;43994,8;49215,3;53845,5;59454,2;61222,1;65151,3;86001,8;83768,6;681019,1
"351540 Fartura";63879,7;69273,6;86893,5;99790,0;111549,9;128293,8;123598,5;128990,8;149261,4;162510,5;207907,9;224858,1;223643,8;1780451,5
"351560 Fernando Prestes";34522,1;58407,3;58709,2;59358,0;63459,6;64026,6;96136,1;82185,4;82276,2;92880,5;107387,2;124480,0;125537,3;1049365,5
"351550 Fernandópolis";432824,2;462307,1;573725,0;611707,4;646830,9;683396,4;745054,6;825188,7;874153,9;977817,4;1119815,0;1234171,4;1304764,5;10491756,5
"351565 Fernão";6220,1;7186,3;8527,9;10986,6;10340,0;12404,2;14247,4;16970,9;17825,2;15918,8;23325,2;23500,9;22493,3;189946,8
"351570 Ferraz de Vasconcelos";496057,6;529451,5;582439,5;641854,1;728313,6;802761,2;943250,4;1081631,1;1230523,8;1381068,5;1603417,5;1805024,0;1929251,5;13755044,3
"351580 Flora Rica";9452,1;10912,6;16611,7;18437,3;18400,8;20015,1;26058,2;27519,5;29199,5;31831,2;32921,7;37687,0;35579,0;314625,7
"351590 Floreal";14525,7;18981,7;20826,5;22599,1;22299,1;22130,0;23622,3;26757,8;28896,6;34731,6;41528,2;61676,1;56856,1;395430,8
"351600 Flórida Paulista";45306,5;61878,3;83186,8;88233,7;88966,1;91253,7;138083,2;114256,6;126869,5;150712,4;151522,1;181926,9;182080,3;1504276,1
"351610 Florínia";50807,2;62889,6;75244,0;89651,3;88954,9;72734,7;90979,9;80289,6;95758,6;97532,4;122162,7;172009,1;158119,9;1257133,9
"351620 Franca";1845108,7;1931693,4;2189429,7;2379496,7;2692484,0;3048949,7;3314453,9;3519192,3;3777447,7;4220403,8;5038841,5;5714972,7;6071133,4;45743607,5
"351630 Francisco Morato";295956,3;318460,4;365131,1;415829,9;440319,3;517191,7;570326,3;625306,6;750730,4;864025,7;969710,8;1112977,2;1143640,7;8389606,4
"351640 Franco da Rocha";557813,4;605186,5;958203,9;1242352,6;1428012,8;1162988,6;1307840,0;1458733,1;1684343,8;1564567,5;1961019,0;1936098,3;2194090,8;18061250,3
"351650 Gabriel Monteiro";23983,4;21495,3;43700,3;51294,0;41028,3;46111,3;63292,1;51750,2;60994,2;69092,6;88474,0;93391,8;111448,5;766056,0
"351660 Gália";36014,7;33582,8;37772,6;42101,4;44800,5;49742,5;51934,5;57160,9;64856,2;67072,4;111228,6;117349,5;115488,3;829104,9
"351670 Garça";252979,9;274440,2;297458,1;315599,8;379087,8;406337,6;457610,9;517872,6;575351,8;613205,8;745161,9;804541,9;848187,1;6487835,4
"351680 Gastão Vidigal";13492,7;16290,5;19916,8;23099,6;23257,6;24327,6;27265,3;31987,9;33846,7;37280,4;44135,0;52507,4;53665,1;401072,6
"351685 Gavião Peixoto";34473,3;65925,4;63263,6;76892,3;68965,3;104307,7;524065,5;76427,2;74114,0;165147,0;519535,7;372504,0;354009,5;2499630,5
"351690 General Salgado";66959,3;70776,1;83338,1;102210,3;101216,5;108189,2;133815,4;126574,2;160128,7;152545,8;188974,0;223331,1;234838,8;1752897,5
"351700 Getulina";43763,0;53440,7;56216,5;64381,7;62870,1;69896,9;81587,4;87192,2;88848,7;95386,4;168351,5;174006,0;97562,1;1143503,2
"351710 Glicério";22724,4;28863,4;36396,2;42902,8;46169,3;40097,5;47331,3;45434,9;48236,2;50641,8;65689,8;78345,9;86432,2;639265,7
"351720 Guaiçara";35812,6;43900,8;49911,7;61763,2;60535,3;69209,5;94576,3;90242,1;104033,1;130964,0;121857,7;127633,7;109663,1;1100103,1
"351730 Guaimbê";22569,2;19922,4;21886,2;23558,4;26971,7;30250,8;28798,4;35944,2;33652,7;41939,5;67587,6;67736,5;46159,5;466977,1
"351740 Guaíra";350479,8;351713,7;515617,7;498927,1;537138,8;515134,7;565099,7;641856,5;649022,2;850190,4;856422,4;970934,1;959309,9;8261847,0
"351750 Guapiaçu";202876,9;199717,5;372409,2;253150,5;276709,5;293299,3;310894,7;377895,9;463678,2;389884,4;369052,7;440063,8;504371,8;4454004,4
"351760 Guapiara";55859,8;62206,1;83049,4;91893,1;99262,9;104788,5;116870,9;141679,3;146133,1;175730,7;167239,7;207960,0;195882,1;1648555,6
"351770 Guará";109362,3;128573,8;157238,9;182663,0;208758,9;189587,3;231322,4;213344,6;212561,8;250495,4;311588,2;354567,7;389106,6;2939170,9
"351780 Guaraçaí";46589,2;73002,9;63343,1;70407,1;73944,6;76544,2;77243,5;104748,9;91322,9;96555,5;116528,7;169343,8;155433,1;1215007,5
"351790 Guaraci";41224,3;58918,5;75982,8;77868,2;77320,3;74102,9;115959,6;111617,6;98956,5;105020,3;143198,5;179483,8;154669,2;1314322,5
"351800 Guarani d'Oeste";8178,0;8884,6;10135,4;11819,2;11203,1;11981,6;12592,5;13766,3;16583,2;19315,8;20214,1;24249,4;26019,8;194943,0
"351810 Guarantã";22754,9;29509,6;41872,6;50646,9;56680,0;69249,8;81914,6;75952,4;101699,7;126657,0;153221,1;163105,8;124397,4;1097661,8
"351820 Guararapes";241672,5;332066,8;426400,7;426209,8;505881,8;466387,2;503444,3;468124,6;519618,2;532050,2;686681,1;812669,2;853999,6;6775206,0
"351830 Guararema";190600,4;194401,8;302488,3;216925,2;360539,4;337083,8;487981,7;399050,4;372204,0;429255,8;457442,8;484022,4;462381,6;4694377,6
"351840 Guaratinguetá";909924,9;899732,3;1071287,4;1256839,1;1676753,3;1526322,4;1768971,7;1779749,8;1816501,4;2336705,2;2305140,8;2221383,6;2475497,2;22044809,1
"351850 Guareí";32103,1;40990,2;47469,9;52986,0;74737,2;78173,8;82823,0;92145,7;107032,8;132054,1;190763,1;235562,3;206448,7;1373289,9
"351860 Guariba";233336,8;315850,7;381569,5;260180,4;290583,1;385138,4;301690,4;362360,0;423844,1;502870,2;579064,1;624156,1;548069,9;5208713,7
"351870 Guarujá";2019674,6;1919082,5;1928646,0;2202213,8;2102505,7;2539631,2;2728264,5;2871665,3;3218814,6;3428973,8;4150738,2;4137973,5;4571993,9;37820177,6
"351880 Guarulhos";13293807,7;13730253,3;14555815,0;15573979,7;18363984,3;22020875,1;25697977,9;27558276,8;31936895,0;32475487,5;37139404,0;43476753,1;44670722,8;340494232,2
"351885 Guatapará";41759,0;47697,8;62320,4;69959,4;64563,5;69548,9;92760,1;81800,5;74753,0;92289,1;114692,8;143315,8;134324,2;1089784,5
"351890 Guzolândia";16245,2;18133,8;24282,0;30087,6;31964,6;28069,7;27219,3;34286,0;37296,7;45981,9;53964,6;68911,1;61900,0;478342,5
"351900 Herculândia";31362,0;34808,6;44089,7;57183,8;61261,2;61866,6;63935,1;72671,1;94594,6;113656,1;106524,7;140595,2;149655,6;1032204,3
"351905 Holambra";226042,8;216604,3;275984,1;313197,5;348502,3;334859,2;386382,6;452286,5;437798,6;504309,4;515396,6;574674,3;636896,6;5222934,8
"351907 Hortolândia";1247417,4;1566968,1;965771,9;1227160,4;1847427,5;2605387,4;3147299,8;3900570,7;4799491,7;4855765,5;6226403,8;6701935,3;6761007,4;45852606,9
"351910 Iacanga";47637,3;60122,5;71296,1;77172,3;82029,8;85523,0;110035,7;159879,6;245453,8;345825,8;403689,9;426789,2;353813,1;2469268,1
"351920 Iacri";25794,0;29145,6;39621,6;42394,6;46933,5;45445,9;46195,2;56841,9;59761,6;69662,1;74917,3;121231,5;132886,7;790831,5
"351925 Iaras";13421,1;17440,5;23304,6;25015,5;27973,9;42951,0;36928,2;44787,7;60221,1;51715,4;131331,4;105240,2;108304,2;688634,8
"351930 Ibaté";108461,3;136460,1;153117,6;178748,2;187432,1;245859,5;286898,3;277981,8;312701,1;349115,8;427857,5;505059,0;401070,3;3570762,6
"351940 Ibirá";47607,7;64573,4;72938,3;82618,2;75672,2;82147,6;95602,8;91291,4;101810,5;110661,0;121947,1;146137,9;157998,9;1251007,0
"351950 Ibirarema";49778,8;52852,8;84220,7;78941,7;80624,8;66748,5;73129,6;89586,1;88145,7;97359,6;113326,8;152955,2;135073,1;1162743,4
"351960 Ibitinga";262196,1;315124,9;346634,2;380322,7;404868,7;451850,7;546631,1;584295,4;623553,9;711630,4;806277,7;913025,3;942285,1;7288696,2
"351970 Ibiúna";271210,0;291682,6;347980,3;402900,5;443372,1;463367,5;503296,7;568133,4;592044,8;703255,8;770429,5;866268,5;946736,9;7170678,6
"351980 Icém";37576,3;43826,5;55625,7;52970,2;69662,4;62422,8;103886,7;87041,6;91806,2;90222,1;114705,4;124902,1;122484,7;1057132,7
"351990 Iepê";33358,1;43937,1;57656,0;71991,4;78083,5;73157,3;89111,3;101885,5;111391,6;124243,6;139424,8;192543,0;203655,3;1320438,5
"352000 Igaraçu do Tietê";69987,1;76547,2;86120,7;95739,5;96225,6;110097,5;121114,1;132576,3;137955,5;158216,5;180645,9;214066,5;214548,4;1693840,8
"352010 Igarapava";174713,3;218536,9;261881,8;270043,3;394788,8;488264,3;394387,4;447585,6;488960,2;544123,3;606523,2;697347,6;819493,3;5806649,0
"352020 Igaratá";29099,5;35388,9;40140,8;45225,5;54212,9;53995,0;70952,6;71306,4;70630,4;84248,6;113433,8;127424,2;115895,9;911954,5
"352030 Iguape";97159,1;111652,0;139197,6;149248,1;161017,4;187550,4;208065,1;210822,2;220283,4;252533,6;286043,0;319297,7;324769,9;2667639,5
"352042 Ilha Comprida";35169,3;40739,3;46292,9;53335,6;57398,6;68827,6;77063,1;81283,4;87397,9;97181,8;104821,1;154095,3;127394,4;1031000,3
"352044 Ilha Solteira";678896,4;504835,3;635194,4;680863,9;857640,4;977051,8;1112292,6;1102349,6;1043156,0;1119043,4;1301247,1;1315161,7;1395136,7;12722869,3
"352040 Ilhabela";98422,5;114069,6;133696,1;158364,7;170093,7;198386,3;222171,9;237269,4;263741,4;303713,1;343633,0;355691,7;410564,9;3009818,3
"352050 Indaiatuba";1570837,2;1604418,2;1676898,5;2443892,9;3150155,0;3341310,8;3503130,1;3997439,0;4593993,9;5156204,6;5834590,2;5982815,2;6163097,5;49018783,1
"352060 Indiana";16828,3;18538,9;21811,8;22674,1;23692,8;26995,7;28430,3;31969,0;33925,9;37539,6;42867,7;48014,5;47814,1;401102,7
"352070 Indiaporã";18890,2;22510,1;26793,4;31761,0;34589,3;32521,6;33701,1;40371,1;42148,9;44273,2;64455,5;61648,5;62094,7;515758,6
"352080 Inúbia Paulista";18981,4;22044,7;27895,9;29445,9;30907,2;35652,4;40353,8;44627,1;46113,9;51127,6;63038,8;65700,3;68930,3;544819,3
"352090 Ipaussu";74477,0;114603,3;116947,7;116523,9;131172,6;110455,5;103581,7;157971,1;152168,0;196497,4;303790,5;182838,0;214522,7;1975549,4
"352100 Iperó";96944,5;106374,6;127194,8;167857,0;196896,9;228857,8;248822,9;281153,5;331609,5;353691,4;440785,1;482486,7;420971,5;3483646,2
"352110 Ipeúna";29967,9;40930,9;47591,0;52995,6;54824,6;57713,7;79831,5;79387,6;95034,9;114840,9;145238,6;138696,6;138281,6;1075335,4
"352115 Ipiguá";14788,6;23735,9;20919,5;23309,5;25270,5;28649,5;26049,0;33440,0;32328,5;34389,1;41170,8;54710,9;62203,7;420965,5
"352120 Iporanga";10639,5;11576,3;13719,8;15021,1;16498,2;17609,4;19163,7;21746,2;23816,2;26455,6;27297,8;33050,4;31262,1;267856,3
"352130 Ipuã";96146,0;103943,2;136873,2;158928,1;160644,1;147981,4;197879,6;183211,9;157836,8;204751,4;211271,2;253225,2;269939,9;2282632,0
"352140 Iracemápolis";164836,9;178448,7;199971,9;358476,4;368537,6;400109,7;481405,9;436711,0;466926,1;520707,9;533024,4;523607,0;488852,9;5121616,4
"352150 Irapuã";33919,1;58037,9;57797,2;60222,4;58469,8;61460,6;69186,0;77299,1;80208,5;87302,2;104128,5;120505,3;119416,8;987953,4
"352160 Irapuru";23631,1;25179,3;28606,4;32416,5;32996,2;35990,0;47622,4;50205,8;50991,1;62629,7;70926,3;85698,1;75540,9;622433,8
"352170 Itaberá";74769,8;96404,4;130655,9;141936,8;162947,7;166228,6;155270,5;209766,4;307967,8;327069,2;306866,5;310136,5;405375,3;2795395,4
"352180 Itaí";102746,5;140866,0;181425,7;226224,1;249971,9;216563,5;257657,6;335517,2;340273,6;343342,3;405765,5;484703,1;477578,7;3762635,7
"352190 Itajobi";93486,8;117351,1;137650,4;150116,1;152790,8;160706,2;183591,4;176860,0;187868,9;203598,5;254076,7;271462,9;287580,9;2377140,7
"352200 Itaju";15276,0;27900,3;29975,3;34194,7;27716,5;37478,5;46255,8;46359,6;36205,9;43297,9;54637,1;82928,9;65877,2;548103,7
"352210 Itanhaém";344184,6;383120,1;430364,0;467986,1;494824,6;562980,5;601647,2;633962,8;711092,1;824065,0;937490,0;1185586,4;1139287,6;8716591,0
"352215 Itaóca";9095,8;9761,1;9772,2;10054,7;10985,2;12550,2;13698,5;16111,9;18351,0;21153,9;23421,1;28980,7;27759,5;211695,8
"352220 Itapecerica da Serra";840187,0;882005,9;850249,2;1414985,5;1796857,3;1889087,8;2104167,5;2090780,3;2955890,6;3207680,6;3501045,8;3694712,2;3442735,9;28670385,6
"352230 Itapetininga";836525,2;945282,0;1021019,4;1194447,9;1464087,5;1589372,3;1677807,7;1868013,0;1977956,1;2164697,0;2548399,3;2947272,1;2855588,8;23090468,3
"352240 Itapeva";401692,2;445565,9;553091,8;641180,6;752461,1;758537,8;788040,4;947146,4;1055951,4;1120766,3;1214679,5;1329881,2;1415536,3;11424530,9
"352250 Itapevi";919782,7;881435,1;985121,0;1260588,8;1489036,2;1742850,8;1865844,9;1904763,5;2730646,4;3638607,3;5145931,2;6410254,2;6712575,5;35687437,6
"352260 Itapira";585831,5;570945,8;681117,0;850081,3;946902,1;1079817,6;1190039,0;1237005,9;1436365,6;1529511,6;1738168,1;1900416,4;2138695,2;15884897,1
"352265 Itapirapuã Paulista";7795,9;10384,7;12206,8;12135,8;13966,9;14658,9;15760,7;19047,4;21846,1;23266,6;26498,0;35151,6;31708,0;244427,4
"352270 Itápolis";252551,4;429231,0;440155,6;464552,8;434329,2;497389,7;526353,3;601359,6;599008,9;656494,3;814407,4;811190,0;763829,0;7290852,2
"352280 Itaporanga";45993,1;51939,6;64478,3;71632,4;74158,5;76716,1;83620,4;93331,2;105844,0;119314,9;139479,0;165858,1;167576,8;1259942,4
"352290 Itapuí";56709,6;67128,5;73396,7;91559,8;89799,7;108157,0;134463,3;139650,7;171707,4;211227,5;319278,1;387507,9;400580,7;2251166,9
"352300 Itapura";20030,5;21663,7;29878,7;31750,7;34677,9;37269,9;36742,6;43711,1;45586,5;61966,6;81983,1;124137,8;104452,5;673851,6
"352310 Itaquaquecetuba";993645,0;1129121,1;1249982,3;1384012,1;1553765,4;1730080,1;2063769,1;2332919,9;2546995,5;2861176,0;3256578,0;3717297,7;3892597,0;28711939,2
"352320 Itararé";221228,0;248351,3;308383,2;353129,8;370151,4;412304,4;456864,0;486713,6;522332,7;550914,1;589271,9;664573,8;662600,3;5846818,5
"352330 Itariri";40586,5;46547,6;61858,1;61015,8;58818,0;66079,7;67495,5;74472,4;84834,5;94275,6;105375,2;121213,2;128471,1;1011043,2
"352340 Itatiba";1134982,2;1176408,0;1344468,8;1639435,9;1824334,3;1911880,9;2099357,9;2541375,9;2548807,7;2927699,4;3421079,2;3431917,9;3663938,4;29665686,5
"352350 Itatinga";55971,7;61602,8;78875,1;88402,9;103282,9;116264,7;132485,8;151476,8;179464,6;226131,0;262076,4;302051,2;281562,8;2039648,7
"352360 Itirapina";62226,2;83125,8;92468,4;94019,7;112085,0;127923,2;151090,5;164785,1;166004,9;170260,3;234458,2;297388,5;255160,6;2010996,4
"352370 Itirapuã";20228,7;19960,2;28131,9;29180,2;39547,5;43708,2;46683,9;58878,5;62133,1;58460,9;77197,6;76970,1;91655,4;652736,2
"352380 Itobi";28431,9;34408,1;42795,5;41017,6;46357,2;44928,1;53210,8;62129,5;58207,5;67566,9;69686,1;83203,3;95756,1;727698,6
"352390 Itu";1530583,8;1390005,2;1602427,9;2000295,8;2396326,1;2693041,0;3161550,3;3387516,4;3666691,2;4131213,3;4196075,1;4966371,7;4772542,8;39894640,6
"352400 Itupeva";377781,5;424244,3;548168,3;608886,7;698379,6;754470,0;920249,8;1109794,9;1247905,3;1736202,7;2195316,2;2178862,4;2389056,7;15189318,4
"352410 Ituverava";238771,3;257997,3;312323,4;346121,4;399435,1;385876,9;394468,0;434535,7;442517,0;515351,8;567188,6;666035,4;718535,6;5679157,5
"352420 Jaborandi";42366,4;50330,4;65828,5;67651,4;61935,0;58752,3;76122,7;61704,7;55986,9;74202,4;88587,4;97614,8;103768,2;904851,1
"352430 Jaboticabal";596592,3;616681,7;748772,5;909385,3;913837,0;1025287,7;1280012,0;1176257,1;1251628,8;1418553,3;1673714,7;1842390,5;1927335,9;15380448,8
"352440 Jacareí";2557287,9;2652916,2;2959074,6;3130188,5;3415111,9;3342025,1;3857740,3;3995126,0;4308232,4;4832390,9;5661581,7;5729981,3;5751857,0;52193513,8
"352450 Jaci";25753,1;35876,1;50840,9;62405,7;73668,8;85957,4;112190,5;112202,2;131436,6;136565,8;160489,2;196719,2;215082,8;1399188,3
"352460 Jacupiranga";56024,4;67731,0;82720,9;97178,7;98183,5;108989,4;114710,6;128048,0;160356,2;172426,0;236521,6;234913,7;252294,3;1810098,3
"352470 Jaguariúna";897798,2;1084965,0;882651,9;1524922,7;2527596,0;1950484,1;2316714,7;2385676,5;2531656,1;2714594,5;3066231,0;3364415,3;3771053,2;29018759,2
"352480 Jales";278445,6;327822,5;368769,1;411031,6;469536,0;547098,2;535008,3;573723,9;600923,7;668494,2;854443,6;864868,0;963231,8;7463396,5
"352490 Jambeiro";184205,4;74975,0;144793,0;260917,0;227593,5;269180,4;317919,9;416389,3;622814,6;741825,2;706866,3;890681,0;838809,5;5696970,1
"352500 Jandira";533529,3;582735,7;689232,7;821537,2;915500,1;1067347,4;1089539,8;1336434,4;1409253,0;1409738,6;1650308,2;1818175,7;1855081,9;15178414,0
"352510 Jardinópolis";188847,6;215075,0;256182,5;286352,7;269447,8;314399,9;352978,3;358889,6;397843,2;487732,2;538901,4;605857,6;673339,1;4945846,9
"352520 Jarinu";89984,4;108189,5;119206,1;178502,7;165070,7;205814,2;241269,6;255824,1;336919,5;399129,3;426671,6;549542,0;596988,9;3673112,6
"352530 Jaú";724422,5;798253,8;897204,0;978895,3;1067745,6;1192939,3;1339988,4;1441622,7;1547276,1;1760983,0;2050436,7;2312791,2;2486938,9;18599497,5
"352540 Jeriquara";24490,4;26115,2;42489,0;41315,0;51669,6;54212,8;66990,5;79029,8;68400,7;75408,9;92667,8;87184,2;102882,4;812856,3
"352550 Joanópolis";36480,6;47509,4;51439,4;63016,8;66149,8;73504,3;78608,2;86211,4;96251,3;133923,0;123397,4;145586,5;144562,2;1146640,3
"352560 João Ramalho";20692,7;22418,8;29382,6;35783,8;33583,4;33946,2;36065,1;37383,7;40483,0;51556,4;62406,4;103657,2;102994,0;610353,3
"352570 José Bonifácio";185718,9;224335,2;277850,4;349461,2;334529,2;377256,5;425853,0;481059,8;562915,6;741773,1;996020,1;811614,1;882182,6;6650569,7
"352580 Júlio Mesquita";12623,6;13256,3;16542,4;18775,9;19224,6;23205,5;27616,5;29634,4;27470,1;32815,0;39784,3;48529,0;46089,0;355566,6
"352585 Jumirim";15433,4;17216,6;21753,5;30033,1;31277,5;34494,2;44187,0;44591,9;53478,0;49321,6;63962,2;76359,3;81368,7;563477,0
"352590 Jundiaí";5050824,4;5576931,7;6587430,5;7605814,1;9559093,1;9981889,4;11313752,3;13992934,6;15168171,7;16584963,8;20124599,9;21806787,1;23712624,7;167065817,3
"352600 Junqueirópolis";82720,1;81484,4;104858,1;114427,1;127035,9;140787,6;160246,8;180313,6;191693,8;218322,4;279315,5;332073,8;353987,5;2367266,6
"352610 Juquiá";64156,7;66486,5;84398,2;89115,5;93063,8;102126,4;120842,9;120454,1;126224,3;145949,9;197145,5;204491,7;233436,4;1647891,9
"352620 Juquitiba";152844,3;151515,4;159720,0;178894,2;169956,0;174835,9;181337,3;186868,2;198648,5;222978,8;256752,9;285469,4;301035,0;2620855,9
"352630 Lagoinha";15821,0;19327,4;22777,8;24929,3;25328,6;28124,4;29840,6;35119,8;43668,6;48050,1;51478,3;64845,3;53302,2;462613,4
"352640 Laranjal Paulista";153125,1;156525,8;195922,0;232489,4;241533,4;270168,5;265012,7;325059,1;370467,7;411035,2;462009,6;493789,2;508317,7;4085455,4
"352650 Lavínia";33179,4;42063,1;53496,8;58025,9;57191,0;65321,8;69723,4;72745,6;83626,3;98272,4;116794,4;163409,9;139110,0;1052960,0
"352660 Lavrinhas";18410,2;20555,5;24817,5;28536,3;34041,4;39122,7;44965,5;46031,5;49412,4;58571,9;75031,9;67520,3;71391,0;578408,1
"352670 Leme";474666,0;519502,6;603991,9;675452,1;715868,4;817307,6;890992,7;1052321,4;1141114,0;1338785,3;1514703,4;1736583,3;1736041,3;13217330,0
"352680 Lençóis Paulista";555001,8;571830,8;750319,4;987689,9;1056745,0;1159043,0;1639129,5;1506815,9;1625761,1;1865898,4;2126645,4;2010305,6;1814836,0;17670021,8
"352690 Limeira";2397346,2;2678219,4;2973524,8;3534060,8;3867397,4;4176400,0;4704307,3;5249182,7;5629943,7;5752200,0;6712375,3;7462998,2;7718276,7;62856232,5
"352700 Lindóia";31341,7;35826,7;44220,3;44612,7;47631,0;53873,3;56089,5;62469,1;60980,1;67627,6;82753,8;96393,7;117216,0;801035,5
"352710 Lins";484805,7;621303,1;624391,7;718567,6;975303,8;810585,6;950594,8;1162936,4;1575987,0;1917116,9;2187916,2;2148481,5;2352633,1;16530623,4
"352720 Lorena";507191,3;608371,3;644102,2;695644,9;726232,5;859427,1;954895,1;1012886,9;1035307,9;1190226,2;1341398,3;1440098,5;1473430,9;12489213,1
"352725 Lourdes";9309,1;9686,2;14624,3;15974,6;15579,1;15298,4;15692,0;18562,5;20374,2;24232,0;27519,9;33575,8;31522,6;251950,7
"352730 Louveira";673056,0;1513519,6;1730305,0;2348223,9;2323395,3;2474770,9;4107299,5;6136226,2;5559238,7;5816049,1;8914890,9;10970824,9;11173992,2;63741792,2
"352740 Lucélia";95956,5;98612,9;122903,5;126047,1;128759,1;139343,1;157321,5;164668,5;190858,3;206528,3;241933,9;260830,9;264260,9;2198024,5
"352750 Lucianópolis";9729,9;11137,0;14162,6;17299,3;16514,2;19053,4;22413,5;25050,7;26197,6;27770,7;32547,4;38272,7;41311,8;301460,8
"352760 Luís Antônio";391014,5;445418,3;487203,7;505873,7;516571,8;528964,4;368069,1;564793,4;484832,7;613359,1;663246,7;646740,9;678506,1;6894594,4
"352770 Luiziânia";17914,3;18378,1;23138,1;29617,6;32692,9;34511,5;37028,0;43174,2;46328,8;49633,4;61786,9;71190,2;73002,7;538396,7
"352780 Lupércio";21103,9;21819,3;32061,9;31763,4;28920,0;33314,6;36700,6;36919,3;44152,2;43542,7;59370,8;65155,1;65570,8;520394,6
"352790 Lutécia";14817,7;17147,6;23581,4;27659,0;27409,9;27611,0;32146,4;35597,7;40681,3;45722,0;50868,7;63059,4;72918,5;479220,6
"352800 Macatuba";191744,9;179228,7;275154,3;429451,2;381756,0;422500,1;675008,6;456074,7;516391,7;680643,9;769685,8;512641,7;489275,6;5979557,2
"352810 Macaubal";36520,7;37428,6;41267,8;43936,5;48941,9;52273,3;55696,8;62207,4;69629,4;84931,9;98759,4;123674,3;137449,1;892717,1
"352820 Macedônia";16179,1;22935,4;25146,2;28615,6;28067,8;29277,4;29790,2;32681,3;35208,2;37272,0;50733,9;48376,1;51252,0;435535,2
"352830 Magda";16131,7;15862,9;19516,8;21676,0;25816,5;23850,8;27906,0;34508,2;33160,5;38063,0;49050,6;68927,9;62052,5;436523,4
"352840 Mairinque";346460,5;478534,9;552864,0;508494,1;590484,2;584334,8;561374,6;668905,7;589322,2;913829,4;897099,5;949056,9;957023,5;8597784,3
"352850 Mairiporã";330757,6;366340,7;453530,4;508440,2;569961,5;688283,4;696050,1;781325,4;837264,1;1029334,9;1186366,5;1284554,3;1354340,3;10086549,4
"352860 Manduri";31069,8;34488,4;40324,7;50092,0;52985,1;57969,6;67194,8;70263,1;73733,4;81988,3;102685,7;113693,2;116774,2;893262,3
"352870 Marabá Paulista";21296,0;21902,4;28216,1;30662,1;33089,2;32425,7;42170,5;40629,7;47759,9;53844,8;73912,0;94806,9;84674,6;605389,9
"352880 Maracaí";134275,5;155291,8;276430,2;223991,7;268338,7;298934,5;274894,4;289197,1;365249,9;460151,1;429194,1;556024,5;475311,4;4207284,9
"352885 Marapoama";22723,0;31911,5;36776,6;42027,9;44634,9;47684,3;70622,5;62469,2;65963,4;81861,1;81594,0;82170,6;98406,0;768845,0
"352890 Mariápolis";13316,2;13338,6;16132,3;17556,1;19412,6;20208,3;21947,4;23573,7;27352,7;31624,5;36422,1;38777,8;38902,9;318565,2
"352900 Marília";1443131,8;1548955,7;1630752,3;1850739,2;2025516,1;2216406,0;2462094,9;2753401,6;3033939,0;3433107,0;3916984,4;4339879,4;4585314,8;35240222,2
"352910 Marinópolis";9458,2;14788,3;15519,2;17671,3;20853,6;21559,8;26487,8;23545,4;24742,5;26659,4;34103,2;30566,5;29013,8;294969,0
"352920 Martinópolis";104039,6;107250,1;128446,6;151113,7;189048,4;189126,4;196236,8;222911,0;224514,6;292786,2;313247,6;399980,4;414250,5;2932951,9
"352930 Matão";2228431,4;1764510,0;2466207,3;4770033,1;3062439,8;3203147,2;2945285,5;3730721,1;5165991,7;5187265,6;5860252,0;4922606,7;6194929,3;51501820,7
"352940 Mauá";3339280,9;3299814,4;3704371,4;4244284,0;4711862,8;4772721,6;5099725,7;5359927,4;5676425,0;6574529,9;7352092,7;7633781,6;7863726,3;69632543,7
"352950 Mendonça";16818,9;19705,8;22341,2;23657,1;25431,7;28032,4;33701,4;37053,9;39287,8;48693,2;58144,2;68645,9;67863,0;489376,5
