"Município";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"352960 Meridiano";17897,5;23742,5;28208,6;33223,0;38949,1;36689,2;39589,4;38597,6;39594,4;42132,0;59056,9;63689,1;63067,2;524436,5
"352965 Mesópolis";10738,0;15843,8;16142,4;18585,2;19008,1;18937,8;22375,9;22857,8;24015,8;37261,2;48587,6;52142,8;50304,1;356800,5
"352970 Miguelópolis";128974,2;150643,8;205048,7;236484,7;267739,3;205679,0;227287,8;251677,0;230798,2;271269,4;281767,7;357724,2;384227,5;3199321,5
"352980 Mineiros do Tietê";45985,5;51757,5;61829,3;64357,8;60142,7;70411,4;84910,8;87229,5;83193,7;98557,6;112174,4;145973,7;134982,5;1101506,4
"353000 Mira Estrela";12070,1;15083,3;17996,2;21511,5;23150,6;23371,5;22653,9;28422,7;31371,3;32981,7;35164,7;43651,4;39184,1;346613,0
"352990 Miracatu";58275,7;68589,4;93602,3;100361,8;95269,0;116887,2;127209,5;132437,5;144036,9;169390,6;273365,4;269014,4;223410,0;1871849,7
"353010 Mirandópolis";122149,8;128084,3;151645,3;160575,0;170932,8;176012,2;190935,4;212720,6;226121,2;242983,8;289504,1;351526,8;367944,4;2791135,7
"353020 Mirante do Paranapanema";45374,6;52694,7;65796,6;72556,8;79486,7;84460,7;87798,6;94714,4;111026,0;122063,6;139437,7;169825,6;169503,9;1294739,9
"353030 Mirassol";337288,6;340761,6;400237,8;452917,7;466072,6;570480,7;606374,9;675289,8;708306,8;773453,6;942084,4;1116334,2;1257769,0;8647371,7
"353040 Mirassolândia";14494,2;19819,6;20474,9;21283,4;21015,9;22834,9;25423,3;31390,9;29229,1;34265,2;44774,5;52526,8;53718,9;391251,6
"353050 Mococa";424449,0;484411,9;564981,1;630318,7;723140,3;802882,0;888217,9;917837,8;1015286,8;1054030,7;1272054,7;1290751,5;1466737,4;11535099,8
"353060 Mogi das Cruzes";2518838,5;2615456,2;2992433,6;3562377,2;4039562,2;4358812,6;4831234,5;5497043,0;6698597,9;7711691,2;8810329,1;9646383,4;9737243,7;73020003,1
"353070 Mogi Guaçu";1166505,9;1391910,4;1535806,7;1716572,0;1843287,4;1837584,9;2069473,2;2336719,5;2375608,3;2516722,9;2925445,2;3107952,9;3199027,1;28022616,4
"353080 Moji Mirim";871323,1;914074,7;1029052,6;1211409,4;1396861,6;1570092,8;1775480,3;1990102,8;2127321,1;2281499,8;2732949,7;3020643,8;3022172,8;23942984,5
"353090 Mombuca";12950,4;16128,6;20610,0;23689,9;21989,3;27895,8;30382,7;31217,0;32363,8;32033,2;41943,0;51752,5;58561,4;401517,6
"353100 Monções";8658,9;11638,9;13861,5;13646,0;15106,5;16341,0;21437,5;22475,1;30172,8;143824,3;226878,5;75785,7;51604,3;651431,0
"353110 Mongaguá";173401,2;184866,5;205455,3;229563,8;243597,9;280866,2;310149,0;339276,1;359147,8;447227,8;501687,5;702523,0;603796,1;4581558,2
"353120 Monte Alegre do Sul";47712,8;58983,4;67461,7;56999,8;61575,1;62034,3;60429,9;83597,0;69210,4;93059,5;129293,4;138176,3;132206,1;1060739,7
"353130 Monte Alto";315390,4;352360,4;409820,3;458168,0;534986,4;583560,7;676036,1;755388,4;801229,9;884740,2;1014405,3;1090215,8;1162444,3;9038746,2
"353140 Monte Aprazível";95617,8;108763,3;186174,0;209814,4;296253,2;277938,5;356322,1;339456,7;421882,8;439795,7;553553,7;566725,9;570826,2;4423124,3
"353150 Monte Azul Paulista";149016,0;225572,9;197025,7;209851,3;194820,9;190359,3;263416,2;265993,1;467686,9;238570,2;380958,3;318073,4;392174,1;3493518,3
"353160 Monte Castelo";14657,9;17322,0;23594,7;24555,4;27367,3;31885,8;30815,5;42280,3;48817,1;51068,5;69273,3;74728,9;78428,0;534794,7
"353180 Monte Mor";352962,0;424699,6;470279,8;542308,6;645929,8;759304,8;908254,8;1004478,9;1044886,5;1123280,9;1193388,6;1405977,0;1453687,8;11329439,1
"353170 Monteiro Lobato";18495,1;17033,5;19458,6;21648,7;23728,8;26756,2;28958,6;28549,8;32008,3;36344,6;51082,9;46377,7;43950,1;394392,9
"353190 Morro Agudo";279098,0;304446,7;434305,5;434693,8;445863,2;465352,4;647004,6;553634,9;537106,5;644690,7;715954,1;847328,2;853755,3;7163233,9
"353200 Morungaba";94763,3;107042,7;122848,3;154722,1;165037,7;165960,5;172995,8;195447,1;205892,5;232640,9;329027,4;365739,0;307053,3;2619170,6
"353205 Motuca";61843,4;66504,6;80118,7;157481,6;137906,2;147052,6;204018,0;155804,7;105858,0;68714,7;63012,8;98127,2;89574,2;1436016,7
"353210 Murutinga do Sul";21261,8;26377,0;24521,6;26910,1;27485,4;28716,6;29921,7;34336,0;35917,6;43552,3;48300,7;55738,7;54629,6;457669,1
"353215 Nantes";11542,6;17062,7;22521,7;38502,6;45358,3;55782,4;76503,6;82919,4;79952,6;86365,9;93291,0;126593,9;114395,3;850792,0
"353220 Narandiba";15925,8;17185,3;24326,0;25524,7;29124,1;29311,9;42466,5;61027,9;98693,5;241676,6;370006,9;229636,1;182059,0;1366964,3
"353230 Natividade da Serra";19301,4;18724,5;21773,7;24696,0;25826,7;30332,9;35298,9;39531,4;42857,5;45158,0;52158,3;64059,6;56809,5;476528,4
"353240 Nazaré Paulista";53247,0;63885,8;74931,3;85557,5;90316,4;107216,4;115143,1;121960,8;143630,8;159766,7;206748,2;240257,6;239376,2;1702037,8
"353250 Neves Paulista";37308,0;47373,7;51518,0;54571,9;66659,7;69844,9;95064,1;95698,8;95855,0;109665,1;125462,3;158232,1;143021,2;1150274,8
"353260 Nhandeara";47604,5;52956,2;62178,4;72131,1;83881,7;90129,5;99763,2;110576,5;126426,6;149803,3;189816,1;248576,8;246720,2;1580564,1
"353270 Nipoã";12950,4;18482,3;20772,0;24747,6;25677,5;31039,5;42735,5;38551,6;37867,4;48102,5;59635,6;74258,0;72058,3;506878,2
"353280 Nova Aliança";22606,2;30998,7;34383,0;34467,0;38525,5;45988,7;56993,1;67530,9;64770,5;78973,4;100118,6;115844,8;104801,7;796002,1
"353282 Nova Campina";54564,1;57504,4;62485,7;64935,3;82742,6;85624,7;102042,9;113636,7;123725,7;137263,5;139717,5;171362,5;150109,1;1345714,7
"353284 Nova Canaã Paulista";10977,8;19996,5;18794,5;21117,6;21527,4;21870,3;29175,9;27431,3;27929,3;29424,4;37682,0;37554,5;30594,0;334075,5
"353286 Nova Castilho";9140,0;10497,8;14778,4;17949,3;19486,7;18576,4;29155,5;29688,8;26125,4;26575,8;43854,2;46115,0;39980,1;331923,4
"353290 Nova Europa";40565,9;56897,9;65878,6;76989,2;71405,8;89797,6;97769,2;98771,5;101196,5;113658,6;153854,0;159195,7;168576,3;1294556,8
"353300 Nova Granada";102267,8;147683,1;148290,8;149319,0;137138,8;143736,8;165029,6;189320,2;188419,6;221853,0;230713,7;271603,1;283567,5;2378943,0
"353310 Nova Guataporanga";6135,0;7370,2;8757,1;9014,9;9219,7;10426,9;10846,4;12410,2;14613,7;15150,5;17891,5;20777,6;21030,5;163644,2
"353320 Nova Independência";11646,9;13366,1;19892,1;20844,1;25649,0;24266,5;31189,3;38935,1;101340,1;210497,1;266984,5;203378,3;146592,0;1114581,1
"353330 Nova Luzitânia";10544,7;12113,0;14771,2;16721,4;15915,6;17205,8;19703,7;22414,8;26082,5;29767,7;33685,5;40545,0;38986,3;298457,2
"353340 Nova Odessa";456755,6;519082,3;595359,0;682902,7;791659,7;830896,4;964600,6;1001362,6;1102953,6;1602244,4;1958851,5;2176614,0;2096229,6;14779512,0
"353325 Novais";13623,6;21805,6;28383,0;28459,2;24872,1;29809,3;29921,3;28798,5;26818,7;37937,1;41278,4;53475,3;58311,1;423493,2
"353350 Novo Horizonte";209619,6;254595,7;328177,6;385933,4;353418,2;456436,5;724800,5;587178,3;675495,6;781384,4;939580,8;884418,9;777402,2;7358441,7
"353360 Nuporanga";68391,4;65051,1;88399,3;87217,3;112962,3;109039,0;126250,5;113879,2;126432,9;139949,0;164583,1;211328,3;218864,4;1632347,8
"353370 Ocauçu";18719,7;20009,7;28210,8;29186,4;32092,3;36263,3;36171,5;40655,3;43414,3;44974,8;58592,1;68034,2;63111,9;519436,3
"353380 Óleo";13135,3;14407,8;19050,1;22184,5;21707,8;23498,9;26653,6;30131,5;31110,9;37125,2;42109,2;52625,0;53886,6;387626,4
"353390 Olímpia";333550,4;448418,9;482670,2;483093,8;529333,3;610806,8;788208,2;783316,2;813526,0;931071,8;1026173,8;1121626,9;1161538,6;9513334,9
"353400 Onda Verde";39404,7;56866,8;94455,9;65565,8;71349,6;61486,4;157111,9;130000,5;155782,1;129986,5;129708,9;145135,2;150405,9;1387260,2
"353410 Oriente";19453,2;20372,7;23834,0;28625,1;33908,4;33034,7;36411,3;41714,9;49194,8;53539,2;59880,0;69348,5;73433,2;542750,0
"353420 Orindiúva";35676,5;59374,7;76915,2;80121,1;90226,0;96691,3;82718,0;87914,6;108955,3;94818,9;128465,6;166177,7;156358,2;1264413,1
"353430 Orlândia";394729,4;411712,5;510734,3;616880,1;710690,0;754575,1;869554,5;690114,2;737005,2;787503,7;924520,0;977839,1;1017931,2;9403789,3
"353440 Osasco";8678297,0;10155264,1;10483640,5;12721761,0;14557695,5;16874651,2;17798886,3;24619373,4;30067523,3;31617715,6;36389079,6;39283026,7;39198919,1;292445833,3
"353450 Oscar Bressane";11161,8;12430,8;16145,4;20256,3;21350,0;20950,8;19668,9;23409,1;26398,3;29024,2;31531,9;36542,9;39995,2;308865,6
"353460 Osvaldo Cruz";192826,5;194989,8;213953,5;284340,1;239244,6;271024,3;304813,9;297213,0;310347,6;411087,6;432881,5;527317,3;584131,0;4264170,7
"353470 Ourinhos";686036,8;904832,6;914242,0;983378,5;1071720,8;1157786,6;1257992,1;1333013,5;1418190,2;1470181,2;1779969,0;1760987,4;2659192,5;17397523,2
"353480 Ouro Verde";24157,2;26678,4;32548,6;39150,2;42491,2;49182,8;55365,3;63274,6;64580,6;72577,9;95110,7;107719,8;127365,3;800202,6
"353475 Ouroeste";301420,2;169214,2;233605,4;277988,5;335754,9;405564,8;435951,7;459956,9;445579,8;565066,3;656557,2;661576,0;675606,0;5623841,9
"353490 Pacaembu";43944,5;49272,7;57918,3;62697,6;68884,4;72373,8;81336,6;88193,4;93687,2;117590,4;125580,2;147318,5;149979,5;1158777,1
"353500 Palestina";49763,4;70267,9;77594,9;71021,3;73707,4;80624,5;98634,3;116231,2;121052,2;137611,8;185621,9;212114,6;199631,5;1493876,9
"353510 Palmares Paulista";28082,3;29838,5;36676,8;40277,9;38391,5;45288,3;49083,8;54473,3;58657,8;71336,8;78831,3;93207,3;97199,4;721345,0
"353520 Palmeira d'Oeste";45442,7;57716,0;60850,3;68789,0;66722,8;75705,6;82952,1;77919,9;94492,7;108128,2;140429,1;145400,4;152130,0;1176678,8
"353530 Palmital";192503,1;187927,0;267141,0;296618,1;348864,3;286857,9;291921,1;326378,6;360691,7;406467,5;468443,5;533429,8;535287,6;4502531,2
"353540 Panorama";55803,3;56954,7;64447,2;75401,8;76476,1;89385,3;91184,9;104982,8;121482,4;123047,6;157578,8;178530,1;195826,7;1391101,7
"353550 Paraguaçu Paulista";197244,6;235552,7;295917,5;321633,2;300642,2;352660,3;512170,9;536773,2;600653,5;723993,4;923619,5;724464,6;752346,2;6477671,8
"353560 Paraibuna";65496,7;67348,7;75790,0;109423,6;104501,8;112563,5;122104,7;128213,6;132602,6;156812,8;222003,9;196690,2;201242,4;1694794,5
"353570 Paraíso";31375,3;54974,7;56587,5;61460,9;51244,1;58456,5;67081,4;64953,9;61552,1;70902,9;94550,9;100100,6;103529,2;876770,0
"353580 Paranapanema";87254,6;102118,8;134332,5;160462,0;164262,1;198298,5;231391,0;271442,2;320379,0;291599,4;392145,8;404814,7;394702,4;3153203,0
"353590 Paranapuã";17305,5;19952,8;23811,8;26195,0;30092,3;29471,6;28803,1;36336,1;39088,0;45145,6;59214,4;66672,5;66399,2;488487,9
"353600 Parapuã";56505,1;57394,7;73440,5;90291,6;93133,9;101071,9;101349,8;108721,7;139728,3;158730,4;169151,8;230186,9;230066,8;1609773,4
"353610 Pardinho";31792,0;33750,6;44628,3;52318,2;56590,3;65377,7;63839,4;80179,5;87132,0;121978,7;128605,8;145399,5;136271,5;1047863,5
"353620 Pariquera-Açu";83728,9;79128,2;79245,2;89399,7;98871,9;110789,8;131098,6;145017,3;174836,6;195524,7;192639,2;223628,7;221531,7;1825440,5
"353625 Parisi";9125,0;13320,2;13702,2;14895,3;15033,5;19261,5;22547,2;21909,5;30589,3;21988,3;27794,4;33310,7;31072,3;274549,4
"353630 Patrocínio Paulista";70419,5;93347,7;111273,2;138466,8;161790,8;198056,3;232194,7;237382,1;242520,9;281135,5;338790,1;359485,6;395835,7;2860698,9
"353640 Paulicéia";19411,9;23272,6;28395,4;30344,5;30736,0;34406,2;37452,6;49107,8;60927,0;73737,1;99690,1;109425,0;111930,1;708836,3
"353650 Paulínia";4911670,3;4787984,2;5941620,6;6287247,9;5993126,5;6175617,5;6532965,3;6330769,1;6736551,0;7779500,0;8114787,0;8188942,2;9749770,7;87530552,3
"353657 Paulistânia";7062,5;7993,1;12678,0;16132,4;17172,4;20965,2;20586,7;23667,3;22014,6;23321,9;29677,7;48467,5;38603,3;288342,6
"353660 Paulo de Faria";48686,9;70995,8;85298,8;84781,1;86016,4;89404,0;108861,2;105673,4;104080,3;121388,4;164473,1;210890,4;181199,6;1461749,4
"353670 Pederneiras";223968,0;254277,8;263855,2;345501,3;557499,9;650540,7;654225,4;685742,1;495238,5;624276,8;702934,6;862010,3;949902,6;7269973,2
"353680 Pedra Bela";17198,5;20124,0;26317,2;28819,9;32225,7;35649,7;36798,7;42996,9;44338,6;52911,7;61806,4;68698,9;74312,3;542198,5
"353690 Pedranópolis";13999,9;19465,5;23475,0;25215,1;25049,8;25732,6;24471,0;30078,2;31479,5;31102,7;39809,8;45380,5;46800,0;382059,6
"353700 Pedregulho";81876,0;84550,6;122630,5;107867,7;141380,2;160836,0;204780,4;211708,8;231301,2;243610,4;294582,8;283399,8;378134,2;2546658,6
"353710 Pedreira";212857,4;241805,9;267619,1;290145,3;341017,4;428100,8;493141,5;512312,1;557372,5;608347,2;694256,1;707471,6;742562,9;6097009,8
"353715 Pedrinhas Paulista";39741,0;37456,9;58387,2;51456,9;56188,0;56037,2;50157,8;64100,3;70371,2;75891,3;82629,2;80515,3;97394,4;820326,7
"353720 Pedro de Toledo";28770,7;31104,1;40854,9;40316,8;43753,1;49476,1;52026,4;56949,1;64357,3;70783,4;86442,7;92246,6;92118,4;749199,6
"353730 Penápolis";339150,9;363587,4;427957,8;462105,8;499660,5;719432,2;785490,6;912722,2;837238,7;890775,0;979919,9;1131725,1;1207574,2;9557340,3
"353740 Pereira Barreto";206055,5;174588,9;249238,7;250700,1;255491,8;282917,1;315941,5;353275,1;470952,1;684228,0;727744,2;730206,7;594504,1;5295843,8
"353750 Pereiras";33001,8;35786,8;38175,4;61725,8;75966,6;75363,8;88200,2;118102,2;141697,9;143390,0;117843,8;152012,7;144747,3;1226014,3
"353760 Peruíbe";250804,8;278768,9;312615,7;341293,0;361097,3;412292,2;448320,3;486723,1;532813,0;614440,8;695092,0;832381,2;804888,3;6371530,6
"353770 Piacatu";19968,8;22605,3;31627,6;34208,9;33248,5;35410,0;39615,8;45814,1;46247,3;56237,3;64263,5;70837,3;70905,3;570989,7
"353780 Piedade";254020,4;267259,1;316498,5;347567,5;355062,1;364942,8;400242,2;448387,9;469468,3;540562,4;589367,3;688544,4;741337,2;5783260,1
"353790 Pilar do Sul";117948,9;153490,3;171805,4;176733,2;196000,5;221179,5;228797,7;238787,7;248764,0;293564,6;359376,6;431971,8;434794,6;3273214,8
"353800 Pindamonhangaba";1305492,8;1478122,0;1764851,2;2016866,4;2324278,3;2611187,7;2987468,6;2929001,6;4047619,2;4172165,2;4678850,7;3781679,9;3971923,8;38069507,4
"353810 Pindorama";67754,3;80206,1;87949,6;112011,9;112076,3;128473,1;145146,7;144686,3;172685,5;188863,7;230844,7;243019,1;244468,9;1958186,2
"353820 Pinhalzinho";37014,9;44424,4;52358,9;65782,0;70886,9;76222,3;82136,2;94881,5;101361,6;112261,8;133541,8;171308,2;168025,0;1210205,5
"353830 Piquerobi";14626,8;16635,0;22086,1;24019,8;24124,7;24963,3;27680,3;29571,8;33291,8;37167,4;44964,1;51075,6;48779,1;398985,8
"353850 Piquete";45389,8;45572,9;53304,2;64096,0;63931,0;68002,4;70352,1;76988,0;83181,7;104553,9;110044,5;128852,7;116214,9;1030484,1
"353860 Piracaia";95300,9;104805,1;118797,8;143023,4;153232,9;171428,1;198618,2;207865,9;219096,2;241710,9;288647,1;323912,4;340728,5;2607167,4
"353870 Piracicaba";3335788,0;3639921,3;4233399,7;4684785,5;5316439,2;5780797,1;6815596,4;7678195,5;8832622,3;9599599,5;10931268,2;11564543,3;11887387,9;94300343,9
"353880 Piraju";149684,3;169457,9;199468,8;208705,5;226097,0;260400,0;276495,1;289819,7;300634,7;347474,0;406250,3;452019,6;475771,2;3762278,1
"353890 Pirajuí";82937,3;96063,9;102741,9;115329,9;124783,7;139689,8;160642,4;174534,0;184294,9;207458,9;239584,5;309614,9;319164,8;2256840,9
"353900 Pirangi";49276,8;95553,6;88212,4;90050,2;102109,8;91452,6;132602,6;126483,4;114692,4;119327,6;148496,0;160962,5;159996,9;1479216,8
"353910 Pirapora do Bom Jesus";62933,5;68319,6;75689,2;80148,5;113912,0;108974,9;108362,8;137827,4;149544,7;123780,0;127214,9;144959,0;151814,6;1453481,1
"353920 Pirapozinho";152850,6;193862,4;207764,1;226295,3;325475,1;336116,2;354176,9;302813,3;386690,4;393256,3;393348,8;489585,0;522051,3;4284285,7
"353930 Pirassununga";522069,0;620397,4;740567,0;817020,5;845661,1;937112,5;1107568,0;1147199,1;1178908,0;1306286,3;1654023,1;1679523,2;1750755,1;14307090,3
"353940 Piratininga";48073,1;48564,7;55440,3;62628,2;69850,1;73792,2;78493,1;81404,4;92259,6;100791,8;120419,7;152068,0;160912,4;1144697,6
"353950 Pitangueiras";196802,8;221822,8;270166,3;292622,0;259825,8;318072,0;355596,0;379570,1;372635,2;438083,8;563329,9;663411,7;628877,9;4960816,3
"353960 Planalto";18414,6;22912,0;31749,9;35340,7;35452,5;37168,5;42633,9;53385,2;54906,7;67959,0;81379,2;89880,2;90593,4;661775,8
"353970 Platina";16464,6;21779,2;32613,3;35288,3;34641,6;29408,9;29907,6;44322,3;55184,6;49896,2;63243,3;80989,0;82116,5;575855,4
"353980 Poá";722965,5;806458,4;971447,9;1250780,6;1190515,8;1559607,0;1943505,4;1925583,1;2104123,9;2274774,9;2747245,7;3243396,4;3061417,3;23801821,9
"353990 Poloni";21888,0;28928,3;32011,6;36008,8;37092,2;42589,1;52249,0;57833,8;56194,0;66947,2;81257,7;103966,8;101135,3;718101,8
"354000 Pompéia";171154,4;191337,0;237888,3;345361,8;376230,5;301291,8;312365,2;343352,9;423936,1;465414,1;516066,6;575950,1;651716,5;4912065,3
"354010 Pongaí";17139,6;23835,2;23977,1;26507,9;26250,3;32878,0;35533,5;45103,0;38536,5;42167,4;48912,1;56967,0;41091,5;458899,1
"354020 Pontal";215652,5;225183,7;292547,5;352053,6;381631,3;408109,2;527260,1;438463,9;467047,9;581413,6;623399,8;733379,0;675733,0;5921875,1
"354025 Pontalinda";15141,4;20187,1;25052,5;24033,6;24157,6;27602,1;30749,9;29915,5;33123,6;38302,8;47190,9;56527,8;52252,7;424237,5
"354030 Pontes Gestal";13919,1;15282,7;17840,5;19075,1;22095,6;25846,4;34241,6;51162,7;94125,4;84908,7;83370,8;107671,1;157222,8;726762,5
"354040 Populina";18145,8;23123,5;27101,5;30335,6;35148,1;37038,5;42336,5;50986,8;51299,3;59532,1;73828,1;81682,8;81975,5;612534,1
"354050 Porangaba";24788,6;27987,2;33563,5;36513,4;38336,0;43657,4;51451,3;59758,7;67574,3;73710,8;77629,7;100334,0;96929,3;732234,2
"354060 Porto Feliz";274148,9;317810,6;354690,2;401092,0;428886,7;488664,9;569652,0;656017,1;699332,6;773468,3;887335,9;970900,6;1018882,3;7840882,1
"354070 Porto Ferreira";382121,7;417738,1;451540,5;485276,4;561091,9;641070,6;712330,6;743310,0;805471,9;889634,8;1077103,4;1125477,2;1150429,2;9442596,3
"354075 Potim";35273,8;42784,9;48509,4;59839,9;69946,6;67530,5;82561,7;102788,5;126447,3;150664,6;147677,8;157983,2;171816,3;1263824,5
"354080 Potirendaba";57526,8;70576,1;90042,2;94787,8;100631,5;118339,6;184046,2;170212,5;184601,2;220322,3;281829,3;318281,2;327762,2;2218958,9
"354085 Pracinha";5274,1;5503,5;8031,4;8136,1;8061,9;8701,9;11424,6;13928,1;15646,6;17830,2;19839,1;22994,9;21819,0;167191,4
"354090 Pradópolis";218450,5;222619,0;223738,0;533985,5;533551,8;674740,8;966960,5;616178,5;330130,9;574398,0;639840,1;828326,4;626554,8;6989474,8
"354100 Praia Grande";1083724,5;1134773,5;1222131,2;1405431,8;1526289,4;1756558,2;1952253,6;2138288,2;2333754,6;2780578,0;3170642,1;3983891,0;4164015,0;28652331,1
"354105 Pratânia";17327,9;18596,1;23014,8;28089,8;32976,4;32970,1;41165,0;50097,4;47365,7;57337,9;61507,0;74913,3;90075,9;575437,3
"354110 Presidente Alves";20303,0;24883,3;28712,5;31525,6;32361,2;41600,9;58009,7;50737,2;59044,4;56343,5;58831,6;64083,2;61673,0;588109,1
"354120 Presidente Bernardes";50767,4;62296,5;76764,1;88635,9;88398,4;87114,7;99628,4;104699,4;116515,5;147217,1;154300,6;191171,1;184108,5;1451617,6
"354130 Presidente Epitácio";184628,1;209162,8;236736,2;253882,5;279908,0;312904,4;330969,0;351671,8;360017,3;410352,7;448254,0;505399,3;534195,3;4418081,4
"354140 Presidente Prudente";1658939,7;1703003,0;1920750,4;2095802,9;2258979,8;2530522,8;2799178,0;2925603,2;3181609,8;3621161,5;4254058,1;4499984,0;4830824,3;38280417,5
"354150 Presidente Venceslau";173429,5;186618,5;225086,8;240079,3;260776,5;295411,9;315193,2;343625,7;382748,7;432357,2;462235,6;504994,0;560952,0;4383508,9
"354160 Promissão";220038,8;237562,1;362765,5;312409,9;388510,1;466591,3;733290,8;537769,9;763842,2;771607,1;737298,2;1003521,6;990279,0;7525486,5
"354165 Quadra";17910,1;16845,2;22072,7;23665,9;25198,2;25757,0;28212,5;31376,5;37172,0;52996,0;48616,9;63183,1;57199,3;450205,4
"354170 Quatá";85048,6;93852,0;133205,6;196993,8;180808,4;197923,2;273843,1;250052,8;239343,0;327690,0;522892,0;317307,7;358384,8;3177345,0
"354180 Queiroz";9794,3;13113,1;16384,8;23001,5;28350,7;31030,4;32497,9;79020,9;101020,9;192180,5;231193,0;203262,2;170476,2;1131326,4
"354190 Queluz";32207,5;32783,7;35415,4;39939,9;40801,5;46246,5;52457,9;58234,9;74536,9;78836,7;91774,2;104930,4;117436,9;805602,4
"354200 Quintana";19767,7;22961,8;27319,3;32393,6;38075,5;38511,4;40932,4;48361,8;56021,7;65369,7;72964,8;95084,6;100028,5;657792,8
"354210 Rafard";59125,5;59664,4;59724,8;69625,1;59509,3;83192,1;103530,8;105085,9;99761,4;116352,5;141138,3;134648,9;119989,0;1211348,0
"354220 Rancharia";173346,7;219473,5;433160,8;376756,8;431907,6;460435,2;612486,9;544920,2;598888,4;717982,0;845925,4;983813,1;1131446,4;7530543,0
"354230 Redenção da Serra";12686,6;12979,9;14591,3;15248,6;15583,4;17452,9;23613,0;25991,9;29519,9;36063,7;41655,6;48428,1;40058,2;333873,1
"354240 Regente Feijó";95013,8;98868,0;116255,5;133751,4;145897,2;161623,4;195466,0;203178,6;248175,2;287337,8;306573,2;367509,9;373171,7;2732821,7
"354250 Reginópolis";22962,4;28962,9;30046,0;32745,9;34979,4;40454,0;47883,9;53668,2;56852,3;64742,5;70968,1;110020,9;107846,6;702133,1
"354260 Registro";240165,5;261773,3;305594,6;321763,2;333646,2;390120,6;428100,6;449591,5;486786,8;585696,1;874896,4;1086203,6;1127557,9;6891896,3
"354270 Restinga";28789,7;37585,0;50227,6;50968,7;61196,6;61230,9;82864,7;76399,0;77788,8;77965,2;93720,7;101234,6;112993,2;912964,7
"354280 Ribeira";7668,4;8700,9;9982,1;10823,2;10887,2;12252,8;13476,3;15777,0;19794,6;22336,0;23836,0;28993,9;27257,3;211785,7
"354290 Ribeirão Bonito";47116,4;59964,8;70902,2;83075,5;83772,2;90979,0;110024,9;118323,2;116060,4;120748,0;147899,9;189806,6;177420,1;1416093,2
