SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SUA_CODE_2016,SUA_NAME_2016,AREA_ALBERS_SQKM
101021007,11007,Braidwood,1000,Not in any Significant Urban Area (NSW),3418.3525
101021008,11008,Karabar,8001,Canberra - Queanbeyan,6.9825
101021009,11009,Queanbeyan,8001,Canberra - Queanbeyan,4.7634
101021010,11010,Queanbeyan - East,8001,Canberra - Queanbeyan,13.0034
101021011,11011,Queanbeyan Region,1000,Not in any Significant Urban Area (NSW),3054.4099
101021012,11012,Queanbeyan West - Jerrabomberra,8001,Canberra - Queanbeyan,13.6789
101031013,11013,Bombala,1000,Not in any Significant Urban Area (NSW),3989.3618
101031014,11014,Cooma,1000,Not in any Significant Urban Area (NSW),103.6371
101031015,11015,Cooma Region,1000,Not in any Significant Urban Area (NSW),6250.8748
101031016,11016,Jindabyne - Berridale,1000,Not in any Significant Urban Area (NSW),3939.5484
101041017,11017,Batemans Bay,1004,Batemans Bay,63.7074
101041018,11018,Batemans Bay - South,1004,Batemans Bay,30.5948
101041019,11019,Bega - Tathra,1000,Not in any Significant Urban Area (NSW),183.8985
101041020,11020,Bega-Eden Hinterland,1000,Not in any Significant Urban Area (NSW),4710.2068
101041021,11021,Broulee - Tomakin,1000,Not in any Significant Urban Area (NSW),24.2329
101041022,11022,Deua - Wadbilliga,1000,Not in any Significant Urban Area (NSW),2781.9988
101041023,11023,Eden,1000,Not in any Significant Urban Area (NSW),94.8138
101041024,11024,Eurobodalla Hinterland,1000,Not in any Significant Urban Area (NSW),1460.0117
101041025,11025,Merimbula - Tura Beach,1000,Not in any Significant Urban Area (NSW),97.3395
101041026,11026,Moruya - Tuross Head,1000,Not in any Significant Urban Area (NSW),165.4118
101041027,11027,Narooma - Bermagui,1000,Not in any Significant Urban Area (NSW),252.652
101051539,11539,Goulburn,1013,Goulburn,64.7865
101051540,11540,Goulburn Region,1000,Not in any Significant Urban Area (NSW),9035.1221
101061541,11541,Yass,1000,Not in any Significant Urban Area (NSW),99.7342
101061542,11542,Yass Region,1000,Not in any Significant Urban Area (NSW),5680.8782
101061543,11543,Young,1000,Not in any Significant Urban Area (NSW),505.7528
101061544,11544,Young Region,1000,Not in any Significant Urban Area (NSW),5849.8086
102011028,11028,Avoca Beach - Copacabana,1009,Central Coast,6.4376
102011029,11029,Box Head - MacMasters Beach,1009,Central Coast,32.086
102011030,11030,Calga - Kulnura,1000,Not in any Significant Urban Area (NSW),767.9512
102011031,11031,Erina - Green Point,1009,Central Coast,33.7934
102011032,11032,Gosford - Springfield,1009,Central Coast,16.9124
102011033,11033,Kariong,1009,Central Coast,8.3063
102011034,11034,Kincumber - Picketts Valley,1009,Central Coast,12.0887
102011035,11035,Narara,1009,Central Coast,7.7021
102011036,11036,Niagara Park - Lisarow,1009,Central Coast,16.7316
102011037,11037,Point Clare - Koolewong,1009,Central Coast,6.7874
102011038,11038,Saratoga - Davistown,1009,Central Coast,4.7683
102011039,11039,Terrigal - North Avoca,1009,Central Coast,10.1073
102011040,11040,Umina - Booker Bay - Patonga,1009,Central Coast,25.2284
102011041,11041,Wamberal - Forresters Beach,1009,Central Coast,13.7221
102011042,11042,Woy Woy - Blackwall,1009,Central Coast,17.4225
102011043,11043,Wyoming,1009,Central Coast,8.381
102021044,11044,Bateau Bay - Killarney Vale,1009,Central Coast,10.8595
102021045,11045,Blue Haven - San Remo,1009,Central Coast,20.9797
102021046,11046,Budgewoi - Buff Point - Halekulani,1009,Central Coast,9.3531
102021047,11047,Chittaway Bay - Tumbi Umbi,1009,Central Coast,24.4986
102021048,11048,Gorokan - Kanwal - Charmhaven,1009,Central Coast,11.249
102021049,11049,Jilliby - Yarramalong,1000,Not in any Significant Urban Area (NSW),346.7662
102021050,11050,Lake Munmorah - Mannering Park,1009,Central Coast,35.4946
102021051,11051,Ourimbah - Fountaindale,1009,Central Coast,114.1172
102021052,11052,Summerland Point - Gwandalan,1009,Central Coast,9.1793
102021053,11053,The Entrance,1009,Central Coast,13.8576
102021054,11054,Toukley - Norah Head,1009,Central Coast,10.5216
102021055,11055,Tuggerah - Kangy Angy,1009,Central Coast,27.8463
102021056,11056,Warnervale - Wadalba,1009,Central Coast,42.89
102021057,11057,Wyong,1009,Central Coast,15.0334
103011058,11058,Bathurst,1005,Bathurst,119.5048
103011059,11059,Bathurst - East,1005,Bathurst,94.0341
103011060,11060,Bathurst Region,1000,Not in any Significant Urban Area (NSW),3798.2628
103011061,11061,Oberon,1000,Not in any Significant Urban Area (NSW),2972.3813
103021062,11062,Condobolin,1000,Not in any Significant Urban Area (NSW),15858.8501
103021063,11063,Cowra,1000,Not in any Significant Urban Area (NSW),242.201
103021064,11064,Cowra Region,1000,Not in any Significant Urban Area (NSW),3037.1557
103021065,11065,Forbes,1000,Not in any Significant Urban Area (NSW),4598.0438
103021066,11066,Grenfell,1000,Not in any Significant Urban Area (NSW),3294.0766
103021067,11067,Parkes (NSW),1026,Parkes,234.7556
103021068,11068,Parkes Region,1000,Not in any Significant Urban Area (NSW),5418.1649
103021069,11069,West Wyalong,1000,Not in any Significant Urban Area (NSW),8317.4729
103031070,11070,Lithgow,1018,Lithgow,119.9844
103031071,11071,Lithgow Region,1000,Not in any Significant Urban Area (NSW),2514.07
103031072,11072,Mudgee,1020,Mudgee,65.8948
103031073,11073,Mudgee Region - East,1000,Not in any Significant Urban Area (NSW),2852.0843
103031074,11074,Mudgee Region - West,1000,Not in any Significant Urban Area (NSW),8043.8635
103031075,11075,Wollangambe - Wollemi,1000,Not in any Significant Urban Area (NSW),2448.7276
103041076,11076,Blayney,1000,Not in any Significant Urban Area (NSW),1642.6748
103041077,11077,Orange,1025,Orange,45.2499
103041078,11078,Orange - North,1025,Orange,99.5118
103041079,11079,Orange Region,1000,Not in any Significant Urban Area (NSW),4480.0957
104011080,11080,Grafton,1014,Grafton,106.2537
104011081,11081,Grafton Region,1000,Not in any Significant Urban Area (NSW),8445.8909
104011082,11082,Maclean - Yamba - Iluka,1000,Not in any Significant Urban Area (NSW),711.0493
104021083,11083,Bellingen,1000,Not in any Significant Urban Area (NSW),1001.0481
104021084,11084,Coffs Harbour - North,1010,Coffs Harbour,25.6688
104021085,11085,Coffs Harbour - South,1010,Coffs Harbour,33.6996
104021086,11086,Coramba - Nana Glen - Bucca,1000,Not in any Significant Urban Area (NSW),363.909
104021087,11087,Dorrigo,1000,Not in any Significant Urban Area (NSW),1987.6714
104021088,11088,Korora - Emerald Beach,1010,Coffs Harbour,57.6881
104021089,11089,Sawtell - Boambee,1010,Coffs Harbour,118.2251
104021090,11090,Urunga,1000,Not in any Significant Urban Area (NSW),108.4124
104021091,11091,Woolgoolga - Arrawarra,1010,Coffs Harbour,270.2414
105011092,11092,Bourke - Brewarrina,1000,Not in any Significant Urban Area (NSW),56843.6928
105011093,11093,Cobar,1000,Not in any Significant Urban Area (NSW),45551.3981
105011094,11094,Coonamble,1000,Not in any Significant Urban Area (NSW),12142.3534
105011095,11095,Nyngan - Warren,1000,Not in any Significant Urban Area (NSW),21216.0023
105011096,11096,Walgett - Lightning Ridge,1000,Not in any Significant Urban Area (NSW),27011.6794
105021097,11097,Broken Hill,1007,Broken Hill,170.1153
105021098,11098,Far West,1000,Not in any Significant Urban Area (NSW),146690.0605
105031099,11099,Coonabarabran,1000,Not in any Significant Urban Area (NSW),10474.1332
105031100,11100,Dubbo - East,1011,Dubbo,87.6912
105031101,11101,Dubbo - South,1011,Dubbo,25.4336
105031102,11102,Dubbo - West,1011,Dubbo,69.4359
105031103,11103,Dubbo Region,1000,Not in any Significant Urban Area (NSW),4128.5683
105031104,11104,Gilgandra,1000,Not in any Significant Urban Area (NSW),5393.4381
105031105,11105,Narromine,1000,Not in any Significant Urban Area (NSW),5956.2535
105031106,11106,Wellington,1000,Not in any Significant Urban Area (NSW),3603.4369
106011107,11107,Branxton - Greta - Pokolbin,1000,Not in any Significant Urban Area (NSW),392.2861
106011108,11108,Cessnock,1023,Newcastle - Maitland,68.9813
106011109,11109,Cessnock Region,1000,Not in any Significant Urban Area (NSW),1570.4341
106011110,11110,Dungog,1000,Not in any Significant Urban Area (NSW),2249.9983
106011111,11111,Kurri Kurri - Abermain,1023,Newcastle - Maitland,90.6145
106011112,11112,Singleton,1028,Singleton,127.2317
106011113,11113,Singleton Region,1000,Not in any Significant Urban Area (NSW),4067.2349
106021114,11114,Maitland,1023,Newcastle - Maitland,32.079
106021115,11115,Maitland - East,1023,Newcastle - Maitland,40.5895
106021116,11116,Maitland - North,1023,Newcastle - Maitland,70.5477
106021117,11117,Maitland - West,1023,Newcastle - Maitland,175.4357
106021118,11118,Thornton - Millers Forest,1023,Newcastle - Maitland,61.4649
106031119,11119,Anna Bay,1022,Nelson Bay,68.05
106031120,11120,Lemon Tree Passage - Tanilba Bay,1000,Not in any Significant Urban Area (NSW),29.9822
106031121,11121,Nelson Bay Peninsula,1022,Nelson Bay,47.4762
106031122,11122,Raymond Terrace,1023,Newcastle - Maitland,109.4864
106031123,11123,Seaham - Woodville,1000,Not in any Significant Urban Area (NSW),247.4836
106031124,11124,Tea Gardens - Hawks Nest,1000,Not in any Significant Urban Area (NSW),204.3164
106031125,11125,Williamtown - Medowie - Karuah,1000,Not in any Significant Urban Area (NSW),365.182
106041126,11126,Muswellbrook,1021,Muswellbrook,262.3964
106041127,11127,Muswellbrook Region,1000,Not in any Significant Urban Area (NSW),3142.4876
106041128,11128,Scone,1000,Not in any Significant Urban Area (NSW),118.5743
106041129,11129,Scone Region,1000,Not in any Significant Urban Area (NSW),7948.9587
107011131,11131,Dapto - Avondale,1035,Wollongong,56.6003
107011132,11132,Horsley - Kembla Grange,1035,Wollongong,44.2401
107011133,11133,Port Kembla Industrial,1035,Wollongong,12.7352
107011134,11134,Unanderra - Mount Kembla,1035,Wollongong,25.1483
107011545,11545,Berkeley - Lake Heights - Cringila,1035,Wollongong,12.5307
107011546,11546,Port Kembla - Warrawong,1035,Wollongong,6.9708
107011547,11547,Windang - Primbee,1035,Wollongong,5.4708
107021135,11135,Illawarra Catchment Reserve,1000,Not in any Significant Urban Area (NSW),744.3423
107031136,11136,Albion Park - Macquarie Pass,1035,Wollongong,75.1256
107031137,11137,Albion Park Rail,1035,Wollongong,7.1682
107031138,11138,Kiama,1035,Wollongong,13.8552
107031139,11139,Kiama Downs - Minnamurra,1035,Wollongong,7.261
107031140,11140,Kiama Hinterland - Gerringong,1000,Not in any Significant Urban Area (NSW),222.261
107031141,11141,Shellharbour - Flinders,1035,Wollongong,49.5814
107031142,11142,Shellharbour - Oak Flats,1035,Wollongong,6.051
107031143,11143,Warilla,1035,Wollongong,9.4949
107041144,11144,Balgownie - Fairy Meadow,1035,Wollongong,12.2638
107041145,11145,Corrimal - Tarrawanna - Bellambi,1035,Wollongong,11.0648
107041146,11146,Figtree - Keiraville,1035,Wollongong,18.8129
107041147,11147,Helensburgh,1035,Wollongong,154.8373
107041148,11148,Thirroul - Austinmer - Coalcliff,1035,Wollongong,16.1558
107041150,11150,Woonona - Bulli - Russell Vale,1035,Wollongong,15.7847
107041548,11548,Wollongong - East,1035,Wollongong,5.5037
107041549,11549,Wollongong - West,1035,Wollongong,5.6592
108011151,11151,Bulahdelah - Stroud,1000,Not in any Significant Urban Area (NSW),2334.0245
108011152,11152,Forster,1012,Forster - Tuncurry,33.873
108011153,11153,Forster-Tuncurry Region,1000,Not in any Significant Urban Area (NSW),749.4773
108011154,11154,Tuncurry,1012,Forster - Tuncurry,15.6698
108021155,11155,Kempsey,1016,Kempsey,195.1562
108021156,11156,Kempsey Region,1000,Not in any Significant Urban Area (NSW),3627.2593
108021157,11157,Macksville - Scotts Head,1000,Not in any Significant Urban Area (NSW),83.793
108021158,11158,Nambucca Heads,1000,Not in any Significant Urban Area (NSW),31.0504
108021159,11159,Nambucca Heads Region,1000,Not in any Significant Urban Area (NSW),1356.0987
108021160,11160,South West Rocks,1000,Not in any Significant Urban Area (NSW),45.9673
108031161,11161,Lord Howe Island,1000,Not in any Significant Urban Area (NSW),16.2918
108041162,11162,Laurieton - Bonny Hills,1008,Camden Haven,524.9065
108041163,11163,Port Macquarie - East,1027,Port Macquarie,42.088
108041164,11164,Port Macquarie - West,1027,Port Macquarie,54.1669
108041165,11165,Port Macquarie Region,1000,Not in any Significant Urban Area (NSW),2871.7473
108041166,11166,Wauchope,1000,Not in any Significant Urban Area (NSW),194.8613
108051167,11167,Gloucester,1000,Not in any Significant Urban Area (NSW),2933.8676
108051168,11168,Old Bar - Manning Point - Red Head,1000,Not in any Significant Urban Area (NSW),209.6182
108051169,11169,Taree,1032,Taree,125.1186
108051170,11170,Taree Region,1000,Not in any Significant Urban Area (NSW),3344.933
108051171,11171,Wingham,1032,Taree,61.5308
109011172,11172,Albury - East,1001,Albury - Wodonga,101.514
109011173,11173,Albury - North,1001,Albury - Wodonga,24.1552
109011174,11174,Albury - South,1001,Albury - Wodonga,48.4215
109011175,11175,Albury Region,1000,Not in any Significant Urban Area (NSW),5401.9272
109011176,11176,Lavington,1001,Albury - Wodonga,21.467
109021177,11177,Hay,1000,Not in any Significant Urban Area (NSW),13922.8975
109021178,11178,Wentworth - Buronga,2012,Mildura - Wentworth,322.6286
109021179,11179,Wentworth-Balranald Region,1000,Not in any Significant Urban Area (NSW),49722.7108
109031180,11180,Corowa,1000,Not in any Significant Urban Area (NSW),77.2039
109031181,11181,Corowa Region,1000,Not in any Significant Urban Area (NSW),4495.2034
109031182,11182,Deniliquin,1000,Not in any Significant Urban Area (NSW),143.2081
109031183,11183,Deniliquin Region,1000,Not in any Significant Urban Area (NSW),18338.1895
109031184,11184,Moama,2006,Echuca - Moama,167.1016
109031185,11185,Tocumwal - Finley - Jerilderie,1000,Not in any Significant Urban Area (NSW),5011.0471
110011186,11186,Armidale,1002,Armidale,274.5995
110011187,11187,Armidale Region - North,1000,Not in any Significant Urban Area (NSW),6098.2353
110011188,11188,Armidale Region - South,1000,Not in any Significant Urban Area (NSW),3280.2792
110011189,11189,Walcha,1000,Not in any Significant Urban Area (NSW),6742.5352
110021190,11190,Glen Innes,1000,Not in any Significant Urban Area (NSW),5479.977
110021191,11191,Inverell,1000,Not in any Significant Urban Area (NSW),207.6617
110021192,11192,Inverell Region - East,1000,Not in any Significant Urban Area (NSW),9274.5669
110021193,11193,Inverell Region - West,1000,Not in any Significant Urban Area (NSW),8283.6397
110021194,11194,Tenterfield,1000,Not in any Significant Urban Area (NSW),7322.793
110031195,11195,Moree,1000,Not in any Significant Urban Area (NSW),69.3971
110031196,11196,Moree Region,1000,Not in any Significant Urban Area (NSW),19811.1371
110031197,11197,Narrabri,1000,Not in any Significant Urban Area (NSW),180.363
110031198,11198,Narrabri Region,1000,Not in any Significant Urban Area (NSW),11965.644
110041199,11199,Gunnedah,1000,Not in any Significant Urban Area (NSW),90.1551
110041200,11200,Gunnedah Region,1000,Not in any Significant Urban Area (NSW),5765.8611
110041201,11201,Quirindi,1000,Not in any Significant Urban Area (NSW),5077.8423
110041202,11202,Tamworth - East,1031,Tamworth,102.1806
110041203,11203,Tamworth - North,1031,Tamworth,76.0423
110041204,11204,Tamworth - West,1031,Tamworth,62.5221
110041205,11205,Tamworth Region,1000,Not in any Significant Urban Area (NSW),8980.4841
111011206,11206,Belmont - Bennetts Green,1023,Newcastle - Maitland,22.2119
111011207,11207,Belmont South - Blacksmiths,1023,Newcastle - Maitland,6.8068
111011208,11208,Charlestown - Dudley,1023,Newcastle - Maitland,22.2796
111011209,11209,Glendale - Cardiff - Hillsborough,1023,Newcastle - Maitland,21.9175
111011210,11210,Mount Hutton - Windale,1023,Newcastle - Maitland,6.2654
111011211,11211,Redhead,1023,Newcastle - Maitland,3.6826
111011212,11212,Swansea - Caves Beach,1023,Newcastle - Maitland,32.4069
111011213,11213,Valentine - Eleebana,1023,Newcastle - Maitland,9.9749
111011214,11214,Warners Bay - Boolaroo,1023,Newcastle - Maitland,12.5402
111021215,11215,Bolton Point - Teralba,1023,Newcastle - Maitland,21.9697
111021216,11216,Bonnells Bay - Silverwater,1019,Morisset - Cooranbong,10.1593
111021217,11217,Edgeworth - Cameron Park,1023,Newcastle - Maitland,15.6077
111021218,11218,Morisset - Cooranbong,1019,Morisset - Cooranbong,330.5208
111021219,11219,Toronto - Awaba,1023,Newcastle - Maitland,43.6626
111021220,11220,Wangi Wangi - Rathmines,1023,Newcastle - Maitland,13.1715
111021221,11221,West Wallsend - Barnsley - Killingworth,1023,Newcastle - Maitland,72.5413
111031222,11222,Adamstown - Kotara,1023,Newcastle - Maitland,8.0182
111031223,11223,Beresfield - Hexham,1023,Newcastle - Maitland,59.2573
111031224,11224,Hamilton - Broadmeadow,1023,Newcastle - Maitland,6.7462
111031225,11225,Lambton - New Lambton,1023,Newcastle - Maitland,10.5485
111031226,11226,Maryland - Fletcher - Minmi,1023,Newcastle - Maitland,17.2635
111031227,11227,Mayfield - Warabrook,1023,Newcastle - Maitland,7.5372
111031228,11228,Merewether - The Junction,1023,Newcastle - Maitland,7.2464
111031229,11229,Newcastle - Cooks Hill,1023,Newcastle - Maitland,3.9804
111031230,11230,Newcastle Port - Kooragang,1023,Newcastle - Maitland,30.8883
111031231,11231,Shortland - Jesmond,1023,Newcastle - Maitland,12.7086
111031232,11232,Stockton - Fullerton Cove,1023,Newcastle - Maitland,30.5131
111031233,11233,Wallsend - Elermore Vale,1023,Newcastle - Maitland,21.5199
111031234,11234,Waratah - North Lambton,1023,Newcastle - Maitland,5.114
111031235,11235,Wickham - Carrington - Tighes Hill,1023,Newcastle - Maitland,3.5517
112011236,11236,Ballina,1003,Ballina,36.1299
112011237,11237,Ballina Region,1000,Not in any Significant Urban Area (NSW),406.5487
112011238,11238,Bangalow,1000,Not in any Significant Urban Area (NSW),186.5293
112011239,11239,Brunswick Heads - Ocean Shores,1000,Not in any Significant Urban Area (NSW),54.4454
112011240,11240,Byron Bay,1000,Not in any Significant Urban Area (NSW),39.7772
112011241,11241,Evans Head,1000,Not in any Significant Urban Area (NSW),543.5362
112011242,11242,Lennox Head - Skennars Head,1003,Ballina,37.8459
112011243,11243,Mullumbimby,1000,Not in any Significant Urban Area (NSW),268.0751
112021244,11244,Casino,1000,Not in any Significant Urban Area (NSW),138.9581
112021245,11245,Casino Region,1000,Not in any Significant Urban Area (NSW),3950.1024
112021246,11246,Goonellabah,1017,Lismore,25.2269
112021247,11247,Kyogle,1000,Not in any Significant Urban Area (NSW),1979.7593
112021248,11248,Lismore,1017,Lismore,63.3098
112021249,11249,Lismore Region,1000,Not in any Significant Urban Area (NSW),1233.2421
112031250,11250,Kingscliff - Fingal Head,3006,Gold Coast - Tweed Heads,38.4355
112031251,11251,Murwillumbah,1000,Not in any Significant Urban Area (NSW),24.2868
112031252,11252,Murwillumbah Region,1000,Not in any Significant Urban Area (NSW),908.2603
112031253,11253,Pottsville,3006,Gold Coast - Tweed Heads,189.4635
112031254,11254,Tweed Heads,3006,Gold Coast - Tweed Heads,100.2868
112031550,11550,Banora Point,3006,Gold Coast - Tweed Heads,9.4424
112031551,11551,Terranora - North Tumblegum,3006,Gold Coast - Tweed Heads,29.0247
112031552,11552,Tweed Heads South,3006,Gold Coast - Tweed Heads,8.4562
113011256,11256,Griffith (NSW),1015,Griffith,56.333
113011257,11257,Griffith Region,1000,Not in any Significant Urban Area (NSW),23020.2043
113011258,11258,Leeton,1000,Not in any Significant Urban Area (NSW),373.8747
113011259,11259,Narrandera,1000,Not in any Significant Urban Area (NSW),5409.2765
113021260,11260,Tumbarumba,1000,Not in any Significant Urban Area (NSW),4520.7134
113021261,11261,Tumut,1000,Not in any Significant Urban Area (NSW),40.3087
113021262,11262,Tumut Region,1000,Not in any Significant Urban Area (NSW),4613.7424
113031263,11263,Cootamundra,1000,Not in any Significant Urban Area (NSW),1656.1223
113031264,11264,Gundagai,1000,Not in any Significant Urban Area (NSW),2362.5241
113031265,11265,Junee,1000,Not in any Significant Urban Area (NSW),1970.8746
113031266,11266,Temora,1000,Not in any Significant Urban Area (NSW),3434.262
113031267,11267,Wagga Wagga - East,1034,Wagga Wagga,54.0429
113031268,11268,Wagga Wagga - North,1034,Wagga Wagga,53.6776
113031269,11269,Wagga Wagga - South,1034,Wagga Wagga,29.4358
113031270,11270,Wagga Wagga - West,1034,Wagga Wagga,54.9391
113031271,11271,Wagga Wagga Region,1000,Not in any Significant Urban Area (NSW),9334.6875
114011272,11272,Berry - Kangaroo Valley,1000,Not in any Significant Urban Area (NSW),537.0884
114011273,11273,Callala Bay - Currarong,1000,Not in any Significant Urban Area (NSW),166.9089
114011274,11274,Culburra Beach,1000,Not in any Significant Urban Area (NSW),76.4017
114011275,11275,Ettrema - Sassafras - Budawang,1000,Not in any Significant Urban Area (NSW),2144.4618
114011276,11276,Huskisson - Vincentia,1029,St Georges Basin - Sanctuary Point,31.0073
114011277,11277,North Nowra - Bomaderry,1024,Nowra - Bomaderry,99.7318
114011278,11278,Nowra,1024,Nowra - Bomaderry,101.6798
114011279,11279,St Georges Basin - Erowal Bay,1029,St Georges Basin - Sanctuary Point,76.9396
114011280,11280,Sussex Inlet - Berrara,1000,Not in any Significant Urban Area (NSW),39.8389
114011281,11281,Tomerong - Wandandian - Woollamia,1000,Not in any Significant Urban Area (NSW),375.9761
114011282,11282,Ulladulla,1033,Ulladulla,46.7766
114011283,11283,Ulladulla Region,1000,Not in any Significant Urban Area (NSW),677.6148
114021284,11284,Bowral,1006,Bowral - Mittagong,55.572
114021285,11285,Hill Top - Colo Vale,1006,Bowral - Mittagong,174.3752
114021286,11286,Mittagong,1006,Bowral - Mittagong,73.7567
114021287,11287,Moss Vale - Berrima,1006,Bowral - Mittagong,118.1151
114021288,11288,Robertson - Fitzroy Falls,1000,Not in any Significant Urban Area (NSW),498.4941
114021289,11289,Southern Highlands,1000,Not in any Significant Urban Area (NSW),1409.7013
115011290,11290,Baulkham Hills (East),1030,Sydney,8.3081
115011291,11291,Baulkham Hills (West) - Bella Vista,1030,Sydney,10.9631
115011294,11294,Glenhaven,1030,Sydney,7.2309
115011296,11296,West Pennant Hills,1030,Sydney,7.8291
115011553,11553,Castle Hill - Central,1030,Sydney,4.1512
115011554,11554,Castle Hill - East,1030,Sydney,2.072
115011555,11555,Castle Hill - North,1030,Sydney,6.8149
115011556,11556,Castle Hill - South,1030,Sydney,4.1277
115011557,11557,Castle Hill - West,1030,Sydney,1.6363
115011558,11558,Cherrybrook,1030,Sydney,8.2514
115011559,11559,Kellyville,1030,Sydney,10.641
115021297,11297,Dural - Kenthurst - Wisemans Ferry,1030,Sydney,377.5396
115021298,11298,Galston - Laughtondale,1030,Sydney,191.699
115031299,11299,Bilpin - Colo - St Albans,1000,Not in any Significant Urban Area (NSW),2160.1601
115031300,11300,Kurrajong Heights - Ebenezer,1030,Sydney,331.85
115041301,11301,Pitt Town - McGraths Hill,1030,Sydney,81.5516
115041302,11302,Rouse Hill - Beaumont Hills,1030,Sydney,36.6725
116011303,11303,Blacktown (East) - Kings Park,1030,Sydney,7.9753
116011304,11304,Blacktown (North) - Marayong,1030,Sydney,7.3829
116011306,11306,Doonside - Woodcroft,1030,Sydney,9.9106
116011307,11307,Lalor Park - Kings Langley,1030,Sydney,11.7998
116011308,11308,Seven Hills - Toongabbie,1030,Sydney,11.2033
116011560,11560,Blacktown (South),1030,Sydney,3.3594
116011561,11561,Blacktown (West),1030,Sydney,4.6753
116021309,11309,Glenwood,1030,Sydney,5.1186
116021310,11310,Parklea - Kellyville Ridge,1030,Sydney,9.8132
116021312,11312,Riverstone - Marsden Park,1030,Sydney,79.421
116021562,11562,Acacia Gardens,1030,Sydney,0.9466
116021563,11563,Quakers Hill,1030,Sydney,7.7675
116031313,11313,Bidwill - Hebersham - Emerton,1030,Sydney,6.095
116031314,11314,Glendenning - Dean Park,1030,Sydney,5.1425
116031315,11315,Hassall Grove - Plumpton,1030,Sydney,6.2053
116031316,11316,Lethbridge Park - Tregear,1030,Sydney,11.2672
116031317,11317,Mount Druitt - Whalan,1030,Sydney,8.6855
116031318,11318,Prospect Reservoir,1030,Sydney,30.6917
116031319,11319,Rooty Hill - Minchinbury,1030,Sydney,14.6244
117011320,11320,Banksmeadow,1030,Sydney,3.3683
117011321,11321,Botany,1030,Sydney,3.4308
117011322,11322,Mascot - Eastlakes,1030,Sydney,6.165
117011323,11323,Pagewood - Hillsdale - Daceyville,1030,Sydney,3.1187
117011324,11324,Port Botany Industrial,1030,Sydney,2.8044
117011325,11325,Sydney Airport,1030,Sydney,8.9106
117021326,11326,Marrickville,1030,Sydney,5.8127
117021327,11327,Petersham - Stanmore,1030,Sydney,3.0033
117021328,11328,Sydenham - Tempe - St Peters,1030,Sydney,3.8539
117031329,11329,Darlinghurst,1030,Sydney,0.8569
117031330,11330,Erskineville - Alexandria,1030,Sydney,4.32
117031331,11331,Glebe - Forest Lodge,1030,Sydney,2.3018
117031332,11332,Newtown - Camperdown - Darlington,1030,Sydney,3.2812
117031333,11333,Potts Point - Woolloomooloo,1030,Sydney,1.4591
117031334,11334,Pyrmont - Ultimo,1030,Sydney,1.4913
117031335,11335,Redfern - Chippendale,1030,Sydney,2.1631
117031336,11336,Surry Hills,1030,Sydney,1.3164
117031337,11337,Sydney - Haymarket - The Rocks,1030,Sydney,4.2934
117031338,11338,Waterloo - Beaconsfield,1030,Sydney,3.5809
118011339,11339,Bondi - Tamarama - Bronte,1030,Sydney,2.4963
118011340,11340,Bondi Beach - North Bondi,1030,Sydney,2.4605
118011341,11341,Bondi Junction - Waverly,1030,Sydney,2.5234
118011342,11342,Centennial Park,1030,Sydney,1.9786
118011343,11343,Double Bay - Bellevue Hill,1030,Sydney,4.714
118011344,11344,Dover Heights,1030,Sydney,1.8705
118011345,11345,Paddington - Moore Park,1030,Sydney,3.725
118011346,11346,Rose Bay - Vaucluse - Watsons Bay,1030,Sydney,5.1361
118011347,11347,Woollahra,1030,Sydney,1.2805
118021348,11348,Coogee - Clovelly,1030,Sydney,3.8356
118021350,11350,Malabar - La Perouse - Chifley,1030,Sydney,11.8254
118021564,11564,Kensington (NSW),1030,Sydney,2.6422
118021565,11565,Kingsford,1030,Sydney,2.0141
118021566,11566,Maroubra - North,1030,Sydney,1.8112
118021567,11567,Maroubra - South,1030,Sydney,2.065
118021568,11568,Maroubra - West,1030,Sydney,2.0464
118021569,11569,Randwick - North,1030,Sydney,1.9356
118021570,11570,Randwick - South,1030,Sydney,3.3726
119011354,11354,Bass Hill - Georges Hall,1030,Sydney,8.9161
119011355,11355,Chullora,1030,Sydney,4.0501
119011356,11356,Condell Park,1030,Sydney,10.0036
119011357,11357,Greenacre - Mount Lewis,1030,Sydney,6.9817
119011358,11358,Padstow,1030,Sydney,6.5091
119011359,11359,Panania - Milperra - Picnic Point,1030,Sydney,14.3909
119011360,11360,Revesby,1030,Sydney,5.0925
119011361,11361,Yagoona - Birrong,1030,Sydney,5.5596
119011571,11571,Bankstown - North,1030,Sydney,2.7406
119011572,11572,Bankstown - South,1030,Sydney,4.4232
119021362,11362,Belmore - Belfield,1030,Sydney,4.5135
119021363,11363,Canterbury (South) - Campsie,1030,Sydney,4.7777
119021364,11364,Kingsgrove (North) - Earlwood,1030,Sydney,8.2016
119021366,11366,Punchbowl,1030,Sydney,5.2458
119021367,11367,Roselands,1030,Sydney,3.6461
119021573,11573,Lakemba,1030,Sydney,2.1866
119021574,11574,Wiley Park,1030,Sydney,1.3933
119031368,11368,Hurstville,1030,Sydney,3.6401
119031369,11369,Mortdale - Penshurst,1030,Sydney,6.1164
119031370,11370,Narwee - Beverly Hills,1030,Sydney,3.3909
119031371,11371,Oatley - Hurstville Grove,1030,Sydney,4.3549
119031372,11372,Peakhurst - Lugarno,1030,Sydney,7.4308
