SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SUA_CODE_2016,SUA_NAME_2016,AREA_ALBERS_SQKM
210021232,21232,Gisborne,2008,Gisborne - Macedon,211.0569
210021233,21233,Macedon,2008,Gisborne - Macedon,72.9902
210021234,21234,Riddells Creek,2008,Gisborne - Macedon,83.3503
210021235,21235,Romsey,2000,Not in any Significant Urban Area (Vic.),624.7096
210031236,21236,Coburg North,2010,Melbourne,4.8779
210031237,21237,Fawkner,2010,Melbourne,5.0848
210031239,21239,Pascoe Vale,2010,Melbourne,6.9844
210031438,21438,Glenroy,2010,Melbourne,8.8582
210031439,21439,Gowanbrae,2010,Melbourne,1.5225
210031440,21440,Hadfield,2010,Melbourne,3.0501
210041240,21240,Sunbury,2010,Melbourne,129.5488
210041241,21241,Sunbury - South,2010,Melbourne,131.1359
210051242,21242,Broadmeadows,2010,Melbourne,8.8268
210051243,21243,Campbellfield - Coolaroo,2010,Melbourne,18.1867
210051245,21245,Gladstone Park - Westmeadows,2010,Melbourne,13.9361
210051246,21246,Greenvale - Bulla,2010,Melbourne,95.9064
210051247,21247,Meadow Heights,2010,Melbourne,4.6252
210051248,21248,Melbourne Airport,2010,Melbourne,30.3848
210051249,21249,Roxburgh Park - Somerton,2010,Melbourne,12.2902
210051250,21250,Tullamarine,2010,Melbourne,3.8595
210051441,21441,Craigieburn - Central,2010,Melbourne,3.9686
210051442,21442,Craigieburn - North,2010,Melbourne,13.3512
210051443,21443,Craigieburn - South,2010,Melbourne,11.9148
210051444,21444,Craigieburn - West,2010,Melbourne,6.2118
210051445,21445,Mickleham - Yuroke,2010,Melbourne,70.6333
211011251,21251,Bayswater,2010,Melbourne,8.0438
211011254,21254,Knoxfield - Scoresby,2010,Melbourne,15.2651
211011255,21255,Lysterfield,2010,Melbourne,18.494
211011256,21256,Rowville - Central,2010,Melbourne,8.2003
211011257,21257,Rowville - North,2010,Melbourne,4.1688
211011258,21258,Rowville - South,2010,Melbourne,9.3532
211011259,21259,Wantirna,2010,Melbourne,8.3064
211011260,21260,Wantirna South,2010,Melbourne,13.3559
211011446,21446,Boronia,2010,Melbourne,11.2631
211011447,21447,Ferntree Gully (North),2010,Melbourne,6.9851
211011448,21448,Ferntree Gully (South) - Upper Ferntree Gully,2010,Melbourne,9.1499
211011449,21449,The Basin,2010,Melbourne,5.7163
211021261,21261,Donvale - Park Orchards,2010,Melbourne,20.8028
211021262,21262,Warrandyte - Wonga Park,2010,Melbourne,45.7591
211031263,21263,Bayswater North,2010,Melbourne,9.909
211031265,21265,Croydon Hills - Warranwood,2010,Melbourne,9.492
211031266,21266,Ringwood,2010,Melbourne,9.9105
211031267,21267,Ringwood East,2010,Melbourne,9.3929
211031268,21268,Ringwood North,2010,Melbourne,4.7307
211031450,21450,Croydon - East,2010,Melbourne,8.0982
211031451,21451,Croydon - West,2010,Melbourne,6.7979
211031452,21452,Croydon South,2010,Melbourne,2.856
211041269,21269,Forest Hill,2010,Melbourne,4.0702
211041270,21270,Mitcham (Vic.),2010,Melbourne,6.6271
211041271,21271,Nunawading,2010,Melbourne,5.0785
211041272,21272,Vermont,2010,Melbourne,4.6098
211041273,21273,Vermont South,2010,Melbourne,6.184
211051274,21274,Belgrave - Selby,2010,Melbourne,55.6519
211051275,21275,Chirnside Park,2010,Melbourne,22.2024
211051276,21276,Healesville - Yarra Glen,2000,Not in any Significant Urban Area (Vic.),369.5236
211051277,21277,Kilsyth,2010,Melbourne,8.2426
211051278,21278,Lilydale - Coldstream,2010,Melbourne,109.3818
211051279,21279,Monbulk - Silvan,2010,Melbourne,68.5552
211051280,21280,Montrose,2010,Melbourne,10.5431
211051281,21281,Mooroolbark,2010,Melbourne,12.5434
211051282,21282,Mount Dandenong - Olinda,2010,Melbourne,81.8992
211051283,21283,Mount Evelyn,2010,Melbourne,16.9894
211051284,21284,Upwey - Tecoma,2010,Melbourne,8.8907
211051285,21285,Wandin - Seville,2010,Melbourne,111.7555
211051286,21286,Yarra Valley,2010,Melbourne,729.7582
212011287,21287,Beaconsfield - Officer,2010,Melbourne,41.1778
212011288,21288,Bunyip - Garfield,2000,Not in any Significant Urban Area (Vic.),373.1113
212011289,21289,Emerald - Cockatoo,2010,Melbourne,371.6241
212011290,21290,Koo Wee Rup,2000,Not in any Significant Urban Area (Vic.),409.4351
212011291,21291,Pakenham - North,2010,Melbourne,37.2213
212011292,21292,Pakenham - South,2010,Melbourne,49.7574
212021293,21293,Berwick - North,2010,Melbourne,19.748
212021294,21294,Berwick - South,2010,Melbourne,14.8552
212021295,21295,Doveton,2010,Melbourne,5.1934
212021297,21297,Hallam,2010,Melbourne,8.0565
212021299,21299,Narre Warren North,2010,Melbourne,34.4086
212021453,21453,Endeavour Hills - North,2010,Melbourne,14.4746
212021454,21454,Endeavour Hills - South,2010,Melbourne,5.5873
212021455,21455,Narre Warren - North East,2010,Melbourne,4.874
212021456,21456,Narre Warren - South West,2010,Melbourne,9.3054
212031300,21300,Cranbourne,2010,Melbourne,13.027
212031301,21301,Cranbourne East,2010,Melbourne,42.8901
212031302,21302,Cranbourne North,2010,Melbourne,10.2394
212031303,21303,Cranbourne South,2010,Melbourne,81.6623
212031304,21304,Cranbourne West,2010,Melbourne,12.8981
212031305,21305,Hampton Park - Lynbrook,2010,Melbourne,13.3423
212031306,21306,Lynbrook - Lyndhurst,2010,Melbourne,7.3581
212031308,21308,Pearcedale - Tooradin,2010,Melbourne,98.5112
212031457,21457,Narre Warren South (East),2010,Melbourne,6.2204
212031458,21458,Narre Warren South (West),2010,Melbourne,6.777
212041309,21309,Clarinda - Oakleigh South,2010,Melbourne,6.3227
212041310,21310,Clayton South,2010,Melbourne,7.938
212041311,21311,Dandenong,2010,Melbourne,61.8243
212041312,21312,Dandenong North,2010,Melbourne,9.459
212041313,21313,Dingley Village,2010,Melbourne,7.2437
212041314,21314,Keysborough,2010,Melbourne,30.2794
212041316,21316,Noble Park North,2010,Melbourne,3.7574
212041317,21317,Springvale,2010,Melbourne,11.1052
212041318,21318,Springvale South,2010,Melbourne,4.56
212041459,21459,Noble Park - East,2010,Melbourne,3.7671
212041460,21460,Noble Park - West,2010,Melbourne,4.7945
212051319,21319,Ashwood - Chadstone,2010,Melbourne,6.7087
212051320,21320,Clayton,2010,Melbourne,9.4112
212051321,21321,Glen Waverley - East,2010,Melbourne,9.1645
212051322,21322,Glen Waverley - West,2010,Melbourne,7.6758
212051323,21323,Mount Waverley - North,2010,Melbourne,6.484
212051324,21324,Mount Waverley - South,2010,Melbourne,8.7006
212051325,21325,Mulgrave,2010,Melbourne,10.7189
212051326,21326,Oakleigh - Huntingdale,2010,Melbourne,10.1702
212051327,21327,Wheelers Hill,2010,Melbourne,10.4394
213011328,21328,Ardeer - Albion,2010,Melbourne,4.5883
213011329,21329,Cairnlea,2010,Melbourne,4.4061
213011330,21330,Deer Park - Derrimut,2010,Melbourne,21.3348
213011331,21331,Delahey,2010,Melbourne,3.5055
213011332,21332,Keilor Downs,2010,Melbourne,7.6597
213011333,21333,Kings Park (Vic.),2010,Melbourne,4.4323
213011334,21334,St Albans - North,2010,Melbourne,6.5225
213011335,21335,St Albans - South,2010,Melbourne,6.2647
213011336,21336,Sunshine,2010,Melbourne,4.732
213011337,21337,Sunshine North,2010,Melbourne,8.0239
213011338,21338,Sunshine West,2010,Melbourne,12.9688
213011339,21339,Sydenham,2010,Melbourne,3.9479
213011340,21340,Taylors Lakes,2010,Melbourne,18.4632
213021341,21341,Altona,2010,Melbourne,17.6847
213021342,21342,Altona Meadows,2010,Melbourne,10.5398
213021343,21343,Altona North,2010,Melbourne,16.1844
213021344,21344,Newport,2010,Melbourne,8.8407
213021345,21345,Seabrook,2010,Melbourne,1.6199
213021346,21346,Williamstown,2010,Melbourne,7.3463
213031347,21347,Braybrook,2010,Melbourne,7.4842
213031348,21348,Footscray,2010,Melbourne,4.967
213031349,21349,Maribyrnong,2010,Melbourne,5.4934
213031350,21350,Seddon - Kingsville,2010,Melbourne,1.6803
213031351,21351,West Footscray - Tottenham,2010,Melbourne,5.9807
213031352,21352,Yarraville,2010,Melbourne,5.6198
213041353,21353,Bacchus Marsh,2001,Bacchus Marsh,196.2984
213041355,21355,Hillside,2010,Melbourne,66.5481
213041356,21356,Melton,2011,Melton,130.7052
213041357,21357,Melton South,2011,Melton,110.9612
213041358,21358,Melton West,2011,Melton,24.2021
213041359,21359,Rockbank - Mount Cottrell,2010,Melbourne,125.7608
213041360,21360,Taylors Hill,2010,Melbourne,5.9679
213041461,21461,Burnside,2010,Melbourne,2.552
213041462,21462,Burnside Heights,2010,Melbourne,1.9953
213041463,21463,Caroline Springs,2010,Melbourne,6.9526
213051361,21361,Hoppers Crossing - North,2010,Melbourne,10.9136
213051362,21362,Hoppers Crossing - South,2010,Melbourne,7.0114
213051363,21363,Laverton,2010,Melbourne,22.2451
213051365,21365,Tarneit,2010,Melbourne,62.142
213051366,21366,Truganina,2010,Melbourne,27.1648
213051368,21368,Werribee - South,2010,Melbourne,114.0334
213051369,21369,Wyndham Vale,2010,Melbourne,128.2408
213051464,21464,Point Cook - East,2010,Melbourne,19.0355
213051465,21465,Point Cook - North,2010,Melbourne,8.4906
213051466,21466,Point Cook - South,2010,Melbourne,9.4222
213051467,21467,Werribee - East,2010,Melbourne,7.7569
213051468,21468,Werribee - West,2010,Melbourne,127.6632
214011370,21370,Carrum Downs,2010,Melbourne,20.3079
214011371,21371,Frankston,2010,Melbourne,11.6244
214011372,21372,Frankston North,2010,Melbourne,13.2383
214011373,21373,Frankston South,2010,Melbourne,14.5602
214011374,21374,Langwarrin,2010,Melbourne,37.6199
214011375,21375,Seaford (Vic.),2010,Melbourne,12.4321
214011376,21376,Skye - Sandhurst,2010,Melbourne,19.8152
214021377,21377,Dromana,2010,Melbourne,45.0575
214021378,21378,Flinders,2000,Not in any Significant Urban Area (Vic.),287.3793
214021379,21379,Hastings - Somers,2010,Melbourne,108.884
214021380,21380,Mornington,2010,Melbourne,21.0928
214021381,21381,Mount Eliza,2010,Melbourne,23.2077
214021382,21382,Mount Martha,2010,Melbourne,30.2094
214021383,21383,Point Nepean,2010,Melbourne,67.1875
214021384,21384,Rosebud - McCrae,2010,Melbourne,23.7957
214021385,21385,Somerville,2010,Melbourne,117.354
215011386,21386,Ararat,2000,Not in any Significant Urban Area (Vic.),161.179
215011387,21387,Ararat Region,2000,Not in any Significant Urban Area (Vic.),4023.1982
215011388,21388,Horsham,2009,Horsham,83.0691
215011389,21389,Horsham Region,2000,Not in any Significant Urban Area (Vic.),4251.4674
215011390,21390,Nhill Region,2000,Not in any Significant Urban Area (Vic.),11042.819
215011391,21391,St Arnaud,2000,Not in any Significant Urban Area (Vic.),3008.575
215011392,21392,Stawell,2000,Not in any Significant Urban Area (Vic.),2743.4311
215011393,21393,West Wimmera,2000,Not in any Significant Urban Area (Vic.),5685.8858
215011394,21394,Yarriambiack,2000,Not in any Significant Urban Area (Vic.),7139.5816
215021395,21395,Irymple,2012,Mildura - Wentworth,88.2946
215021396,21396,Merbein,2012,Mildura - Wentworth,101.8248
215021398,21398,Mildura Region,2000,Not in any Significant Urban Area (Vic.),21569.5292
215021399,21399,Red Cliffs,2000,Not in any Significant Urban Area (Vic.),246.7202
215021469,21469,Mildura - North,2012,Mildura - Wentworth,25.1167
215021470,21470,Mildura - South,2012,Mildura - Wentworth,50.9981
215031400,21400,Buloke,2000,Not in any Significant Urban Area (Vic.),8068.6848
215031401,21401,Gannawarra,2000,Not in any Significant Urban Area (Vic.),3568.2177
215031402,21402,Kerang,2000,Not in any Significant Urban Area (Vic.),146.6076
215031403,21403,Robinvale,2000,Not in any Significant Urban Area (Vic.),181.743
215031404,21404,Swan Hill,2017,Swan Hill,126.581
215031405,21405,Swan Hill Region,2000,Not in any Significant Urban Area (Vic.),5759.2126
216011406,21406,Echuca,2006,Echuca - Moama,183.8175
216011407,21407,Kyabram,2000,Not in any Significant Urban Area (Vic.),738.862
216011408,21408,Lockington - Gunbower,2000,Not in any Significant Urban Area (Vic.),1646.3584
216011409,21409,Rochester,2000,Not in any Significant Urban Area (Vic.),351.6447
216011410,21410,Rushworth,2000,Not in any Significant Urban Area (Vic.),1633.8861
216021411,21411,Cobram,2000,Not in any Significant Urban Area (Vic.),131.5329
216021412,21412,Moira,2000,Not in any Significant Urban Area (Vic.),1498.8166
216021413,21413,Numurkah,2000,Not in any Significant Urban Area (Vic.),2321.0253
216021414,21414,Yarrawonga,2000,Not in any Significant Urban Area (Vic.),94.999
216031415,21415,Mooroopna,2016,Shepparton - Mooroopna,39.9733
216031416,21416,Shepparton - North,2016,Shepparton - Mooroopna,65.6581
216031417,21417,Shepparton - South,2016,Shepparton - Mooroopna,143.2741
216031418,21418,Shepparton Region - East,2000,Not in any Significant Urban Area (Vic.),1055.5778
216031419,21419,Shepparton Region - West,2000,Not in any Significant Urban Area (Vic.),1028.6793
217011420,21420,Glenelg (Vic.),2000,Not in any Significant Urban Area (Vic.),6121.2107
217011421,21421,Hamilton (Vic.),2000,Not in any Significant Urban Area (Vic.),198.3369
217011422,21422,Portland,2014,Portland,63.985
217011423,21423,Southern Grampians,2000,Not in any Significant Urban Area (Vic.),6562.6438
217031471,21471,Camperdown,2000,Not in any Significant Urban Area (Vic.),98.1178
217031472,21472,Colac,2005,Colac,54.7344
217031473,21473,Colac Region,2000,Not in any Significant Urban Area (Vic.),1934.2763
217031474,21474,Corangamite - North,2000,Not in any Significant Urban Area (Vic.),2538.3286
217031475,21475,Corangamite - South,2000,Not in any Significant Urban Area (Vic.),1805.2082
217031476,21476,Otway,2000,Not in any Significant Urban Area (Vic.),1505.8895
217041477,21477,Moyne - East,2000,Not in any Significant Urban Area (Vic.),3275.799
217041478,21478,Moyne - West,2000,Not in any Significant Urban Area (Vic.),2037.7626
217041479,21479,Warrnambool - North,2021,Warrnambool,62.4201
217041480,21480,Warrnambool - South,2021,Warrnambool,120.1956
297979799,29799,Migratory - Offshore - Shipping (Vic.),2000,Not in any Significant Urban Area (Vic.),0
299999499,29499,No usual address (Vic.),2000,Not in any Significant Urban Area (Vic.),0
301011001,31001,Alexandra Hills,3001,Brisbane,13.6312
301011002,31002,Belmont - Gumdale,3001,Brisbane,33.1072
301011003,31003,Birkdale,3001,Brisbane,11.5987
301011004,31004,Capalaba,3001,Brisbane,18.889
301011005,31005,Thorneside,3001,Brisbane,2.6658
301011006,31006,Wellington Point,3001,Brisbane,9.404
301021007,31007,Cleveland,3001,Brisbane,11.8548
301021008,31008,Ormiston,3001,Brisbane,4.929
301021009,31009,Redland Bay,3001,Brisbane,46.8997
301021011,31011,Sheldon - Mount Cotton,3001,Brisbane,65.1972
301021012,31012,Thornlands,3001,Brisbane,21.6475
301021013,31013,Victoria Point,3001,Brisbane,13.4057
301021527,31527,Redland Islands,3001,Brisbane,317.0444
301031014,31014,Brisbane Port - Lytton,3001,Brisbane,32.7859
301031015,31015,Manly - Lota,3001,Brisbane,4.1989
301031016,31016,Manly West,3001,Brisbane,4.9055
301031017,31017,Murarrie,3001,Brisbane,8.4389
301031018,31018,Tingalpa,3001,Brisbane,8.9263
301031019,31019,Wakerley,3001,Brisbane,5.1962
301031020,31020,Wynnum,3001,Brisbane,6.1324
301031021,31021,Wynnum West - Hemmant,3001,Brisbane,12.2743
302011022,31022,Bald Hills,3001,Brisbane,13.3544
302011023,31023,Bridgeman Downs,3001,Brisbane,9.4789
302011024,31024,Carseldine,3001,Brisbane,4.5457
302011025,31025,Everton Park,3001,Brisbane,4.1663
302011026,31026,McDowall,3001,Brisbane,4.3856
302021027,31027,Aspley,3001,Brisbane,6.258
302021028,31028,Chermside,3001,Brisbane,3.3875
302021029,31029,Chermside West,3001,Brisbane,3.4032
302021030,31030,Geebung,3001,Brisbane,4.0441
302021031,31031,Kedron - Gordon Park,3001,Brisbane,5.22
302021032,31032,Stafford,3001,Brisbane,3.4381
302021033,31033,Stafford Heights,3001,Brisbane,2.9088
302021034,31034,Wavell Heights,3001,Brisbane,3.5792
302031035,31035,Boondall,3001,Brisbane,10.7506
302031036,31036,Brisbane Airport,3001,Brisbane,45.4859
302031037,31037,Eagle Farm - Pinkenba,3001,Brisbane,7.2338
302031038,31038,Northgate - Virginia,3001,Brisbane,6.1268
302031039,31039,Nudgee - Banyo,3001,Brisbane,13.762
302031040,31040,Nundah,3001,Brisbane,3.6728
302041041,31041,Bracken Ridge,3001,Brisbane,8.1103
302041042,31042,Brighton (Qld),3001,Brisbane,6.4901
302041043,31043,Deagon,3001,Brisbane,2.8177
302041044,31044,Sandgate - Shorncliffe,3001,Brisbane,4.3474
302041045,31045,Taigum - Fitzgibbon,3001,Brisbane,6.2815
302041046,31046,Zillmere,3001,Brisbane,3.7003
303011047,31047,Camp Hill,3001,Brisbane,4.5806
303011048,31048,Cannon Hill,3001,Brisbane,3.9526
303011049,31049,Carina,3001,Brisbane,4.3823
303011050,31050,Carina Heights,3001,Brisbane,3.3991
303011051,31051,Carindale,3001,Brisbane,10.1962
303021052,31052,Annerley,3001,Brisbane,2.8756
303021053,31053,Coorparoo,3001,Brisbane,5.3318
303021054,31054,Fairfield - Dutton Park,3001,Brisbane,2.0789
303021055,31055,Greenslopes,3001,Brisbane,2.9543
303021056,31056,Holland Park,3001,Brisbane,3.2615
303021057,31057,Holland Park West,3001,Brisbane,2.566
303021058,31058,Woolloongabba,3001,Brisbane,2.4051
303021059,31059,Yeronga,3001,Brisbane,6.0918
303031060,31060,Eight Mile Plains,3001,Brisbane,7.6829
303031061,31061,Macgregor (Qld),3001,Brisbane,2.6853
303031062,31062,Mansfield (Qld),3001,Brisbane,5.3088
303031063,31063,Mount Gravatt,3001,Brisbane,7.3648
303031064,31064,Rochedale - Burbank,3001,Brisbane,47.346
303031065,31065,Upper Mount Gravatt,3001,Brisbane,4.212
303031066,31066,Wishart,3001,Brisbane,4.787
303041067,31067,Coopers Plains,3001,Brisbane,4.3818
303041068,31068,Moorooka,3001,Brisbane,4.0941
303041069,31069,Robertson,3001,Brisbane,1.9048
303041070,31070,Salisbury - Nathan,3001,Brisbane,9.5473
303041071,31071,Tarragindi,3001,Brisbane,4.5496
303051072,31072,Algester,3001,Brisbane,3.6903
303051073,31073,Calamvale - Stretton,3001,Brisbane,19.736
303051074,31074,Pallara - Willawong,3001,Brisbane,26.6979
303051075,31075,Parkinson - Drewvale,3001,Brisbane,12.6742
303051076,31076,Rocklea - Acacia Ridge,3001,Brisbane,22.446
303061077,31077,Kuraby,3001,Brisbane,4.6423
303061078,31078,Runcorn,3001,Brisbane,6.6898
303061079,31079,Sunnybank,3001,Brisbane,4.387
303061080,31080,Sunnybank Hills,3001,Brisbane,6.4409
304011081,31081,Jindalee - Mount Ommaney,3001,Brisbane,4.8007
304011082,31082,Middle Park - Jamboree Heights,3001,Brisbane,2.6736
304011083,31083,Riverhills,3001,Brisbane,2.1789
304011084,31084,Seventeen Mile Rocks - Sinnamon Park,3001,Brisbane,5.4184
304011085,31085,Westlake,3001,Brisbane,1.9039
304021086,31086,Bellbowrie - Moggill,3001,Brisbane,17.4209
304021087,31087,Brookfield - Kenmore Hills,3001,Brisbane,58.0413
304021088,31088,Chapel Hill,3001,Brisbane,5.3985
304021089,31089,Fig Tree Pocket,3001,Brisbane,4.2808
304021090,31090,Kenmore,3001,Brisbane,5.2795
304021091,31091,Pinjarra Hills - Pullenvale,3001,Brisbane,44.1902
304031092,31092,Chelmer - Graceville,3001,Brisbane,3.2389
304031093,31093,Corinda,3001,Brisbane,2.884
304031094,31094,Indooroopilly,3001,Brisbane,7.3543
304031095,31095,Sherwood,3001,Brisbane,2.2804
304031096,31096,St Lucia,3001,Brisbane,3.4245
304031097,31097,Taringa,3001,Brisbane,2.1143
304041098,31098,Enoggera,3001,Brisbane,9.6008
304041099,31099,Enoggera Reservoir,3000,Not in any Significant Urban Area (Qld),37.694
304041100,31100,Keperra,3001,Brisbane,5.1926
304041101,31101,Mitchelton,3001,Brisbane,4.2224
304041102,31102,Mount Coot-tha,3001,Brisbane,14.5975
304041103,31103,The Gap,3001,Brisbane,12.2584
304041104,31104,Upper Kedron - Ferny Grove,3001,Brisbane,13.2023
305011105,31105,Brisbane City,3001,Brisbane,2.3663
305011106,31106,Fortitude Valley,3001,Brisbane,1.2745
305011107,31107,Highgate Hill,3001,Brisbane,1.21
305011108,31108,Kangaroo Point,3001,Brisbane,1.3389
305011109,31109,New Farm,3001,Brisbane,2.1438
305011110,31110,South Brisbane,3001,Brisbane,2.0168
305011111,31111,Spring Hill,3001,Brisbane,1.2432
305011112,31112,West End,3001,Brisbane,1.9654
305021113,31113,Balmoral,3001,Brisbane,1.3831
305021114,31114,Bulimba,3001,Brisbane,2.0607
305021115,31115,East Brisbane,3001,Brisbane,1.8712
305021116,31116,Hawthorne,3001,Brisbane,1.3864
305021117,31117,Morningside - Seven Hills,3001,Brisbane,6.6452
305021118,31118,Norman Park,3001,Brisbane,2.2523
305031119,31119,Albion,3001,Brisbane,1.5055
305031120,31120,Alderley,3001,Brisbane,2.4567
305031121,31121,Ascot,3001,Brisbane,2.4681
305031122,31122,Clayfield,3001,Brisbane,2.9262
305031123,31123,Grange,3001,Brisbane,1.7881
305031124,31124,Hamilton (Qld),3001,Brisbane,1.6387
305031125,31125,Hendra,3001,Brisbane,2.6919
305031126,31126,Kelvin Grove - Herston,3001,Brisbane,3.3694
305031127,31127,Newmarket,3001,Brisbane,1.6584
305031128,31128,Newstead - Bowen Hills,3001,Brisbane,3.0555
305031129,31129,Wilston,3001,Brisbane,1.3878
305031130,31130,Windsor,3001,Brisbane,2.9152
305031131,31131,Wooloowin - Lutwyche,3001,Brisbane,3.0846
305041132,31132,Ashgrove,3001,Brisbane,6.5216
305041133,31133,Auchenflower,3001,Brisbane,1.2722
305041134,31134,Bardon,3001,Brisbane,4.6853
305041135,31135,Paddington - Milton,3001,Brisbane,3.5836
305041136,31136,Red Hill (Qld),3001,Brisbane,1.69
305041137,31137,Toowong,3001,Brisbane,3.8828
306011138,31138,Brinsmead,3003,Cairns,5.1185
306011139,31139,Clifton Beach - Kewarra Beach,3003,Cairns,37.5348
306011140,31140,Freshwater - Stratford,3003,Cairns,15.1182
306011141,31141,Redlynch,3003,Cairns,59.3881
306011142,31142,Trinity Beach - Smithfield,3003,Cairns,22.1512
306011143,31143,Yorkeys Knob - Machans Beach,3003,Cairns,21.0049
306021144,31144,Bentley Park,3003,Cairns,6.8595
306021145,31145,Cairns City,3003,Cairns,6.1989
306021146,31146,Earlville - Bayview Heights,3003,Cairns,7.8621
306021147,31147,Edmonton,3003,Cairns,19.9982
306021148,31148,Gordonvale - Trinity,3000,Not in any Significant Urban Area (Qld),327.0868
306021149,31149,Kanimbla - Mooroobool,3003,Cairns,7.6847
306021150,31150,Lamb Range,3000,Not in any Significant Urban Area (Qld),212.6428
306021151,31151,Manoora,3003,Cairns,2.2314
306021152,31152,Manunda,3003,Cairns,4.2458
306021153,31153,Mount Sheridan,3003,Cairns,6.7389
306021154,31154,Westcourt - Bungalow,3003,Cairns,9.7287
306021155,31155,White Rock,3003,Cairns,9.5277
306021156,31156,Whitfield - Edge Hill,3003,Cairns,6.9258
306021157,31157,Woree,3003,Cairns,5.7346
306031158,31158,Babinda,3000,Not in any Significant Urban Area (Qld),669.1832
306031159,31159,Innisfail,3000,Not in any Significant Urban Area (Qld),53.0453
306031160,31160,Johnstone,3000,Not in any Significant Urban Area (Qld),1294.6919
306031161,31161,Tully,3000,Not in any Significant Urban Area (Qld),3065.1355
306031162,31162,Wooroonooran,3000,Not in any Significant Urban Area (Qld),754.2885
306031163,31163,Yarrabah,3000,Not in any Significant Urban Area (Qld),158.8381
306041164,31164,Daintree,3000,Not in any Significant Urban Area (Qld),2231.2024
306041165,31165,Port Douglas,3000,Not in any Significant Urban Area (Qld),189.8889
306051166,31166,Atherton,3000,Not in any Significant Urban Area (Qld),235.1886
306051167,31167,Herberton,3000,Not in any Significant Urban Area (Qld),9566.224
306051168,31168,Kuranda,3000,Not in any Significant Urban Area (Qld),591.3183
306051169,31169,Malanda - Yungaburra,3000,Not in any Significant Urban Area (Qld),1254.9789
306051170,31170,Mareeba,3000,Not in any Significant Urban Area (Qld),480.2031
307011171,31171,Balonne,3000,Not in any Significant Urban Area (Qld),31103.7071
307011172,31172,Chinchilla,3000,Not in any Significant Urban Area (Qld),8048.7229
307011173,31173,Goondiwindi,3000,Not in any Significant Urban Area (Qld),830.2795
307011174,31174,Inglewood - Waggamba,3000,Not in any Significant Urban Area (Qld),17515.6301
307011175,31175,Miles - Wandoan,3000,Not in any Significant Urban Area (Qld),11841.615
307011176,31176,Roma,3000,Not in any Significant Urban Area (Qld),78.0284
307011177,31177,Roma Region,3000,Not in any Significant Urban Area (Qld),58626.3624
307011178,31178,Tara,3000,Not in any Significant Urban Area (Qld),13208.4392
307021179,31179,Crows Nest - Rosalie,3000,Not in any Significant Urban Area (Qld),3250.6881
307021180,31180,Jondaryan,3000,Not in any Significant Urban Area (Qld),2130.3447
307021181,31181,Millmerran,3000,Not in any Significant Urban Area (Qld),4517.0063
307021182,31182,Pittsworth,3000,Not in any Significant Urban Area (Qld),1054.9291
307021183,31183,Wambo,3000,Not in any Significant Urban Area (Qld),5700.3325
307031184,31184,Clifton - Greenmount,3000,Not in any Significant Urban Area (Qld),1263.9472
307031185,31185,Southern Downs - East,3000,Not in any Significant Urban Area (Qld),1634.4229
307031186,31186,Southern Downs - West,3000,Not in any Significant Urban Area (Qld),2684.5631
307031187,31187,Stanthorpe,3000,Not in any Significant Urban Area (Qld),33.6496
307031188,31188,Stanthorpe Region,3000,Not in any Significant Urban Area (Qld),2658.6655
307031189,31189,Warwick,3017,Warwick,158.7232
308011190,31190,Central Highlands - East,3000,Not in any Significant Urban Area (Qld),18635.1606
308011191,31191,Central Highlands - West,3000,Not in any Significant Urban Area (Qld),41551.251
308011192,31192,Emerald,3004,Emerald,38.9821
308031205,31205,Berserker,3013,Rockhampton,10.0234
308031206,31206,Bouldercombe,3000,Not in any Significant Urban Area (Qld),1348.7805
308031207,31207,Emu Park,3000,Not in any Significant Urban Area (Qld),40.8379
308031208,31208,Frenchville - Mount Archer,3013,Rockhampton,30.2572
308031209,31209,Glenlee - Rockyview,3013,Rockhampton,208.0475
308031210,31210,Gracemere,3013,Rockhampton,153.886
308031211,31211,Lakes Creek,3013,Rockhampton,16.8069
308031212,31212,Mount Morgan,3000,Not in any Significant Urban Area (Qld),490.6655
308031213,31213,Norman Gardens,3013,Rockhampton,36.0391
308031214,31214,Park Avenue,3013,Rockhampton,4.9631
308031215,31215,Parkhurst - Kawana,3013,Rockhampton,28.4078
308031216,31216,Rockhampton - West,3013,Rockhampton,34.5491
308031217,31217,Rockhampton City,3013,Rockhampton,51.1683
308031218,31218,Rockhampton Region - East,3000,Not in any Significant Urban Area (Qld),680.8738
308031219,31219,Rockhampton Region - North,3000,Not in any Significant Urban Area (Qld),7572.5912
308031220,31220,Rockhampton Region - West,3000,Not in any Significant Urban Area (Qld),4359.2244
308031221,31221,Shoalwater Bay,3000,Not in any Significant Urban Area (Qld),3176.9624
308031222,31222,The Range - Allenstown,3013,Rockhampton,5.4954
308031223,31223,Yeppoon,3018,Yeppoon,78.5555
308041528,31528,Banana,3000,Not in any Significant Urban Area (Qld),28531.2933
308041529,31529,Biloela,3000,Not in any Significant Urban Area (Qld),18.8932
308051530,31530,Agnes Water - Miriam Vale,3000,Not in any Significant Urban Area (Qld),3772.801
308051531,31531,Boyne Island - Tannum Sands,3005,Gladstone - Tannum Sands,122.9585
308051532,31532,Callemondah,3005,Gladstone - Tannum Sands,32.726
308051533,31533,Clinton - New Auckland,3005,Gladstone - Tannum Sands,22.7815
