City,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Porto,"26,330.61","27,502.81","27,996.39","28,274.77","28,695.81","30,648.87","32,192.75","33,814.79","34,457.44","32,567.78","33,761.16","32,611.19","32,025.92","32,857.81","33,844.25","34,963.91","36,036.38","37,384.20","39,191.44","40,670.86","38,155.46","40,357.70"
Coimbra,"6,513.35","6,811.83","7,018.27","7,295.26","7,474.75","7,845.72","8,188.41","8,408.46","8,507.82","8,350.69","8,717.69","8,375.67","8,089.25","8,252.40","8,265.26","8,683.59","8,851.96","9,017.02","9,484.92","9,715.35","9,237.64","9,713.99"
Bucuresti,"24,380.13","25,144.95","27,145.43","28,580.31","33,787.64","40,185.09","45,769.53","54,315.01","70,025.91","63,188.60","67,050.02","74,641.06","77,711.47","76,010.09","77,378.16","84,825.14","88,699.18","98,333.87","104,788.16","116,244.34","116,387.20",:
Cluj-Napoca,"4,083.66","4,562.99","5,037.32","5,274.73","6,158.41","6,629.81","7,638.43","9,678.89","10,618.66","10,389.77","10,693.38","11,239.76","12,624.58","12,326.97","13,100.20","13,419.56","15,352.79","18,198.74","19,273.28","21,335.72","21,974.87",:
Timisoara,"3,987.52","4,514.66","4,888.55","5,439.18","6,302.55","6,973.32","8,531.62","9,772.42","12,603.16","11,729.27","13,261.25","13,747.79","13,396.42","13,101.94","13,228.74","14,613.02","15,641.38","16,442.20","17,958.18","19,655.79","19,254.15",:
Craiova,"2,742.44","3,085.91","3,015.07","3,434.43","4,149.32","4,187.06","4,887.99","5,675.77","6,895.91","6,759.97","7,005.57","7,348.42","7,379.97","7,014.82","7,359.10","7,517.05","7,765.08","8,809.11","9,761.23","10,818.93","10,739.37",:
Constanta,"4,719.78","4,953.34","5,619.34","5,615.83","6,643.52","7,384.57","8,403.17","8,942.76","9,788.08","10,136.01","10,577.88","12,442.58","13,182.67","13,727.82","15,009.57","14,178.31","14,762.36","15,399.72","16,150.43","16,072.63","15,300.14",:
Iasi,"3,280.78","3,733.73","3,953.80","4,019.82","4,529.63","4,908.16","5,522.57","6,508.99","7,803.80","7,498.55","8,130.08","8,044.02","8,593.32","8,561.42","9,119.13","9,410.16","10,088.72","12,074.30","12,840.42","14,291.96","14,502.68",:
Galati,"2,636.30","2,938.12","2,939.85","2,975.96","3,782.43","3,771.66","4,036.76","4,847.12","5,415.61","4,916.31","5,396.05","5,434.36","5,498.86","5,454.57","5,565.18","5,430.53","5,551.06","6,197.56","6,844.49","7,415.11","7,010.28",:
Brasov,"3,706.25","4,117.80","4,544.07","4,548.12","5,006.13","5,395.52","6,126.34","7,392.16","7,997.25","8,071.71","8,845.82","9,047.92","10,039.97","9,478.72","9,794.22","10,170.53","11,241.21","12,272.35","13,275.28","14,158.02","14,150.91",:
Ploiesti,"4,118.59","4,434.26","5,012.93","5,006.98","5,756.78","6,585.86","7,591.61","8,789.11","10,346.29","10,507.98","9,499.46","13,699.18","11,762.83","12,125","15,468.88","13,262.07","14,676.03","14,132.78","15,132.14","15,242.32","14,745.42",:
Ljubljana,"9,916.65","10,548.81","11,191.18","12,115.40","13,024.60","13,820.53","14,735.29","15,763.01","16,686.38","15,591.84","15,809.53","16,161.20","16,260.05","16,366.22","16,750.49","17,160.13","17,945.80","19,056.34","20,308.81","21,574.81","21,482.57","23,825.36"
Maribor,"3,928.34","4,126.64","4,421.69","4,523.38","4,875.19","5,129.01","5,404.18","5,814.98","6,164.08","5,580.12","5,604.47","5,769.52","5,736.68","5,773.33","5,963.03","6,057.07","6,220.71","6,539.02","6,887.51","7,350.79","7,137.68","7,844.89"
Bratislava,"13,153.88","13,990.98","15,313.51","16,104.27","17,160.92","20,147.33","21,456.91","24,480.59","26,539.17","26,945.07","29,559.32","29,904.15","29,954.42","31,357.36","31,766.92","33,452.24","32,397.55","32,326.49","33,120.53","33,835.25","33,361.57","34,757"
Kosice,"6,478.91","7,254.53","7,482.37","7,877.92","8,387.83","8,884.68","9,743.76","10,631.89","11,676.35","10,534.70","11,809.33","11,947.07","12,359.72","12,545.30","13,071.99","13,867.07","12,907.03","13,744.15","13,796.63","14,111.60","14,224.69","14,968"
Helsinki,"42,480.11","44,489.52","44,788.57","45,127.65","48,556.99","50,418.97","53,573.29","59,021.95","62,105.19","59,275.98","61,392.53","62,166.29","61,518.67","62,576.63","62,495.67","65,322.07","66,991.87","70,279.93","72,769.19","75,119.70","74,974.80",:
Tampere,"9,491.08","10,251.19","10,569.95","10,889.51","11,726.81","12,241.80","12,580.59","14,031.99","14,776.33","13,165.48","13,701.31","14,679.47","14,256.71","13,940.68","13,787.65","13,918.93","14,516.55","15,236.91","15,932.79","16,307.33","16,714.91",:
Turku,"9,833.55","9,822.64","10,932.32","10,758.61","11,649.71","11,915.78","12,544.44","13,950.80","14,300.80","12,989.61","12,345.95","13,122.81","12,922.04","12,748.27","12,876.44","12,956.50","13,612.46","14,632.01","15,086.24","15,313.49","15,287.98",:
Stockholm,"63,226.38","63,166.14","64,903.19","66,658.12","72,170.65","74,256","78,702.73","86,853.49","88,944.76","88,144.23","90,488.91","96,152.55","98,364.53","99,746.20","103,500.49","110,514.32","110,203.44","111,658.17","115,996.91","121,996.39","121,983.73",:
Gîteborg,"36,334.75","36,856.94","37,304.77","39,463.22","41,132.66","41,879.94","45,568.74","49,106.95","50,416.11","46,526.10","48,624.90","51,406.86","52,102.88","52,533.74","54,118.24","58,693.28","59,047.65","61,505.83","62,166.32","64,306.09","62,658.91",:
Malmî,"25,260.63","25,548.79","26,570.40","27,044.76","28,581.09","29,176.22","31,442.37","35,794.24","34,808.50","32,203.52","34,761.56","35,957.17","36,550.07","36,887.56","37,959.14","39,593.27","39,740.93","41,821.40","42,345.22","44,165.11","44,689.89",:
Uppsala,"6,599.32","7,246.69","7,439.53","7,863.69","8,166.34","8,431.03","9,125.89","9,455.77","9,988.70","9,564.47","9,908.35","10,480.88","10,829.25","11,233.50","11,334.27","11,653.41","11,817.48","12,450.77","12,720.94","13,305.04","13,344.09",:
Oslo,:,:,:,:,:,:,:,:,"33,816.48","32,313.39","35,410.94","36,890.67","39,598.92","40,923.28","41,551.72","40,568.56","40,387.58","42,910.85","44,798.26","46,276.50","45,882.03",:
Bergen,:,:,:,:,:,:,:,:,"20,468.86","19,955.79","20,475.40","21,431.14","22,755.68","23,762.42","24,060.25","23,210.32","22,834.78","23,627.66","24,319.25","24,290.59","22,810.79",:
Trondheim,:,:,:,:,:,:,:,:,"12,371.65","12,059.94","12,904.12","13,233.37","14,177.34","14,725","14,902.94","14,872.83","14,983.24","16,154.32","17,015.60","17,125.17","16,674.17",:
Stavanger,:,:,:,:,:,:,:,:,"17,071.11","16,456.08","18,024.29","17,753.89","19,129.93","20,169.11","20,300.85","20,065.48","18,106.87","18,667.14","19,520.46","20,613.08","20,179.81",:
ZÅrich,:,:,:,:,:,:,:,:,:,:,:,"73,255.38","76,704.02","77,681.54","80,570.96","83,897.20","83,923.55","85,742.91","89,645.04",:,:,:
Genäve,:,:,:,:,:,:,:,:,:,:,:,"26,502.54","26,859.28","27,522.30","28,158.64","28,822.43","28,851.03","29,903.23","30,977.83",:,:,:
Basel,:,:,:,:,:,:,:,:,:,:,:,"33,458.40","34,374.04","34,854.33","36,279.75","37,782.12","38,754.59","40,531.91","41,524",:,:,:
Bern,:,:,:,:,:,:,:,:,:,:,:,"40,418.20","41,409.98","42,395.34","43,848.83","45,892.13","45,507.06","45,503.37","46,381.38",:,:,:
Lausanne,:,:,:,:,:,:,:,:,:,:,:,"26,790.35","28,443.48","28,696.82","30,011.23","31,423.20","33,232.83","31,941.09","33,586.14",:,:,:
St. Gallen,:,:,:,:,:,:,:,:,:,:,:,"20,482.04","21,017.84","21,718.82","22,425","23,078.47","23,290.65","23,446.24","23,803.93",:,:,:
Lucerne,:,:,:,:,:,:,:,:,:,:,:,"14,559.21","15,171.20","15,745.27","16,401.62","17,136.88","17,224.62","17,532.47","17,833.64",:,:,:
