ClusterID	AllPeople	d_Work	AgricultHF	Manufact	Construct	HotelRest	FinanceInt	RealEstate	Admin	Education	Income	NetIncome	NIncBH	NIncAH	Households	CarsVans	Dwellings	OccuDwell	UnDwell	UnSecDwell	Employed	Managers	Profess	technical	Admin2	SkillTrd	Service	Sales	plant	Basic	Coach	Train	Patents	Morphology
359	23446	50.02	112	3378	811	403	198	1052	359	642	4484500	3678940	3232940	2941260	9712	11779	9961	9714	247	8	11553	1330	705	1181	1256	1708	797	914	1908	1754	4	0	22	4
360	26865	64.69	207	2768	786	641	268	1029	666	819	6339780	5059480	4371870	3811400	11926	12418	12572	11923	649	68	12601	1478	924	1519	1412	1430	986	1084	1626	2142	1	1	3	6
361	4397	12.89	74	377	117	67	79	226	108	127	927360	772800	676200	637560	1932	2379	1969	1931	38	4	2113	337	176	264	271	204	133	168	290	270	0	0	1	1
362	6457	13.89	162	556	245	89	52	239	54	116	1099640	980760	891600	832160	2972	3337	3103	2972	131	10	2638	335	142	212	248	373	211	172	519	426	0	0	1	1000
363	47859	107.85	163	3598	1329	1081	484	2350	2460	1802	9783330	8125960	7041120	6230060	20030	21828	20667	20025	642	24	22971	2756	2301	3431	3068	2389	1701	1885	2081	3359	0	0	20	9
364	54036	82.5	186	5699	1652	1135	386	2330	740	1520	9744610	8133500	7059510	6404660	22093	22386	23140	22097	1043	31	23731	2940	1817	2479	2648	2987	1680	1874	3352	3954	0	0	33	8
365	2463	17.05	39	149	81	62	12	104	64	104	456740	378760	356480	323060	1114	1200	1149	1115	34	8	1024	122	94	96	107	164	96	81	115	149	0	1	5	1000
366	2451	15.06	43	310	76	59	22	122	58	71	472500	388500	346500	315000	1050	1270	1063	1049	14	0	1224	155	73	166	142	189	80	73	167	179	0	1	0	1000
367	15613	76.93	151	1213	487	374	150	691	249	530	2981360	2510910	2362950	2060170	7031	7057	7289	7027	262	20	7130	959	531	765	737	957	573	672	817	1119	1	0	11	6
368	4067	15.6	44	381	142	88	70	160	123	108	973500	778800	654900	584100	1770	2051	1808	1770	38	5	1891	225	113	219	233	294	168	156	194	289	0	0	0	1
369	10302	29.83	37	1088	210	254	150	603	408	519	2449920	1954680	1662040	1501960	4252	5713	4358	4251	107	7	5224	928	693	752	650	487	347	302	448	617	0	0	12	2
370	10407	46.68	121	1113	349	221	99	443	359	307	2076600	1728410	1556570	1393550	4519	5179	4648	4519	129	8	4881	690	448	603	465	550	326	307	700	792	0	0	1	3
371	42308	145.09	349	3950	1388	1013	402	1590	1416	1169	7990850	6588150	5761960	5087140	17621	18910	18190	17622	568	21	19930	2684	1343	2171	2281	2503	1412	1800	2582	3154	1	1	30	1009
372	263015	315.51	838	25893	6684	5709	3290	13877	4579	9478	49139650	40787270	35627070	32565960	108905	115351	115426	108902	6524	300	116112	16036	12968	15241	14256	13473	7891	9325	11691	15231	4	5	185	3004019
373	7749	32.21	74	300	205	368	83	243	118	196	1686870	1356480	1248140	1118760	3671	3343	4141	3671	470	293	2973	471	209	296	273	418	296	274	250	486	1	2	3	2000
374	7143	31.73	53	225	253	277	94	217	108	210	1565860	1281590	1186310	1084670	3335	3421	3779	3335	444	310	2623	440	231	289	241	394	272	230	169	357	1	1	0	2000
375	1833	12.3	8	162	27	28	7	28	4	22	214200	214200	198900	153000	765	458	873	762	111	0	493	24	15	26	26	68	41	59	143	91	2	0	0	1
376	39816	87.48	93	5342	1564	689	404	1429	739	1055	7279470	6021880	5261840	4614700	16692	16767	17358	16693	665	13	18352	2066	1016	1755	2069	2976	1229	1451	2965	2825	0	0	24	1008
377	2645	16.09	44	221	85	75	20	121	155	92	494870	422450	386240	325890	1207	1168	1256	1207	49	0	1338	163	86	183	148	151	99	76	174	258	1	1	1	1
378	28038	82.6	643	2296	751	465	162	925	440	653	4901050	4118160	3805600	3358820	12491	12084	13023	12490	533	41	12411	1199	623	1207	1204	1562	1017	1137	1900	2562	1	1	20	9
379	4035	13.92	34	504	161	88	37	155	58	146	747500	617500	552500	503750	1625	1850	1659	1625	34	5	1915	330	170	179	175	231	144	141	289	256	0	0	12	1000
380	7882	38.05	31	1011	222	127	66	252	142	213	1231300	1078280	952650	858330	3144	3298	3195	3143	52	0	3356	272	199	387	370	473	308	260	634	453	2	0	3	3
381	9389	10.2	27	970	365	130	98	340	139	239	1583200	1345720	1226980	1068660	3958	3675	4098	3957	141	6	3872	419	242	349	433	618	252	352	556	651	0	0	6	1
382	633949	1193.49	1981	45205	18773	13626	9893	33897	15018	25769	122145360	101610880	90750540	80084290	270551	267343	278499	270566	7933	356	279745	39614	34490	36990	36198	30800	17508	22507	25191	36447	8	17	562	9012074
383	16040	30.65	42	2312	681	250	117	598	294	480	2989350	2457910	2125920	1949440	6643	7205	6901	6641	260	7	7463	895	444	720	773	1253	435	601	1149	1193	0	0	4	3
384	3342	12.23	8	352	124	63	67	123	95	124	745250	609750	487800	474250	1355	1930	1395	1357	38	3	1665	234	134	232	215	272	117	123	156	182	0	0	1	1
385	10976	26.28	28	1554	400	188	159	650	312	456	2449760	1962560	1707040	1545200	4600	5844	4737	4600	137	7	5731	923	670	772	716	685	362	387	652	564	2	1	21	2
386	13307	22.49	44	1360	520	224	183	645	364	390	2459020	2058900	1858270	1658780	5716	5742	5865	5716	149	3	6356	699	361	729	912	990	472	583	755	855	0	0	3	2
387	14162	20.46	40	2037	586	260	121	508	352	383	2724550	2186800	1947800	1768550	5975	6511	6139	5975	164	18	6593	821	446	693	804	1012	368	494	1004	951	0	0	17	2
388	38171	168.11	85	4023	969	736	453	1274	848	1136	6537840	5616720	5098030	4576710	16072	16220	16613	16081	532	6	16076	1560	1425	2025	1885	1808	1227	1544	2369	2233	1	1	18	16
389	8037	33.01	22	991	237	129	101	266	148	188	1363980	1145300	1061630	978760	3326	3504	3454	3330	124	6	3637	323	217	410	398	480	271	342	639	557	0	0	5	3
390	2197	15.91	35	120	73	44	32	123	61	149	462060	380520	335220	298980	906	1207	927	906	21	3	1046	171	174	148	122	110	74	58	70	119	0	0	3	1000
391	406534	590	1503	44838	12678	7779	4275	14628	6333	12095	77791100	65384090	56866860	51422150	173344	179077	180261	173342	6919	171	176002	20528	12966	18787	19386	30072	12784	14688	22131	24660	2	6	204	6002047
392	24237	69.67	113	2471	845	511	201	1004	463	618	4313420	3617170	3228950	2835830	10306	9799	10722	10309	413	11	10724	1229	701	1093	1064	1589	779	947	1505	1817	0	1	17	5
393	7928	9.83	14	1017	213	147	44	243	136	164	1291240	1087360	1019400	883480	3398	2939	3551	3396	155	4	3186	315	165	267	364	412	203	218	587	655	0	1	3	1
394	11208	25.5	29	1485	313	190	104	402	203	253	1967310	1630670	1420230	1283460	4559	4806	4695	4559	136	6	4841	618	278	497	523	661	282	339	808	835	0	0	19	2
395	5996	12.75	19	769	157	90	50	167	68	111	995820	853560	735010	663880	2371	2357	2455	2372	83	0	2313	223	130	229	191	383	226	159	421	351	0	0	2	1
396	4730	10.25	25	533	118	84	196	174	107	199	994000	815080	695800	656040	1988	2409	2048	1988	60	4	2351	342	241	285	296	310	169	159	261	288	0	0	1	1
397	1650	14.24	4	164	76	37	33	56	23	48	299040	249200	227840	199360	712	842	735	711	24	3	736	81	55	78	86	104	58	79	95	100	0	1	0	1000
398	91077	233.97	546	8209	2291	2001	1020	3843	1707	3040	18335400	15182610	12923020	11525750	37890	42169	39342	37887	1455	40	41795	5560	3738	4851	4821	5439	3269	3651	4177	6289	2	2	59	2017
399	11257	9.37	26	1324	400	171	73	319	144	181	1849380	1564860	1422600	1232920	4742	4149	4911	4743	168	6	4426	397	166	386	454	719	307	404	802	791	0	0	0	1
400	5491	15.63	44	497	158	131	107	332	76	209	1253070	1031940	884520	810810	2457	3054	2519	2456	63	10	2538	447	341	312	282	286	179	164	208	319	0	0	0	1
401	2304	13.71	9	96	62	70	9	57	53	33	268540	250020	212980	175940	926	616	942	926	16	3	684	47	29	61	66	102	72	51	74	182	0	0	2	1000
402	3696	12.03	12	346	152	59	19	91	69	76	585710	506560	459070	395750	1583	1475	1620	1583	37	0	1443	145	76	116	145	208	138	117	213	285	0	0	2	1
403	16896	54.62	131	2133	458	333	285	1059	257	514	3813300	3114740	2706320	2385880	7215	8925	7417	7213	204	10	8217	1357	897	1074	918	1013	591	527	894	946	0	1	17	4
404	7613	46.39	26	763	193	177	116	353	239	374	1467910	1228780	1120150	992780	3161	3715	3259	3161	98	9	3482	451	495	456	400	403	223	256	353	445	0	0	13	3000
405	8587	28.61	36	1089	292	183	213	322	206	200	1556240	1308980	1202630	1060830	3545	4394	3627	3544	83	4	4051	468	289	511	497	598	300	335	552	501	0	0	1	2
406	79134	182.07	301	6386	2956	1639	774	2593	1727	2008	13447050	11346950	10228590	9055710	33627	33322	35494	33627	1867	49	32776	3709	1846	3643	3820	4722	2652	3016	4212	5156	1	2	42	16
407	8930	24.32	43	799	276	150	108	405	144	245	1695600	1395190	1165380	1059240	3530	4177	3617	3530	87	10	3924	491	290	431	448	462	316	318	517	651	0	0	0	2
408	1997	15.36	25	123	57	55	12	89	37	76	356400	311850	311850	276210	891	977	1005	890	115	4	934	113	106	162	90	108	125	42	76	112	0	0	1	1000
409	6255	16.39	51	730	199	142	141	364	134	178	1454640	1178760	953040	877800	2508	3607	2587	2508	79	10	3239	577	310	422	417	353	250	221	320	369	0	0	5	1
410	2269	12.56	10	103	89	49	14	54	34	113	344160	296360	277240	239000	956	962	1010	956	54	5	907	83	85	112	94	125	78	69	139	122	0	0	1	1000
411	8350	52.19	30	631	225	143	36	181	108	136	1201610	1052390	980410	894120	3504	2885	3634	3504	130	3	2657	238	90	202	230	452	243	212	414	576	0	1	8	4
412	5697	15.4	15	872	153	92	166	227	141	139	1140700	912560	746640	663680	2074	3122	2103	2074	29	3	2863	330	227	388	410	350	162	242	421	333	0	0	7	1
413	6265	31.55	19	755	138	148	69	210	102	109	958810	850240	761730	683100	2621	2417	2716	2625	91	3	2574	222	105	231	278	309	176	247	514	492	0	2	3	3
414	89456	321.24	471	5907	1900	2736	2741	5338	2076	3364	19737670	16274520	14450340	12949820	38637	41298	40443	38642	1801	147	41133	6366	6107	5831	4835	3812	2451	3911	2769	5051	2	2	46	1001019
415	3762	13.7	24	291	95	69	33	146	89	114	596980	518430	471300	424170	1571	1699	1639	1572	67	0	1596	171	115	172	210	204	151	125	204	244	0	0	2	1
416	11179	138.55	43	274	220	407	62	265	179	508	1330120	1211400	1172470	969470	4246	3510	4389	4252	137	14	3738	345	448	384	397	417	277	498	228	744	1	1	7	6
417	78594	167.61	294	6119	2392	1488	870	3404	2074	2636	15102620	12523460	11463220	10196970	34669	36307	36001	34668	1333	43	34941	5048	3341	4537	4853	4042	2502	2665	3370	4583	1	1	53	2013
418	138166	384.29	1266	8995	4992	3242	1111	5566	4605	4507	25174470	21083020	18857630	16765100	58506	62154	60918	58498	2420	194	61701	7515	5480	8276	7281	7679	4739	5955	5800	8976	3	3	78	2008017
419	8358	20.56	29	844	229	240	76	269	149	227	1446990	1214630	1126090	983250	3571	3223	3691	3571	120	13	3756	452	272	360	328	506	335	302	494	707	2	0	108	2
420	4178	9.7	18	461	144	104	27	140	69	92	746760	622300	551180	480060	1778	1781	1861	1780	81	3	1952	186	82	180	233	263	204	157	294	353	0	0	0	1
421	19180	42.78	123	1583	578	484	407	1190	315	658	4094580	3347500	2895240	2572020	8058	9445	8303	8060	243	12	9342	1514	971	1221	976	963	677	775	881	1364	0	2	8	3
422	5527	14	53	488	170	149	82	273	109	176	1140000	934800	798000	706800	2280	2889	2355	2280	75	5	2678	331	221	328	341	311	215	253	289	389	0	0	2	1
423	56945	151.56	436	6089	1539	1263	1239	4157	889	1813	13455680	11051010	9697130	8564930	24397	30024	25516	24400	1116	65	28688	4907	3742	4208	3365	2986	2149	1950	2198	3183	0	1	57	2001010
424	1835	15.45	5	156	45	35	12	39	23	35	264320	231280	239540	206500	826	634	873	826	47	3	597	66	45	49	49	90	45	43	100	110	0	0	0	1
425	7034	31.7	28	618	208	161	125	379	196	363	1586660	1295530	1091700	1004370	2911	4013	2992	2909	83	6	3376	464	453	521	413	409	290	240	267	319	0	0	2	2
426	52942	138.1	149	5631	1531	1257	1151	2384	1212	1377	10947450	8908820	7338090	6510900	20923	24605	21433	20922	511	19	24774	2880	1934	3092	3266	2890	1697	2645	3187	3183	1	2	15	11
427	2606	18.48	18	168	65	50	74	283	37	121	739010	595620	507380	485320	1103	1584	1130	1103	27	0	1234	333	236	197	149	79	64	60	39	77	0	0	2	1
428	3444	15.07	11	148	100	59	36	91	73	94	557280	479880	479880	448920	1548	1547	1629	1548	81	4	1238	143	89	169	159	160	136	110	121	151	0	0	0	1
429	7626	33.2	39	322	226	199	85	231	252	302	1234710	1074560	992930	896840	3203	3463	3333	3205	128	20	3084	381	291	386	360	389	347	267	255	408	0	0	6	2
430	2535	14.62	18	290	59	78	53	277	53	108	732000	576000	516000	468000	1200	1564	1277	1198	79	10	1433	322	219	270	164	129	81	59	88	101	0	0	6	1000
431	5105	13.66	32	355	135	156	116	387	61	133	1141210	931600	838440	721990	2329	2567	2414	2329	85	4	2277	353	291	328	254	227	205	147	165	307	0	0	15	1
432	4828	16.91	20	317	108	96	141	495	95	236	1392310	1117770	941280	882450	1961	3119	2032	1961	71	4	2338	599	458	397	291	141	119	124	55	154	0	0	3	1
433	7110	16.59	29	180	151	187	85	226	150	243	1255780	1052140	1086080	984260	3394	3603	3576	3394	182	47	2353	407	287	317	288	273	204	197	109	271	2	0	3	1
434	4370	12.2	27	583	143	92	58	228	100	175	923520	728160	621600	586080	1776	2269	1831	1776	55	8	2187	273	208	237	272	287	164	142	275	329	0	1	7	1000
435	4787	12.13	20	127	102	299	35	117	83	97	674880	611610	590520	485070	2109	1629	2173	2109	64	27	1704	192	80	161	143	203	175	208	152	390	0	0	3	1
436	20336	55.28	66	994	593	547	159	547	400	378	2914790	2615500	2477020	2192810	8787	7813	9071	8787	284	8	7454	882	419	781	837	1035	795	796	730	1179	1	1	4	4
437	14118	28.35	39	1454	509	283	206	540	338	475	2801320	2275620	1980950	1748110	5821	6919	5973	5819	154	4	6810	895	563	824	837	820	530	518	853	970	0	1	5	2
438	14383	44.68	63	1136	441	303	105	413	281	414	2482530	2086830	1950630	1698870	6294	6358	6524	6296	228	11	6190	674	432	693	628	819	647	613	834	850	0	2	3	3
439	11237	120.56	39	863	225	297	48	259	266	188	1504680	1344820	1285120	1073650	4951	3765	5171	4949	222	6	3919	337	151	354	350	584	391	369	596	787	1	1	2	7
440	46161	88.57	74	4299	1078	931	389	1922	1085	1029	8131840	6721760	5678150	4832590	18308	17835	19081	18306	775	28	19122	1908	1142	2058	2641	1983	1411	1912	2720	3347	1	2	23	8
441	11987	46.2	52	569	324	278	107	340	239	234	1945530	1710340	1680110	1554470	5497	5549	5760	5497	263	61	4191	505	292	495	512	582	464	423	379	539	3	1	2	3
442	1894	12.49	9	69	41	86	3	33	12	21	257700	231930	223340	206160	859	741	938	860	78	31	514	102	9	21	40	87	61	48	49	97	1	0	1	1
443	37336	68.11	84	3084	1016	666	361	1462	852	1126	6978630	5731560	4904680	4255580	15295	15271	15772	15293	479	9	16203	1844	1252	1771	2076	1743	1209	2006	2136	2166	0	2	17	6
444	9066	56.66	101	781	289	215	63	315	157	338	1565190	1335740	1228530	1068660	3983	3811	4168	3985	183	20	3984	455	334	452	380	493	403	357	524	586	1	0	2	4
445	12602	27.25	95	1311	354	167	62	345	248	245	1915560	1653810	1444410	1235010	5235	4715	5540	5235	305	11	5009	444	205	433	473	865	447	459	761	922	0	0	18	2
446	112718	161.72	317	8553	3356	2304	1649	6813	2457	3306	23760910	19489660	16619680	14595760	46461	52514	47642	46467	1175	38	54081	7536	5067	7104	7113	5372	3533	5867	4986	7503	0	2	76	13
447	26504	112.88	88	2834	837	472	462	1447	681	1300	5576920	4534300	3843210	3497410	10738	11918	10970	10735	235	16	12966	1932	1540	1858	1538	1442	944	799	1425	1488	0	2	17	8
448	11242	13.17	24	753	356	198	120	460	199	337	1970050	1681750	1537600	1297350	4805	4463	5007	4805	202	4	4565	560	383	556	575	543	391	403	501	653	0	1	7	1
449	1188864.001342	1259.990003	2217.000005	59386.000069	28844.000041	20467.00002	20837.000017	45562.000051	34041.000027	40057.000033	206014480.2071	174639590.17985	152783800.1526	135388820.13625	499066.000545	420390.000466	520645.000556	499058.000545	21587.000011	553	449951.000469	51852.000054	47395.000032	59302.000048	65956.000066	47314.000064	38375.000043	40800.000038	42557.000057	56400.000066	16	76	590.99	2104
450	10141	12.38	21	907	462	222	108	295	212	271	1982140	1766690	1421970	1206520	4309	4147	4461	4309	152	6	4133	488	222	412	481	671	328	354	510	667	0	1	4	1
451	836012	792.18	2159	61826	27602	17500	14706	35035	18439	31197	173510460	150853490	118924190	104997710	351023	336140	363333	351023	12310	436	357703	42924	37031	43186	44584	45142	26559	33125	37017	48135	9	13	910	2007057
452	28897	28.8	118	1463	868	430	953	1174	1265	1128	5978560	4915680	4021920	3686760	11172	14173	11371	11172	199	10	13015	1758	1328	2030	2291	1465	944	1254	885	1060	2	1	17	2
453	183714	193.19	702	12216	6640	3606	2017	6473	4458	5609	36585530	32197360	25069690	22709500	76794	75451	79855	76794	3061	121	76734	9233	5703	9007	8821	9958	6114	7629	8579	11690	2	4	174	1013
454	10538	14.43	22	686	354	130	62	294	108	176	1756800	1581120	1273680	1098000	4392	3457	4652	4392	260	0	3145	244	132	247	264	529	254	358	499	618	0	2	1	1000
455	30351	62.55	157	3348	722	458	588	1079	401	789	4820650	4112760	3604770	2959220	12224	10577	12650	12231	419	3	12157	1070	705	1135	1276	1366	1011	1030	2362	2202	0	0	8	6
456	102036	118.04	232	8189	3493	1964	877	3293	2130	2824	20070220	17609490	14135310	12376160	43688	39346	45463	43692	1771	41	41354	4131	2589	4394	4461	5909	3382	3660	5957	6871	1	2	49	11
457	11216	29.2	111	590	294	259	262	469	381	644	2324500	1897780	1684420	1542010	4747	5531	4857	4747	110	0	5115	645	701	782	716	506	425	390	337	613	0	1	8	2
458	16040	15.26	68	1021	541	249	132	446	291	370	2928150	2602800	2017170	1756890	6507	6003	6679	6507	172	3	6193	621	308	564	644	834	546	720	874	1082	0	1	11	1000
459	154597	231.68	693	13677	4712	3241	1145	4931	2668	4493	30030650	26470690	20519860	18177530	64653	60891	67716	64649	3067	360	64892	7108	4710	7158	7006	8683	4704	5756	10103	9664	9	6	53	1003013
460	83817	98.53	374	9667	2623	1819	782	2483	1352	2243	16406890	14397280	11426810	10081050	35434	35612	36832	35434	1398	62	35882	3263	2443	3710	3899	4968	2511	2837	5520	6731	2	1	40	1008
461	2555850	2608.88	5817	184986	74577	51832	45864	132709	53682	89094	498699280	416114970	366922630	323789700	1071556	1047982	1125227	1071541	53686	1644	1113405	150712	117993	144396	151158	123822	82320	91937	110602	140465	38	98	2090	3006224
462	40393	43.44	226	1913	1234	1000	620	1581	1424	1575	7825990	6477310	5561530	5124030	16238	17771	16638	16239	399	20	18499	2630	1888	2572	2219	2260	1879	1634	1231	2186	0	2	27	3
463	5455	14.24	18	560	176	90	67	256	155	214	1107600	915900	766800	724200	2130	2686	2202	2130	72	3	2568	433	305	382	311	265	182	170	307	213	0	0	0	1
464	22643	75.25	132	2129	764	419	289	1185	853	687	4582000	3793870	3212420	2909410	9408	10600	9687	9405	282	9	10645	1385	878	1234	1488	1415	862	838	1205	1340	0	1	15	6
465	45304	94.43	208	3563	1566	987	583	2280	1381	1564	9149010	7485010	6642240	5925160	19145	21042	19812	19145	667	17	21221	2949	2176	2601	2567	2574	1705	1617	2190	2842	1	1	26	7
466	18741	28.79	146	1684	610	349	121	600	334	418	3615020	3207940	2476380	2193200	8112	7032	8634	8112	522	8	8021	714	396	702	870	1160	607	708	1254	1610	0	1	13	2
467	38461	33.15	78	3140	1046	692	433	1273	653	673	7320230	6439790	5185160	4587570	16366	13855	17024	16366	658	10	15526	1448	641	1365	1738	2031	1107	1557	2434	3205	2	2	25	3
468	53213	45.31	91	5184	1279	849	2147	2041	830	1571	10607290	9331020	7127770	6562360	21978	18705	23424	21981	1443	63	22322	2687	2098	2722	2832	2705	1670	1663	3063	2882	0	0	31	5
469	4036	14.89	7	217	72	81	123	277	138	153	1016400	794640	739200	702240	1848	2211	1963	1849	114	25	1630	382	322	247	217	112	102	111	44	93	1	1	0	1
470	144999	252.11	326	15667	2972	2509	1005	4584	2491	4417	24223960	20424480	17486130	16098690	56365	53370	59727	56361	3366	69	57187	7113	4831	6339	6916	7395	4758	4183	8428	7224	3	6	0	1000024
471	3839	14.99	33	289	159	60	65	169	104	147	866400	729600	547200	532000	1520	1787	1570	1520	50	5	1821	226	146	216	237	286	149	207	174	180	0	0	0	1
472	7127	25.99	67	683	207	191	143	363	337	253	1471480	1196690	1053490	921900	2864	3373	2963	2864	99	3	3404	457	381	453	464	437	280	227	278	427	0	0	0	2
473	190674	442.79	886	15001	5193	3872	2655	8762	7500	6750	37458360	31199920	26900110	24082000	78423	83958	81007	78407	2600	94	86494	11088	9467	11045	12249	9853	5997	8268	7745	10782	4	3	122	2001035
474	38675	70.03	89	4088	788	705	220	994	509	927	6103910	5253800	4657600	4280240	15518	12611	16800	15519	1281	13	14382	1476	822	1353	1408	2132	1344	1208	2536	2103	0	2	0	8
475	89542	141.63	217	11176	1966	1624	966	2805	1642	2384	16249860	13597640	11805400	10746560	36796	33543	39802	36796	3006	46	38098	4565	2954	4360	4101	5157	3126	3252	5619	4964	1	5	0	1000014
476	350600	393.09	2227	28697	10655	7238	2899	13175	7483	11483	71511850	62486310	47765750	42524090	147977	132425	156752	147983	8769	300	146933	16473	12243	17654	18083	20793	10749	13049	15729	22160	8	5	183	1003028
477	33894	64.52	52	3603	469	418	164	954	499	708	4669450	4044680	3556210	3369400	12851	10002	14259	12849	1410	26	11528	1161	674	1049	1123	1547	960	1063	2241	1710	3	2	0	7
478	1685831	1046.92	4488	131499	46832	34567	40864	81946	35997	62418	361782310	314575020	237044870	216967240	690684	675081	722062	690682	31380	1218	744177	101515	76420	95377	100460	84154	52780	63200	73129	97142	24	47	1199	5091
479	11279	19.44	36	1443	261	193	69	322	156	277	1867860	1584000	1466610	1277370	4731	4022	4979	4731	248	8	4481	523	295	421	442	666	368	389	765	612	0	1	0	2
480	8737	31.73	54	972	272	226	74	291	197	326	1753520	1438250	1300150	1173780	3788	3962	3923	3788	135	12	4024	474	379	468	391	541	429	305	520	517	0	1	0	3
481	15566	16.05	125	1085	406	344	205	737	708	913	4101640	3496480	2689600	2487880	6724	7937	6931	6724	207	44	7479	1257	1155	1246	993	709	482	507	403	727	1	0	10	1
482	29461	18.79	66	2639	725	604	467	897	442	843	5248400	4648080	3566070	3217350	11863	9389	12594	11863	731	18	11576	1303	751	1129	1333	1518	1013	981	1592	1956	1	0	22	2
483	224150	465.95	789	10921	6079	9801	3216	8129	10289	5465	41265780	34944790	31915280	28501270	99768	92766	104442	99772	4670	494	93533	14043	6800	10910	14443	11138	8322	8254	7398	12225	4	5	0	2037
484	176972	285.97	1042	11251	5903	5711	4355	9271	5138	7960	43320300	36840580	28595940	25957440	76429	77760	78887	76430	2457	345	86302	12183	10294	11597	10670	9648	5997	8382	6613	10918	3	2	0	1004016
485	72979	194.52	484	3511	2025	2364	1969	5547	2422	2941	19750550	16738250	13149830	12055880	31817	37256	33163	31817	1346	192	36149	6707	4606	5793	4597	3627	2625	2708	1697	3789	2	4	63	13
486	112767	301.13	681	5514	3159	3091	1229	3610	2788	5338	20281190	17234890	15501120.0001	13767500	48544	47558	51134	48538	2596	211	47180	5732	5174	6053	5261	5723	4516	4523	3994	6204	10	5	85.99	2004016
487	37267	52.26	300	2079	1055	1331	206	945	537	893	6840140	6171660	5065360	4679300	16712	14825	18013	16712	1301	547	13708	1893	845	1284	1325	2158	1216	1425	1450	2112	1	2	0	3
488	59181	130.88	156	6417	1436	1416	381	1541	1121	1400	10162670	8653890	7731730	7068150	25341	21000	27018	25340	1678	124	23122	2234	2045	2878	2591	4158	1813	2134	1955	3314	0	2	27	11
489	10212	28.81	137	556	475	280	102	403	358	347	2286720	1964730	1556280	1383360	4323	4715	4458	4323	135	15	4924	623	348	588	573	677	387	452	510	766	1	0	5	2
490	1865	12.37	7	228	56	84	17	53	41	86	395170	330840	321650	284890	919	831	966	923	43	10	855	139	130	116	68	109	73	63	70	87	0	0	6	1
491	5863	10.48	35	595	107	157	27	103	63	121	883120	836640	650720	534520	2324	1653	2403	2325	78	3	2108	111	65	162	174	334	180	236	385	461	0	0	0	1
492	63121	198.75	581	4342	1653	2786	713	1841	1440	2171	13342410	11632560	9467810	8553160	28248	26436	30615	28244	2371	793	27444	4056	2335	3284	3046	3915	2207	2467	2210	3924	5	2	0	2001012
493	15655	109.49	83	1198	582	517	344	644	368	495	3292740	2690050	2398830	2178780	6735	7197	6966	6740	226	52	7691	1002	601	931	874	1041	596	866	736	1044	0	1	50	8
494	3974	22.03	23	293	142	119	62	144	74	156	811210	685070	621930	540760	1803	1786	1878	1804	74	21	1832	237	180	210	197	246	163	195	173	231	0	0	0	2
495	5497	42.78	44	230	255	147	61	248	309	296	1349960	1144100	893880	802040	2296	2754	2353	2295	58	6	2643	391	336	371	358	301	200	179	172	335	0	0	2	2000
496	4166	18.78	25	210	144	323	26	102	75	125	810800	709450	628370	567560	2027	1558	2358	2027	331	195	1813	337	141	165	153	234	146	150	201	286	1	1	0	1
497	8679	20.61	26	747	245	221	146	520	298	568	2063640	1636680	1423200	1280880	3558	5028	3723	3559	164	27	4372	806	866	658	532	330	254	302	253	371	0	0	4	1
498	3903	26.53	28	424	118	107	20	120	118	177	731050	623300	611700	533200	1765	1637	1847	1763	84	12	1661	245	205	242	151	194	127	104	167	226	2	0	1	2000
499	85830	305.22	213	6143	2713	1883	1190	3279	2419	2465	15406910	13249810	11904740	10829000	37445	33969	39243	37440	1803	65	37146	4837	3373	4600	4702	4492	2671	4079	3478	4914	2	2	23	20
500	20429	83.63	86	2181	694	482	94	647	334	432	3487520	2935370	2678260	2259780	8988	7760	9422	8986	436	24	8118	727	540	1026	850	1158	707	642	1126	1342	0	1	0	6
501	12346	38.79	33	758	340	190	114	509	352	572	2216460	1866200	1701760	1539580	5406	5566	5606	5409	197	48	4760	561	730	747	543	591	373	365	388	462	0	2	4	2000
502	29341	85.61	56	2106	911	546	281	1092	724	918	4807180	4227150	3672780	3381930	12352	11155	12868	12353	515	20	11295	1252	1031	1546	1391	1504	895	1095	1151	1430	0	2	11	5
503	330973	815.42	586	21426	10639	6492	3487	11920	7787	10117	53485760	46426590	40291990	36616630	135546	120444	142944	135542	7402	173	128071	13563	10913	15992	15338	16077	10617	12711	13928	18932	7	9	94	55
504	3651	11.06	8	397	86	68	20	68	50	62	507200	459650	427950	396250	1585	1064	1615	1585	30	0	1173	86	36	94	115	176	76	121	242	227	0	1	0	1
505	11059	33.5	20	1465	244	189	129	369	284	322	1965000	1677260	1432600	1321040	4501	4754	4611	4501	110	0	4715	669	412	618	525	519	296	371	704	601	0	1	2	2
506	14663	37.97	64	1453	517	332	82	421	306	296	2453310	2055710	1900280	1601620	6511	5348	6789	6511	278	38	5787	461	272	518	647	905	444	666	898	976	0	0	0	3
507	13293	40.09	32	1190	519	219	110	317	323	378	2138280	1886800	1669800	1557660	5766	4920	5999	5766	233	9	5129	530	368	560	609	704	388	431	753	786	0	1	1	3
508	10937	26.38	26	836	362	186	62	311	193	248	1546540	1424310	1235070	1142710	4618	3576	4761	4618	143	16	3803	278	196	437	411	556	316	403	562	644	0	0	1	2
509	6326	30.63	56	332	255	339	57	226	192	146	1190880	995250	933880	813230	2863	2713	2973	2863	110	17	2941	329	125	253	318	430	227	300	418	541	1	0	0	3
