NOME DO MUNICÍPIO,COD. MUNIC,POPULAÇÃO ESTIMADA
Fernandes Tourinho/MG,3125804,3500.00
Ibitiúra de Minas/MG,3129905,3497.00
Trombas/GO,5221452,3497.00
Frei Lagonegro/MG,3126950,3496.00
Torixoréu/MT,5108204,3487.00
Estrela do Indaiá/MG,3124708,3483.00
Gurjão/PB,2506509,3477.00
Angico/TO,1701051,3475.00
Mar Vermelho/AL,2704906,3474.00
Bom Jesus do Sul/PR,4103156,3472.00
Jari/RS,4311130,3472.00
Maurilândia do Tocantins/TO,1712801,3470.00
Palestina de Goiás/GO,5215652,3470.00
Jumirim/SP,3525854,3467.00
Major Gercino/SC,4210209,3465.00
Caxambu do Sul/SC,4204103,3462.00
Cromínia/GO,5206503,3458.00
Itacurubi/RS,4310553,3456.00
União do Sul/MT,5108303,3455.00
Araçu/GO,5201603,3450.00
Hidrolina/GO,5209804,3450.00
Coronel Xavier Chaves/MG,3119708,3448.00
Sebastião Barros/PI,2210623,3434.00
Zortéa/SC,4219853,3432.00
Divinésia/MG,3121902,3430.00
Ponte Alta do Norte/SC,4213351,3426.00
Nova América da Colina/PR,4116604,3424.00
Ourizona/PR,4117404,3423.00
Belmiro Braga/MG,3106101,3422.00
General Maynard/SE,2802502,3421.00
Pajeú do Piauí/PI,2207355,3416.00
Figueirópolis D'Oeste/MT,5103809,3411.00
Dois Lajeados/RS,4306452,3410.00
Diamante do Sul/PR,4107124,3409.00
Turuçu/RS,4322327,3408.00
Vila Flores/RS,4323309,3407.00
Bela Vista da Caroba/PR,4102752,3404.00
Goiabeira/MG,3127370,3402.00
Campestre da Serra/RS,4303673,3402.00
Salgado Filho/PR,4122800,3389.00
Pongaí/SP,3540101,3385.00
Santa Rita de Ibitipoca/MG,3159407,3380.00
Castelândia/GO,5205059,3380.00
São Francisco/PB,2513984,3377.00
Sandolândia/TO,1718840,3371.00
Santa Rita do Novo Destino/GO,5219456,3367.00
Lamim/MG,3137908,3366.00
Santa Rosa da Serra/MG,3159704,3364.00
Barreiras do Piauí/PI,2201309,3356.00
São Félix de Minas/MG,3161056,3354.00
Nova Bréscia/RS,4313003,3345.00
Pequeri/MG,3149507,3340.00
Colinas do Sul/GO,5205521,3339.00
Itaoca/SP,3522158,3332.00
Nova Marilândia/MT,5108857,3332.00
Chapada da Natividade/TO,1705102,3330.00
Calmon/SC,4203154,3325.00
Ribeira/SP,3542800,3320.00
Pedra Mole/SE,2805000,3309.00
Natalândia/MG,3144375,3306.00
Damianópolis/GO,5206701,3302.00
Ivatuba/PR,4111605,3299.00
Pitangueiras/PR,4119657,3298.00
Água Nova/RN,2400406,3293.00
Esmeralda/RS,4307401,3291.00
Alegria/RS,4300455,3287.00
Paraíso/SC,4212239,3284.00
Bias Fortes/MG,3106804,3282.00
Paranapoema/PR,4118303,3277.00
Campos Borges/RS,4304101,3272.00
Buritinópolis/GO,5203962,3272.00
Telha/SE,2807303,3271.00
Braga/RS,4302600,3271.00
Barra do Guarita/RS,4301859,3266.00
Uruana de Minas/MG,3170479,3256.00
Santa Cecília do Pavão/PR,4123204,3253.00
Estrela do Norte/GO,5207501,3253.00
Alvinlândia/SP,3501509,3251.00
Serra Alta/SC,4217550,3249.00
Jundiaí do Sul/PR,4112900,3248.00
Bom Sucesso do Sul/PR,4103222,3244.00
Bannach/PA,1501253,3239.00
Emilianópolis/SP,3515129,3238.00
Monte Alegre dos Campos/RS,4312377,3237.00
Entre Rios/SC,4205175,3232.00
Caseiros/RS,4304952,3228.00
Charrua/RS,4305371,3228.00
São Martinho da Serra/RS,4319125,3228.00
Salto do Céu/MT,5107750,3226.00
Anitápolis/SC,4201109,3223.00
Leandro Ferreira/MG,3138302,3222.00
Nacip Raydan/MG,3144201,3221.00
São Valentim/RS,4319703,3220.00
Vila Flor/RN,2415008,3217.00
Cajazeirinhas/PB,2503753,3217.00
Francisco Macedo/PI,2204154,3216.00
Chácara/MG,3115904,3216.00
Nantes/SP,3532157,3215.00
Rafael Godeiro/RN,2410603,3214.00
Santa Bárbara do Monte Verde/MG,3157278,3212.00
Professor Jamil/GO,5218391,3211.00
Santa Amélia/PR,4123105,3208.00
Nova Roma/GO,5214903,3208.00
Santa Tereza de Goiás/GO,5219605,3207.00
Faria Lemos/MG,3125309,3202.00
Luzinópolis/TO,1712454,3200.00
Porto Alegre do Tocantins/TO,1718006,3200.00
Lajeado/TO,1712009,3199.00
Triunfo Potiguar/RN,2414456,3195.00
Rubiácea/SP,3544400,3195.00
Rubinéia/SP,3544509,3191.00
Novo Machado/RS,4313425,3191.00
Muitos Capões/RS,4312617,3184.00
Atalanta/SC,4201802,3179.00
São Gonçalo do Rio Preto/MG,3125507,3178.00
Glaucilândia/MG,3127354,3177.00
Antônio Almeida/PI,2200806,3175.00
Ernestina/RS,4307054,3171.00
Córrego Danta/MG,3119807,3168.00
Santo Afonso/MT,5107263,3164.00
Pedra Grande/RN,2409506,3163.00
Rio Bom/PR,4122107,3162.00
São Martinho/SC,4217105,3162.00
Santo Expedito/SP,3548302,3159.00
Mathias Lobato/MG,3171501,3157.00
Perolândia/GO,5216452,3156.00
Onça de Pitangui/MG,3145802,3155.00
Lidianópolis/PR,4113429,3155.00
Ibicaré/SC,4206801,3154.00
Jaguaraçu/MG,3135001,3151.00
Caranaíba/MG,3113107,3150.00
Prata do Piauí/PI,2208601,3149.00
Jeriquara/SP,3525409,3143.00
Itatiba do Sul/RS,4310702,3143.00
Mato Rico/PR,4115739,3142.00
Fernando de Noronha/PE,2605459,3140.00
Mormaço/RS,4312427,3139.00
Porto Barreiro/PR,4120150,3133.00
Comendador Gomes/MG,3116902,3128.00
Morro do Pilar/MG,3143708,3126.00
Mira Estrela/SP,3530003,3125.00
Vale de São Domingos/MT,5108352,3124.00
Inajá/PR,4110300,3122.00
São Domingos/PB,2513968,3119.00
Passagem/RN,2409209,3114.00
Serra da Raiz/PB,2515609,3114.00
Pedrinhas Paulista/SP,3537156,3109.00
Cascalho Rico/MG,3115003,3108.00
São Salvador do Tocantins/TO,1720259,3106.00
Bom Jesus/SC,4202537,3104.00
Tenório/PB,2516755,3103.00
Imigrante/RS,4310363,3103.00
Marapoama/SP,3528858,3097.00
Coronel Pacheco/MG,3119609,3095.00
Taparuba/MG,3168051,3093.00
São Domingos do Sul/RS,4318051,3091.00
Colorado/RS,4305603,3088.00
Magda/SP,3528304,3086.00
Vera Mendes/PI,2211506,3082.00
Fernando Pedroza/RN,2403756,3081.00
Taquaruçu do Sul/RS,4321329,3081.00
Tio Hugo/RS,4321469,3078.00
São Gonçalo do Gurguéia/PI,2209757,3071.00
Pinto Bandeira/RS,4314548,3068.00
Nova Belém/MG,3144672,3067.00
Figueirão/MS,5003900,3066.00
Araguaiana/MT,5101001,3064.00
Urutaí/GO,5221809,3056.00
Ouro Velho/PB,2510600,3052.00
Vitória das Missões/RS,4323754,3052.00
Westfália/RS,4323770,3046.00
Santo Hipólito/MG,3160603,3044.00
Alto Feliz/RS,4300570,3043.00
Sítio d'Abadia/GO,5220702,3040.00
São Sebastião da Vargem Alegre/MG,3164431,3039.00
Piraquê/TO,1717206,3038.00
Corumbataí do Sul/PR,4106555,3038.00
São Miguel do Fidalgo/PI,2210391,3037.00
Bento de Abreu/SP,3506201,3028.00
Chapadão do Lageado/SC,4204194,3025.00
Herveiras/RS,4309571,3019.00
Albertina/MG,3101409,3015.00
Novo Santo Antônio/PI,2206951,3014.00
Cerro Negro/SC,4204178,3013.00
Amorinópolis/GO,5200902,3011.00
João Costa/PI,2205359,3003.00
Ibituruna/MG,3130002,3003.00
Maripá de Minas/MG,3140209,3000.00
Presidente Kubitschek/MG,3153301,3000.00
Aurilândia/GO,5202601,3000.00
Farol/PR,4107553,2995.00
Dom Viçoso/MG,3122801,2992.00
Dilermando de Aguiar/RS,4306379,2991.00
Glória D'Oeste/MT,5103957,2990.00
Frei Martinho/PB,2506202,2989.00
Fortuna de Minas/MG,3126406,2986.00
Iomerê/SC,4207577,2979.00
Erebango/RS,4306973,2978.00
Cafeara/PR,4103404,2973.00
Presidente Lucena/RS,4315149,2972.00
Centenário/TO,1704105,2966.00
Arroio do Padre/RS,4301073,2966.00
Mampituba/RS,4311734,2965.00
Cristianópolis/GO,5206305,2962.00
Pedra do Anta/MG,3148806,2960.00
Leoberto Leal/SC,4209805,2960.00
Dona Francisca/RS,4306700,2958.00
Arapuã/PR,4101655,2951.00
Princesa/SC,4214151,2950.00
São Pedro do Butiá/RS,4319372,2950.00
Santa Mercedes/SP,3547106,2947.00
Mato Grosso/PB,2509370,2944.00
Damolândia/GO,5206800,2944.00
Tamboril do Piauí/PI,2210953,2939.00
Lagoa Bonita do Sul/RS,4311239,2939.00
Nova Iguaçu de Goiás/GO,5214879,2939.00
Vila Nova do Piauí/PI,2211605,2935.00
Ângulo/PR,4101150,2931.00
Santa Tereza do Tocantins/TO,1719004,2928.00
Castanheiras/RO,1100908,2923.00
São Félix do Piauí/PI,2209609,2923.00
Serra Grande/PB,2515708,2921.00
Brejo Alegre/SP,3507753,2911.00
Planalto Alegre/SC,4213153,2907.00
Galinhos/RN,2404101,2903.00
Pindoba/AL,2707008,2903.00
Rancho Queimado/SC,4214300,2897.00
Cruzmaltina/PR,4106852,2892.00
Ipiranga de Goiás/GO,5210158,2892.00
Morrinhos do Sul/RS,4312443,2891.00
Floreal/SP,3515905,2884.00
Morro Grande/SC,4211256,2884.00
Sulina/PR,4126652,2880.00
Rio dos Bois/TO,1718709,2879.00
Sede Nova/RS,4320230,2875.00
Lagoinha do Piauí/PI,2205540,2870.00
Várzea/PB,2517100,2870.00
Desterro do Melo/MG,3121506,2867.00
Centenário/RS,4305116,2865.00
Vista Gaúcha/RS,4323705,2858.00
Garruchos/RS,4308656,2851.00
Godoy Moreira/PR,4108551,2850.00
Esperança do Sul/RS,4307450,2846.00
Jaupaci/GO,5212006,2843.00
Cristal do Sul/RS,4306072,2840.00
Victor Graeff/RS,4323200,2840.00
Camacho/MG,3110400,2839.00
Arapuá/MG,3103801,2836.00
Novo Itacolomi/PR,4117297,2836.00
Talismã/TO,1720978,2831.00
Três Ranchos/GO,5221304,2830.00
Olímpio Noronha/MG,3145505,2829.00
Uirapuru/GO,5221577,2829.00
São José do Mantimento/MG,3163607,2821.00
Cumari/GO,5206602,2820.00
Taquaral/SP,3553658,2815.00
Conceição das Pedras/MG,3117207,2814.00
São Francisco/SP,3549003,2813.00
São Jorge/RS,4318440,2808.00
Indiavaí/MT,5104500,2806.00
Cândido Rodrigues/SP,3510104,2805.00
Francisco Dantas/RN,2403905,2801.00
Porto Estrela/MT,5106851,2794.00
Quevedos/RS,4315321,2793.00
São Bonifácio/SC,4215901,2791.00
Tupiratins/TO,1721307,2785.00
Ingaí/MG,3130804,2785.00
Zacarias/SP,3557154,2784.00
Santa Cruz de Goiás/GO,5219209,2782.00
Tanque do Piauí/PI,2210979,2781.00
Barra do Jacaré/PR,4102703,2781.00
Arantina/MG,3103603,2779.00
Gabriel Monteiro/SP,3516507,2776.00
Novo Brasil/GO,5215207,2775.00
Estrela do Norte/SP,3515301,2774.00
Anahy/PR,4101051,2774.00
Mateiros/TO,1712702,2773.00
Boa Vista do Sul/RS,4302253,2773.00
Israelândia/GO,5210307,2772.00
Capitão/RS,4304697,2770.00
Novo Santo Antônio/MT,5106315,2769.00
Novo Jardim/TO,1715259,2768.00
Senador Salgado Filho/RS,4320321,2761.00
Reserva do Cabaçal/MT,5107156,2754.00
Toropi/RS,4321493,2753.00
Camargo/RS,4303558,2750.00
Fagundes Varela/RS,4307864,2750.00
Pugmil/TO,1718451,2746.00
São João da Mata/MG,3162302,2743.00
Pinhal de São Bento/PR,4119251,2742.00
Salvador das Missões/RS,4316477,2734.00
Peritiba/SC,4212601,2733.00
Lagoa de Velhos/RN,2406403,2732.00
São Valério do Sul/RS,4319737,2732.00
Coxilha/RS,4305975,2731.00
Porto Alegre do Piauí/PI,2208551,2728.00
Vista Alegre/RS,4323507,2726.00
Entre Rios do Sul/RS,4306957,2724.00
Cachoeira Dourada/MG,3109808,2720.00
Piau/MG,3150109,2719.00
Derrubadas/RS,4306320,2718.00
Jacuizinho/RS,4310876,2718.00
Carrapateira/PB,2504108,2714.00
Borebi/SP,3507456,2713.00
Maratá/RS,4311791,2713.00
Belmonte/SC,4202156,2712.00
Galvão/SC,4205605,2711.00
Flórida/PR,4108106,2709.00
Celso Ramos/SC,4204152,2709.00
Marmelópolis/MG,3140407,2701.00
Itaúna do Sul/PR,4111308,2700.00
Santa Cruz do Xingu/MT,5107743,2700.00
Santana do Seridó/RN,2411429,2699.00
Lastro/PB,2508406,2698.00
Primavera de Rondônia/RO,1101476,2697.00
Córrego Novo/MG,3120003,2688.00
São Bento do Norte/RN,2411601,2687.00
Argirita/MG,3104403,2681.00
Nova Candelária/RS,4313011,2677.00
Palmeira/SC,4212056,2673.00
Carmésia/MG,3113800,2660.00
Alagoa/MG,3101300,2657.00
Chiador/MG,3116209,2657.00
João Dias/RN,2405900,2653.00
São Luis do Piauí/PI,2210375,2648.00
Timburi/SP,3554607,2647.00
São Domingos do Cariri/PB,2513943,2645.00
Três Forquilhas/RS,4321832,2643.00
Joca Claudino/PB,2513653,2640.00
Planalto da Serra/MT,5106455,2637.00
Florínea/SP,3516101,2631.00
Rio Doce/MG,3155009,2630.00
Alto Paraíso/PR,4128625,2630.00
Boa Vista do Incra/RS,4302238,2628.00
Carmolândia/TO,1703883,2627.00
Lutécia/SP,3527900,2623.00
Uniflor/PR,4128302,2623.00
Simão Pereira/MG,3167509,2621.00
Três Arroios/RS,4321634,2620.00
Bandeirante/SC,4202081,2618.00
Tabocão/TO,1708254,2615.00
Santo Antônio do Caiuá/PR,4124202,2611.00
Abreulândia/TO,1700251,2609.00
Taboleiro Grande/RN,2413805,2606.00
Oscar Bressane/SP,3534500,2603.00
Rancho Alegre D'Oeste/PR,4121356,2602.00
Sagrada Família/RS,4316428,2601.00
Jardim de Angicos/RN,2405504,2600.00
Saldanha Marinho/RS,4316436,2596.00
Santa Margarida do Sul/RS,4316972,2593.00
Panamá/GO,5216007,2590.00
Algodão de Jandaíra/PB,2500577,2588.00
Bom Jesus/PB,2502201,2588.00
Umburatiba/MG,3170305,2582.00
Pinhal/RS,4314456,2581.00
Sem-Peixe/MG,3165560,2579.00
Pontes Gestal/SP,3540309,2576.00
Mimoso de Goiás/GO,5213053,2575.00
Rio dos Índios/RS,4315552,2571.00
Lajeado do Bugre/RS,4311429,2569.00
Barra Funda/RS,4301958,2563.00
Nova Pádua/RS,4313086,2563.00
Floresta do Piauí/PI,2203859,2561.00
Coronel Martins/SC,4204459,2560.00
Pedra Dourada/MG,3149002,2559.00
São João das Duas Pontes/SP,3549201,2555.00
Porto Rico/PR,4120200,2554.00
Aroeiras do Itaim/PI,2200954,2551.00
Pedro Laurentino/PI,2207934,2551.00
Wenceslau Braz/MG,3172202,2543.00
Mato Castelhano/RS,4312138,2543.00
São João do Polêsine/RS,4318432,2535.00
Abdon Batista/SC,4200051,2534.00
Santa Terezinha do Tocantins/TO,1720002,2530.00
Brasilândia do Sul/PR,4103370,2521.00
Coronel Barros/RS,4305871,2521.00
Dom Pedro de Alcântara/RS,4306551,2520.00
Adelândia/GO,5200159,2515.00
Monte Belo do Sul/RS,4312385,2514.00
Curral Velho/PB,2505303,2508.00
Jesúpolis/GO,5212055,2497.00
Santo André/PB,2513851,2496.00
Santana do Garambéu/MG,3158706,2494.00
São José das Missões/RS,4318457,2491.00
Cássia dos Coqueiros/SP,3510906,2488.00
Rio Rufino/SC,4215059,2484.00
Biquinhas/MG,3107000,2482.00
Formosa do Sul/SC,4205431,2481.00
Olho D'Água do Piauí/PI,2207108,2477.00
Diorama/GO,5207105,2477.00
Santa Rita d'Oeste/SP,3547403,2476.00
Aparecida do Rio Doce/GO,5201454,2474.00
Pedranópolis/SP,3536901,2468.00
Capão Alto/SC,4203253,2467.00
Boa Vista do Cadeado/RS,4302220,2466.00
Colinas/RS,4305587,2466.00
São José do Sul/RS,4318614,2464.00
Buriti de Goiás/GO,5203939,2464.00
Arenópolis/GO,5202353,2462.00
São Miguel da Baixa Grande/PI,2210383,2456.00
Passagem/PB,2510709,2453.00
Urupema/SC,4218954,2453.00
Arapeí/SP,3503158,2452.00
Óleo/SP,3533809,2447.00
Embaúba/SP,3514957,2446.00
Manfrinópolis/PR,4114351,2442.00
Matos Costa/SC,4210704,2442.00
Ribeirãozinho/MT,5107198,2439.00
Boa Esperança do Iguaçu/PR,4103024,2437.00
Torre de Pedra/SP,3554656,2432.00
Timbaúba dos Batistas/RN,2414308,2427.00
Sagres/SP,3544707,2427.00
Pedra Preta/RN,2409605,2419.00
Morro da Garça/MG,3143609,2413.00
Itaporã do Tocantins/TO,1711100,2412.00
Lucianópolis/SP,3527504,2412.00
Santa Rita do Tocantins/TO,1718899,2407.00
Avelinópolis/GO,5202809,2401.00
Forquetinha/RS,4308433,2389.00
Vargem/SC,4219150,2387.00
Amparo do São Francisco/SE,2800100,2386.00
Maetinga/BA,2919959,2386.00
Sul Brasil/SC,4217758,2386.00
Palmelo/GO,5215801,2382.00
Itati/RS,4310652,2377.00
Fama/MG,3125200,2374.00
Novo Horizonte/SC,4211652,2366.00
Silveira Martins/RS,4320651,2365.00
União do Oeste/SC,4218855,2364.00
Nova América/GO,5214705,2362.00
Araçaí/MG,3103207,2360.00
Mairipotaba/GO,5212600,2358.00
Painel/SC,4211892,2352.00
Águas Frias/SC,4200556,2341.00
Rochedo de Minas/MG,3156205,2335.00
Nova Guataporanga/SP,3533106,2333.00
Novo Alegre/TO,1715150,2332.00
Porto Mauá/RS,4315057,2332.00
Dezesseis de Novembro/RS,4306353,2331.00
Travesseiro/RS,4321626,2331.00
Brunópolis/SC,4202875,2318.00
Santa Terezinha do Progresso/SC,4215687,2317.00
Monte Santo do Tocantins/TO,1713700,2311.00
Lourdes/SP,3527256,2311.00
Eugênio de Castro/RS,4307831,2310.00
Estrela Dalva/MG,3124609,2308.00
Unistalda/RS,4322376,2306.00
Paulo Bento/RS,4314134,2303.00
Ivolândia/GO,5211602,2295.00
Cachoeirinha/TO,1703826,2293.00
São Vendelino/RS,4319752,2288.00
Santo Expedito do Sul/RS,4317954,2287.00
Cerro Grande/RS,4305157,2281.00
Presidente Nereu/SC,4214102,2279.00
Monções/SP,3531001,2274.00
Rolador/RS,4315958,2270.00
Zabelê/PB,2517407,2269.00
Silveirânia/MG,3167301,2267.00
Coqueiros do Sul/RS,4305850,2267.00
São Pedro do Paraná/PR,4125902,2265.00
Ipueira/RN,2404804,2264.00
Amparo/PB,2500734,2264.00
Marzagão/GO,5212907,2263.00
São Sebastião do Rio Verde/MG,3164902,2259.00
Mirim Doce/SC,4210852,2257.00
Faxinalzinho/RS,4308052,2256.00
Córrego do Ouro/GO,5205703,2254.00
Casa Grande/MG,3114907,2251.00
Iguatu/PR,4110052,2251.00
Lacerdópolis/SC,4209201,2248.00
São Valentim do Sul/RS,4319711,2248.00
Guaporema/PR,4109104,2239.00
São Bernardino/SC,4215752,2239.00
Nova Aurora/GO,5214804,2236.00
Arvoredo/SC,4201653,2228.00
Ribeirão dos Índios/SP,3543238,2222.00
Brasilândia do Tocantins/TO,1703602,2221.00
Morro Agudo de Goiás/GO,5213855,2217.00
Iracema do Oeste/PR,4110656,2216.00
Rio da Conceição/TO,1718659,2211.00
Inhacorá/RS,4310413,2207.00
Pirapó/RS,4314555,2205.00
Santa Rosa de Goiás/GO,5219506,2200.00
Ouro Verde/SC,4211850,2197.00
Nova Ramada/RS,4313334,2195.00
Novo Tiradentes/RS,4313441,2189.00
Monjolos/MG,3142502,2184.00
Taipas do Tocantins/TO,1720937,2183.00
Mirador/PR,4115903,2180.00
Santa Helena/SC,4215554,2178.00
Parisi/SP,3536257,2177.00
Juarina/TO,1711803,2174.00
Santo Antônio dos Milagres/PI,2209450,2172.00
Bodó/RN,2401651,2171.00
Santa Cruz da Esperança/SP,3546256,2166.00
São Manoel do Paraná/PR,4125555,2165.00
Santa Rosa de Lima/SC,4215604,2151.00
Vargem Bonita/MG,3170602,2143.00
Bom Jesus do Oeste/SC,4202578,2136.00
Pilar de Goiás/GO,5216908,2135.00
Vanini/RS,4322558,2130.00
Oliveira Fortes/MG,3145703,2128.00
Pimenteiras do Oeste/RO,1101468,2127.00
Santo Antônio do Palma/RS,4317558,2118.00
Santa Clara d'Oeste/SP,3546108,2111.00
Dolcinópolis/SP,3514205,2108.00
Areia de Baraúnas/PB,2501153,2105.00
Poço das Antas/RS,4314753,2105.00
Marinópolis/SP,3529104,2101.00
Bozano/RS,4302584,2099.00
São João do Pau d'Alho/SP,3549300,2095.00
Davinópolis/GO,5206909,2094.00
Ipueiras/TO,1709807,2088.00
Boa Vista das Missões/RS,4302154,2087.00
Jupiá/SC,4209177,2083.00
Vila Lângaro/RS,4323358,2070.00
Relvado/RS,4315453,2068.00
Monte das Gameleiras/RN,2407906,2063.00
Ermo/SC,4205191,2059.00
Aracitaba/MG,3103306,2056.00
São José do Inhacorá/RS,4318499,2040.00
São Patrício/GO,5220280,2040.00
Itapuca/RS,4310579,2037.00
Gramado dos Loureiros/RS,4309126,2036.00
Luciara/MT,5105309,2036.00
Itambé do Mato Dentro/MG,3132800,2032.00
Santo Antônio do Paraíso/PR,4124301,2032.00
Ariranha do Ivaí/PR,4101853,2026.00
São Pedro das Missões/RS,4319364,2025.00
Passa Vinte/MG,3147808,2024.00
Turiúba/SP,3555208,2024.00
Cruzália/SP,3513306,2021.00
Santo Antônio do Planalto/RS,4317756,2018.00
Quixaba/PB,2512606,2009.00
Sucupira/TO,1720853,2007.00
Senador Cortes/MG,3165602,2001.00
Riacho de Santo Antônio/PB,2512788,1999.00
Guarani d'Oeste/SP,3518008,1996.00
Dois Irmãos das Missões/RS,4306429,1992.00
Mariano Moro/RS,4312005,1987.00
Água Comprida/MG,3100708,1986.00
Lavandeira/TO,1712157,1984.00
Aloândia/GO,5200506,1976.00
Cunhataí/SC,4204756,1972.00
Doutor Ricardo/RS,4306759,1967.00
Tupirama/TO,1721257,1952.00
Ibiam/SC,4206751,1952.00
Ubiretama/RS,4322343,1952.00
Serranos/MG,3167004,1949.00
Coxixola/PB,2504850,1948.00
Queluzito/MG,3153806,1948.00
São João de Iracema/SP,3549250,1942.00
Almirante Tamandaré do Sul/RS,4300471,1935.00
Sete de Setembro/RS,4320578,1931.00
Protásio Alves/RS,4315172,1929.00
Pedras Altas/RS,4314175,1928.00
Benjamin Constant do Sul/RS,4302055,1924.00
Frei Rogério/SC,4205555,1918.00
São José do Herval/RS,4318465,1917.00
Douradoquara/MG,3123502,1915.00
Alto Bela Vista/SC,4200754,1915.00
Guaraíta/GO,5209291,1905.00
Mesópolis/SP,3529658,1903.00
Muliterno/RS,4312625,1901.00
Pinhal da Serra/RS,4314464,1896.00
Sério/RS,4320453,1889.00
Irati/SC,4207858,1887.00
União Paulista/SP,3555703,1886.00
Ipiranga do Sul/RS,4310462,1871.00
Tapiraí/MG,3168200,1869.00
Quatro Irmãos/RS,4315313,1860.00
Bom Progresso/RS,4302378,1858.00
Seritinga/MG,3166402,1857.00
Ivorá/RS,4310751,1854.00
Vitória Brasil/SP,3556958,1852.00
Paulistânia/SP,3536570,1835.00
Nova Canaã Paulista/SP,3532843,1824.00
São José do Brejo do Cruz/PB,2514651,1821.00
Aspásia/SP,3503950,1815.00
Água Limpa/GO,5200209,1809.00
Dirce Reis/SP,3513850,1805.00
Pedro Teixeira/MG,3149408,1804.00
São Miguel da Boa Vista/SC,4217154,1794.00
Consolação/MG,3118502,1786.00
Miraselva/PR,4116000,1786.00
Vespasiano Corrêa/RS,4322855,1776.00
Cruzaltense/RS,4306130,1765.00
Macieira/SC,4210050,1757.00
Santo Antônio do Rio Abaixo/MG,3160504,1756.00
Japurá/AM,1302108,1755.00
Arco-Íris/SP,3503356,1755.00
Trabiju/SP,3554755,1752.00
Crixás do Tocantins/TO,1706258,1749.00
Parari/PB,2510659,1747.00
Severiano Melo/RN,2413607,1743.00
Fernão/SP,3515657,1739.00
Viçosa/RN,2414902,1731.00
Nova Boa Vista/RS,4312955,1731.00
Linha Nova/RS,4311643,1724.00
Santa Tereza/RS,4317251,1722.00
Floriano Peixoto/RS,4308250,1709.00
Novo Xingu/RS,4313466,1705.00
Serra Nova Dourada/MT,5107883,1705.00
Marema/SC,4210555,1703.00
Olaria/MG,3145406,1694.00
Canudos do Vale/RS,4304614,1693.00
Guarinos/GO,5209457,1681.00
Turmalina/SP,3555307,1667.00
Nicolau Vergueiro/RS,4312674,1667.00
Lagoa Santa/GO,5212253,1652.00
Esperança Nova/PR,4107520,1633.00
Santa Cecília do Sul/RS,4316733,1630.00
Capão Bonito do Sul/RS,4304622,1628.00
Barra Bonita/SC,4202099,1625.00
Barra do Rio Azul/RS,4301925,1621.00
Passabém/MG,3147501,1619.00
Gentil/RS,4308854,1619.00
Mato Queimado/RS,4312179,1611.00
São Félix do Tocantins/TO,1720150,1610.00
Tigrinhos/SC,4217956,1606.00
Lagoa dos Três Cantos/RS,4311270,1604.00
Coronel Pilar/RS,4305934,1602.00
Alto Alegre/RS,4300554,1590.00
