NOME DO MUNICÍPIO,COD. MUNIC,POPULAÇÃO ESTIMADA
Santo Antônio do Jacinto/MG,3160306,11570.00
Duas Barras/RJ,3301603,11563.00
Roca Sales/RS,4315800,11556.00
Ilha Comprida/SP,3520426,11552.00
Dois Irmãos do Buriti/MS,5003488,11547.00
Carmo da Mata/MG,3114006,11546.00
Vale do Anari/RO,1101757,11545.00
Jucati/PE,2608255,11545.00
Balneário Gaivota/SC,4202073,11537.00
Lagoa Grande do Maranhão/MA,2105963,11534.00
Pirangi/SP,3539004,11524.00
Santa Mariana/PR,4123907,11523.00
Aramari/BA,2902203,11519.00
Nova Europa/SP,3532900,11519.00
Pedro de Toledo/SP,3537206,11507.00
Estiva Gerbi/SP,3557303,11507.00
Bonito de Minas/MG,3108255,11502.00
Xambioá/TO,1722107,11500.00
Jequiá da Praia/AL,2703759,11495.00
Calçoene/AP,1600204,11493.00
Getulina/SP,3517000,11485.00
Muquém do São Francisco/BA,2922250,11479.00
Capitão de Campos/PI,2202406,11471.00
Antônio Carlos/MG,3102902,11471.00
Nova Laranjeiras/PR,4117057,11462.00
Curimatá/PI,2203206,11461.00
São Carlos/SC,4216008,11456.00
Igarapé Grande/MA,2105203,11453.00
Duque Bacelar/MA,2103901,11451.00
Estiva/MG,3124500,11416.00
Porto Firme/MG,3152303,11414.00
Alto Taquari/MT,5100607,11413.00
Lajes/RN,2406700,11410.00
Martinópole/CE,2307908,11407.00
Pérola/PR,4118907,11406.00
Divisópolis/MG,3122454,11396.00
Eugenópolis/MG,3124906,11383.00
Guaraci/SP,3517901,11382.00
Anguera/BA,2901502,11369.00
Batayporã/MS,5002001,11368.00
Campo Redondo/RN,2402105,11363.00
Avelino Lopes/PI,2201101,11361.00
Moita Bonita/SE,2804102,11361.00
Matias Cardoso/MG,3140852,11360.00
Itatiaiuçu/MG,3133709,11354.00
Irineópolis/SC,4207908,11354.00
Bela Vista do Maranhão/MA,2101772,11347.00
Palmares do Sul/RS,4313656,11342.00
Presidente Vargas/MA,2109304,11328.00
Terra de Areia/RS,4321436,11323.00
Macajuba/BA,2919603,11318.00
Urubici/SC,4218905,11311.00
Poção/PE,2611200,11308.00
Senador José Porfírio/PA,1507805,11305.00
Angelim/PE,2601003,11301.00
Paranaíta/MT,5106299,11291.00
Barbosa Ferraz/PR,4102505,11287.00
Senador Alexandre Costa/MA,2111748,11285.00
Gentio do Ouro/BA,2911303,11284.00
Esperantina/TO,1707405,11280.00
Lagoa do Mato/MA,2105922,11280.00
São Domingos/SE,2806800,11276.00
Balneário Barra do Sul/SC,4202057,11271.00
Bom Jesus/RS,4302303,11270.00
Moreilândia/PE,2614303,11269.00
Engenheiro Caldas/MG,3123700,11268.00
Cajapió/MA,2102408,11255.00
Alto Parnaíba/MA,2100501,11233.00
Uraí/PR,4128401,11233.00
Corumbá de Goiás/GO,5205802,11223.00
Chorrochó/BA,2907707,11221.00
Groaíras/CE,2304905,11219.00
Goianápolis/GO,5208400,11217.00
Salgadinho/PE,2612109,11214.00
Varre-Sai/RJ,3306156,11208.00
São João do Paraíso/MA,2111052,11207.00
Quebrangulo/AL,2707602,11202.00
Areiópolis/SP,3503604,11186.00
Cerro Corá/RN,2402709,11182.00
Fagundes/PB,2506103,11180.00
Três Cachoeiras/RS,4321667,11174.00
Bernardino de Campos/SP,3506300,11168.00
Barros Cassal/RS,4302006,11167.00
Montanhas/RN,2407708,11166.00
Potengi/CE,2311207,11165.00
Agrolândia/SC,4200200,11160.00
Rosário do Catete/SE,2806107,11158.00
Cunha Porã/SC,4204707,11150.00
Igaratinga/MG,3130200,11146.00
Primeiro de Maio/PR,4120507,11138.00
Juscimeira/MT,5105200,11124.00
Inácio Martins/PR,4110201,11117.00
São Gonçalo do Rio Abaixo/MG,3161908,11114.00
São Pedro do Ivaí/PR,4125803,11109.00
Acari/RN,2400109,11106.00
Catanduvas/SC,4204004,11106.00
Fervedouro/MG,3125952,11100.00
Maraial/PE,2609204,11098.00
Pedralva/MG,3149101,11098.00
São Jerônimo da Serra/PR,4124707,11088.00
Iapu/MG,3129301,11085.00
Urupá/RO,1101708,11081.00
Angélica/MS,5000856,11081.00
Aurelino Leal/BA,2902401,11079.00
Itatuba/PB,2507200,11069.00
Jardim Alegre/PR,4112504,11067.00
Dois Riachos/AL,2702504,11059.00
Mulungu/CE,2309102,11056.00
Pires Ferreira/CE,2310951,11052.00
São Tomé/RN,2412906,11051.00
Bananal/SP,3504909,11039.00
Iuiu/BA,2917334,11038.00
Itaueira/PI,2205102,11037.00
Divinolândia/SP,3513900,11027.00
Afonso Bezerra/RN,2400307,11024.00
Tacima/PB,2516409,11024.00
Uiramutã/RR,1400704,11014.00
Caracol/PI,2202505,11009.00
Delta/MG,3121258,10994.00
Mauá da Serra/PR,4115754,10994.00
Arceburgo/MG,3104106,10990.00
Manaíra/PB,2509008,10988.00
Paraúna/GO,5216403,10988.00
Ararendá/CE,2301257,10983.00
Calçado/PE,2603306,10983.00
Bueno Brandão/MG,3109105,10982.00
Matias Olímpio/PI,2206100,10979.00
São Tiago/MG,3165008,10979.00
Carnaubais/RN,2402501,10972.00
Rio do Fogo/RN,2408953,10961.00
Rialma/GO,5218607,10961.00
Apiúna/SC,4201257,10951.00
Capinzal do Norte/MA,2102754,10937.00
Parapuã/SP,3536000,10934.00
Governador Archer/MA,2104503,10931.00
Prudente de Morais/MG,3153608,10931.00
Tenente Ananias/RN,2414100,10923.00
Cacimbinhas/AL,2701209,10920.00
São Vicente do Seridó/PB,2515401,10919.00
Laranja da Terra/ES,3203163,10919.00
São Bento do Sapucaí/SP,3548609,10907.00
Arataca/BA,2902252,10904.00
Lago do Junco/MA,2105807,10900.00
Primavera/PA,1506104,10889.00
Roseira/SP,3544301,10888.00
Jordânia/MG,3136504,10872.00
Santa Maria de Itabira/MG,3158003,10867.00
General Salgado/SP,3516903,10855.00
Parnaguá/PI,2207603,10846.00
Vargem/SP,3556354,10842.00
Milagres/BA,2921302,10838.00
Juripiranga/PB,2507903,10830.00
Rincão/SP,3543709,10824.00
Itapuã do Oeste/RO,1101104,10819.00
Miradouro/MG,3142106,10818.00
Vera Cruz/SP,3556602,10804.00
Água Doce do Norte/ES,3200169,10801.00
Novo Oriente de Minas/MG,3145356,10800.00
Chapadão do Céu/GO,5205471,10797.00
Juruaia/MG,3136900,10795.00
Pirapetinga/MG,3151107,10791.00
Mercês/MG,3141603,10775.00
Sete Quedas/MS,5007703,10751.00
Jandaíra/BA,2917904,10742.00
Piraúba/MG,3151305,10732.00
Alto Rio Doce/MG,3102100,10723.00
Ouroeste/SP,3534757,10712.00
Cedral/MA,2103109,10711.00
Missal/PR,4116059,10706.00
Brotas de Macaúbas/BA,2904506,10705.00
Centenário do Sul/PR,4105102,10704.00
Gilbués/PI,2204402,10698.00
São Luiz do Paraitinga/SP,3550001,10693.00
Mirante da Serra/RO,1101302,10691.00
Jaguari/RS,4311106,10684.00
Aragoiânia/GO,5201801,10680.00
Seberi/RS,4320206,10678.00
Brejolândia/BA,2904407,10675.00
Cabeceiras do Piauí/PI,2202059,10671.00
Babaçulândia/TO,1703008,10668.00
Trajano de Moraes/RJ,3305901,10653.00
Cajobi/SP,3509304,10649.00
Serra Caiada/RN,2410306,10646.00
Santana do Mundaú/AL,2708105,10637.00
Ronda Alta/RS,4316105,10633.00
Sucupira do Norte/MA,2111904,10631.00
Faxinal dos Guedes/SC,4205308,10630.00
Ribeirão Claro/PR,4121802,10622.00
Monte Alegre do Piauí/PI,2206605,10618.00
Nova Floresta/PB,2510105,10614.00
Caroebe/RR,1400233,10595.00
Coité do Nóia/AL,2702009,10594.00
Pirpirituba/PB,2511806,10590.00
Santa Inês/BA,2927903,10583.00
Irani/SC,4207809,10575.00
Bujari/AC,1200138,10572.00
Tapera/RS,4321006,10569.00
Monsenhor Gil/PI,2206407,10563.00
Fernando Falcão/MA,2104081,10559.00
Pariconha/AL,2706422,10546.00
São José do Jacuípe/BA,2929370,10546.00
Grossos/RN,2404408,10541.00
Nova Prata do Iguaçu/PR,4117255,10540.00
São José do Calçado/ES,3204807,10536.00
Bom Repouso/MG,3107901,10527.00
Floresta Azul/BA,2911006,10525.00
Rio Acima/MG,3154804,10524.00
Recreio/MG,3154101,10522.00
Santa Terezinha/BA,2928505,10520.00
Érico Cardoso/BA,2900504,10513.00
Campos Lindos/TO,1703842,10505.00
Arraias/TO,1702406,10502.00
Santa Cruz do Arari/PA,1506401,10496.00
Guadalupe/PI,2204501,10496.00
Sarapuí/SP,3551108,10493.00
Umarizal/RN,2414506,10485.00
Arroio do Sal/RS,4301057,10483.00
Beneditinos/PI,2201606,10479.00
Senhora dos Remédios/MG,3166204,10474.00
Jitaúna/BA,2918308,10470.00
Mulungu do Morro/BA,2922052,10469.00
Jatobá/MA,2105450,10464.00
Cristino Castro/PI,2203107,10464.00
Espírito Santo/RN,2403509,10463.00
Virginópolis/MG,3171808,10459.00
Ribeirão Cascalheira/MT,5107180,10450.00
Natuba/PB,2509909,10449.00
São Miguel do Gostoso/RN,2412559,10441.00
Itarana/ES,3202900,10433.00
Apiacás/MT,5100805,10431.00
Paranã/TO,1716208,10426.00
Branquinha/AL,2701100,10426.00
Arvorezinha/RS,4301404,10422.00
Catunda/CE,2303659,10410.00
Santa Maria Madalena/RJ,3304607,10380.00
Água Branca/PB,2500106,10375.00
Dona Inês/PB,2505709,10375.00
Januário Cicco/RN,2405306,10367.00
Cachoeira dos Índios/PB,2503308,10364.00
Florestópolis/PR,4108007,10360.00
Marcionílio Souza/BA,2920809,10357.00
Ninheira/MG,3144656,10355.00
Riachuelo/SE,2805901,10354.00
Pintadas/BA,2924652,10353.00
Conceição da Aparecida/MG,3117108,10351.00
Theobroma/RO,1101609,10348.00
Dário Meira/BA,2910008,10347.00
Barracão/PR,4102604,10347.00
Serrano do Maranhão/MA,2111789,10343.00
Centralina/MG,3115805,10343.00
Buenópolis/MG,3109204,10342.00
Aruanã/GO,5202502,10340.00
Jacinto Machado/SC,4208708,10337.00
Urucânia/MG,3170503,10333.00
Mariluz/PR,4115101,10327.00
Bom Jesus/RN,2401701,10323.00
Terra Nova/PE,2615201,10314.00
Francisco Badaró/MG,3126505,10311.00
Guaraciaba/MG,3128204,10307.00
Carmo do Rio Verde/GO,5205000,10299.00
Maiquinique/BA,2920007,10294.00
Dores de Campos/MG,3123007,10291.00
Itapitanga/BA,2916609,10284.00
Bela Vista de Minas/MG,3106002,10269.00
Rubim/MG,3156601,10269.00
Piripá/BA,2924702,10253.00
Petrolina de Goiás/GO,5216809,10240.00
Pescaria Brava/SC,4212650,10225.00
Paranaiguara/GO,5216304,10221.00
Cristina/MG,3120508,10211.00
Porangaba/SP,3540507,10205.00
Nova Veneza/GO,5215009,10193.00
Uchoa/SP,3555604,10191.00
Fontoura Xavier/RS,4308300,10181.00
Luís Gomes/RN,2407005,10175.00
Dumont/SP,3514601,10174.00
Itapebi/BA,2916302,10173.00
Piranhas/GO,5217203,10161.00
Ipuiúna/MG,3131505,10156.00
Bom Retiro/SC,4202602,10153.00
Sinimbu/RS,4320677,10152.00
Catanduvas/PR,4105003,10144.00
Porto Xavier/RS,4315107,10144.00
Alfredo Wagner/SC,4200705,10136.00
Nova Aurora/PR,4116703,10131.00
Itamogi/MG,3132909,10122.00
São João/PR,4124806,10122.00
Governador Newton Bello/MA,2104651,10121.00
Bonfinópolis/GO,5203559,10120.00
Marcelândia/MT,5105580,10107.00
Carneirinho/MG,3114550,10103.00
Torrinha/SP,3554706,10100.00
Carlinda/MT,5102793,10094.00
Nova Bassano/RS,4312906,10089.00
Sigefredo Pacheco/PI,2210656,10074.00
Santa Tereza do Oeste/PR,4124020,10055.00
Botuporã/BA,2904209,10050.00
Piraí do Norte/BA,2924678,10050.00
Reginópolis/SP,3542503,10047.00
Iretama/PR,4110805,10029.00
Corumbaíba/GO,5205901,10012.00
Anísio de Abreu/PI,2200707,9994.00
Bom Jesus do Norte/ES,3201100,9988.00
Itapeva/MG,3133600,9976.00
Manduri/SP,3528601,9972.00
Guaraciaba/SC,4206405,9964.00
Mulungu/PB,2509800,9962.00
Nova Campina/SP,3532827,9962.00
Planalto/RS,4314704,9957.00
Ipupiara/BA,2914109,9954.00
Monte Carlo/SC,4211058,9945.00
Rinópolis/SP,3543808,9940.00
Glória de Dourados/MS,5004007,9934.00
Santo Antônio das Missões/RS,4317707,9930.00
Umbuzeiro/PB,2517001,9914.00
Constantina/RS,4305801,9903.00
Coronel Freitas/SC,4204400,9900.00
Coroaci/MG,3119203,9897.00
São João do Ivaí/PR,4125001,9897.00
Capim Branco/MG,3112505,9896.00
São Sebastião do Maranhão/MG,3164506,9884.00
Saudades/SC,4217303,9874.00
Ipiranga do Piauí/PI,2204808,9863.00
Ariranha/SP,3503703,9851.00
Arauá/SE,2800407,9840.00
Juru/PB,2508000,9831.00
Pureza/RN,2410405,9825.00
Axixá do Tocantins/TO,1702901,9817.00
Formoso/MG,3126208,9810.00
Iaras/SP,3519253,9786.00
Quilombo/SC,4214201,9773.00
Florânia/RN,2403806,9772.00
Bom Jesus da Serra/BA,2903953,9768.00
Lontra/MG,3138658,9766.00
Imaruí/SC,4207205,9764.00
Guia Lopes da Laguna/MS,5004106,9754.00
Cavalcante/GO,5205307,9740.00
Pedrinhas/SE,2805109,9727.00
Alto Piquiri/PR,4100707,9722.00
Frei Inocêncio/MG,3126901,9716.00
Candiota/RS,4304358,9707.00
Manoel Urbano/AC,1200344,9701.00
Deputado Irapuan Pinheiro/CE,2304269,9698.00
Canápolis/BA,2906105,9694.00
Campo Grande/RN,2401305,9686.00
Lagoa Grande/MG,3137536,9681.00
Rondon/PR,4122602,9664.00
Herculândia/SP,3519006,9649.00
Igaratá/SP,3520202,9631.00
Denise/MT,5103452,9626.00
Águia Branca/ES,3200136,9621.00
Sairé/PE,2612000,9600.00
Paula Cândido/MG,3148301,9597.00
Campo Grande/AL,2701506,9576.00
Ferros/MG,3125903,9576.00
Dom Inocêncio/PI,2203453,9574.00
Japurá/PR,4112405,9573.00
Verdejante/PE,2616100,9572.00
Carneiros/AL,2701803,9568.00
Agudos do Sul/PR,4100301,9567.00
Pau Brasil/BA,2923902,9550.00
Novo Mundo/MT,5106265,9545.00
Verdelândia/MG,3171030,9527.00
Cachoeira Grande/MA,2102374,9524.00
Araújos/MG,3103900,9523.00
Buriti Alegre/GO,5203906,9515.00
Olho d'Água do Casado/AL,2705804,9507.00
Terra Roxa/SP,3554409,9502.00
Cumaru/PE,2604908,9494.00
Ilha Grande/PI,2204659,9487.00
Triunfo/PB,2516805,9473.00
Riacho dos Machados/MG,3154507,9471.00
Cachoeira de Pajeú/MG,3102704,9470.00
Ministro Andreazza/RO,1101203,9461.00
Palhano/CE,2310001,9458.00
Cedral/SP,3511300,9452.00
Roncador/PR,4122503,9447.00
Pirambu/SE,2805307,9436.00
Ananás/TO,1701002,9435.00
Sítio do Quinto/BA,2930766,9431.00
Francisco Santos/PI,2204204,9423.00
Carbonita/MG,3113503,9423.00
São Domingos/SC,4216107,9422.00
São Sebastião do Alto/RJ,3305307,9416.00
Planaltino/BA,2924900,9415.00
Rio das Flores/RJ,3304508,9401.00
Arenápolis/MT,5101308,9399.00
Salto Grande/SP,3545407,9396.00
Cardeal da Silva/BA,2907004,9395.00
Nova Monte Verde/MT,5108956,9375.00
Nazário/GO,5214408,9375.00
Baía Formosa/RN,2401404,9373.00
Japorã/MS,5004809,9372.00
Tabaporã/MT,5107941,9357.00
Wagner/BA,2933406,9342.00
Jaçanã/RN,2405009,9341.00
Caputira/MG,3112901,9318.00
Itapiranga/AM,1302009,9312.00
Caturama/BA,2907558,9303.00
Silves/AM,1304005,9289.00
Terra Nova do Norte/MT,5108055,9284.00
Vila Pavão/ES,3205150,9280.00
Euclides da Cunha Paulista/SP,3515350,9280.00
Mambaí/GO,5212709,9277.00
Açucena/MG,3100500,9270.00
Tunas do Paraná/PR,4127882,9269.00
Passo de Torres/SC,4212254,9269.00
Amapá/AP,1600105,9265.00
Murici dos Portelas/PI,2206696,9258.00
Natividade/TO,1714203,9256.00
Várzea do Poço/BA,2933109,9247.00
Mara Rosa/GO,5212808,9234.00
Antônio Dias/MG,3103009,9233.00
Chapada/RS,4305306,9211.00
Santa Maria do Oeste/PR,4123857,9210.00
Coronel Murta/MG,3119500,9209.00
Bálsamo/SP,3504800,9209.00
Penaforte/CE,2310605,9207.00
Baía da Traição/PB,2501401,9197.00
Palmeira d'Oeste/SP,3535200,9173.00
Vista Alegre do Alto/SP,3556909,9163.00
Abadia de Goiás/GO,5200050,9158.00
Prados/MG,3152709,9128.00
Nova Redenção/BA,2922854,9126.00
Rafard/SP,3542107,9126.00
Urânia/SP,3555802,9125.00
Palmeiras/BA,2923506,9123.00
Anaurilândia/MS,5000807,9116.00
Santa Rita do Araguaia/GO,5219407,9110.00
Coqueiral/MG,3118700,9099.00
Iporã do Oeste/SC,4207650,9093.00
Dobrada/SP,3514007,9088.00
São Domingos/BA,2928950,9085.00
Antônio João/MS,5000906,9082.00
Casca/RS,4304903,9070.00
Montes Altos/MA,2107001,9064.00
Nova Maringá/MT,5108907,9056.00
Siriri/SE,2807204,9046.00
Queimada Nova/PI,2208650,9041.00
São Jorge d'Oeste/PR,4125209,9005.00
Vicentinópolis/GO,5222054,9002.00
Pantano Grande/RS,4313953,8995.00
São José da Bela Vista/SP,3549508,8991.00
Douradina/PR,4107256,8988.00
Santanópolis/BA,2928307,8987.00
Brejão/PE,2602407,8981.00
Paulo de Faria/SP,3536604,8973.00
Itauçu/GO,5211404,8968.00
Sítio Novo do Tocantins/TO,1720804,8965.00
Rio Novo/MG,3155405,8964.00
Morada Nova de Minas/MG,3143500,8955.00
Quixabeira/BA,2925931,8939.00
Guarani/MG,3128402,8926.00
Neves Paulista/SP,3532504,8917.00
Caém/BA,2905107,8912.00
Bom Jardim de Goiás/GO,5203401,8912.00
Cordisburgo/MG,3118908,8903.00
Santa Rita de Caldas/MG,3159209,8900.00
Congonhinhas/PR,4106001,8896.00
Clementina/SP,3511904,8894.00
Filadélfia/TO,1707702,8892.00
Santa Lúcia/SP,3546900,8889.00
Dourado/SP,3514304,8883.00
Guamiranga/PR,4108957,8881.00
Pereiras/SP,3537503,8875.00
São Sebastião da Amoreira/PR,4126009,8865.00
Jucuruçu/BA,2918456,8856.00
Maravilha/AL,2704609,8850.00
Aratuípe/BA,2902302,8848.00
Armazém/SC,4201505,8843.00
Brejo de Areia/MA,2102150,8841.00
Lago dos Rodrigues/MA,2105948,8841.00
Moraújo/CE,2308807,8833.00
Piedade de Caratinga/MG,3150158,8832.00
Ibitirama/ES,3202553,8830.00
Nossa Senhora Aparecida/SE,2804458,8822.00
Redenção do Gurguéia/PI,2208700,8814.00
Coluna/MG,3116803,8810.00
Central do Maranhão/MA,2103125,8806.00
Cristais Paulista/SP,3513207,8803.00
Cezarina/GO,5205455,8794.00
Marilândia do Sul/PR,4114906,8793.00
Martins/RN,2407401,8790.00
Castanheira/MT,5102850,8782.00
Monsenhor Paulo/MG,3142601,8764.00
Santa Terezinha/SC,4215679,8760.00
Monte Alegre de Goiás/GO,5213509,8759.00
Nossa Senhora dos Remédios/PI,2206803,8751.00
Alvorada do Norte/GO,5200803,8749.00
Marcação/PB,2509057,8746.00
São Vicente do Sul/RS,4319802,8742.00
Ibirapuã/BA,2912806,8740.00
Serranópolis/GO,5220504,8737.00
São Domingos do Norte/ES,3204658,8735.00
Varzedo/BA,2933174,8734.00
Mucugê/BA,2921906,8725.00
Serra dos Aimorés/MG,3166709,8725.00
Santa Cruz de Minas/MG,3157336,8723.00
Pimenta/MG,3150505,8715.00
Antônio Carlos/SC,4201208,8712.00
Nazareno/MG,3144508,8710.00
Mata Verde/MG,3140555,8700.00
Capitólio/MG,3112802,8693.00
Piranguinho/MG,3151008,8683.00
Abaíra/BA,2900108,8681.00
Ouro Verde/SP,3534807,8676.00
Cordeiros/BA,2909000,8667.00
Arealva/SP,3503406,8665.00
Santana do Manhuaçu/MG,3158904,8660.00
Caraíbas/BA,2906899,8659.00
Virgínia/MG,3171709,8652.00
Tangará/SC,4217907,8648.00
Tasso Fragoso/MA,2112001,8642.00
Mataraca/PB,2509305,8642.00
Califórnia/PR,4103503,8641.00
Martins Soares/MG,3140530,8640.00
Nazária/PI,2206720,8632.00
Catuípe/RS,4305009,8631.00
Jordão/AC,1200328,8628.00
Lagoa Alegre/PI,2205557,8610.00
Magalhães Barata/PA,1504109,8598.00
Angelândia/MG,3102852,8594.00
Camutanga/PE,2603603,8592.00
Lajedo do Tabocal/BA,2919058,8591.00
Marcolândia/PI,2205953,8590.00
Comendador Levy Gasparian/RJ,3300951,8590.00
Isaías Coelho/PI,2204907,8582.00
Ouriçangas/BA,2923308,8575.00
Jóia/RS,4311155,8571.00
Praia Norte/TO,1718303,8563.00
Tarrafas/CE,2313252,8555.00
Riacho dos Cavalos/PB,2512804,8555.00
Santa Terezinha/MT,5107776,8547.00
Santo Antônio do Aracanguá/SP,3548054,8541.00
Paverama/RS,4314159,8541.00
Pratápolis/MG,3152907,8530.00
São Gonçalo do Abaeté/MG,3161700,8527.00
Ilha das Flores/SE,2802700,8522.00
Feira Nova do Maranhão/MA,2104073,8506.00
Milagres do Maranhão/MA,2106672,8502.00
Tuneiras do Oeste/PR,4127908,8502.00
Saltinho/SP,3545159,8498.00
Boa Vista do Gurupi/MA,2101970,8494.00
São João da Baliza/RR,1400506,8492.00
Santa Isabel do Ivaí/PR,4123709,8484.00
Aparecida/PB,2500775,8482.00
Ibiaí/MG,3129608,8478.00
Morpará/BA,2921609,8476.00
Araponga/MG,3103702,8467.00
Japaratinga/AL,2703601,8444.00
Barra de São Miguel/AL,2700607,8434.00
Caraá/RS,4304713,8426.00
Estrela d'Oeste/SP,3515202,8420.00
Jangada/MT,5104906,8420.00
Araguaçu/TO,1702000,8418.00
Santa Rosa do Sul/SC,4215653,8397.00
Brejo Grande/SE,2800704,8396.00
Pavão/MG,3148509,8390.00
Vera Cruz do Oeste/PR,4128559,8389.00
Santa Terezinha de Goiás/GO,5219704,8386.00
Campo Florido/MG,3111408,8383.00
Alvorada/TO,1700707,8381.00
Montezuma/MG,3143450,8379.00
Jauru/MT,5105002,8377.00
Itaquara/BA,2916708,8375.00
Madeiro/PI,2205854,8372.00
Brasileira/PI,2201960,8364.00
Icém/SP,3519808,8363.00
Irapuru/SP,3521606,8356.00
Cristalândia do Piauí/PI,2203008,8350.00
Entre-Ijuís/RS,4306932,8350.00
Lagoa Salgada/RN,2406601,8348.00
General Câmara/RS,4308805,8339.00
Barra de Santana/PB,2501575,8338.00
Rodeiro/MG,3156304,8333.00
Desterro/PB,2505402,8332.00
Nova Itarana/BA,2922805,8328.00
Malhada de Pedras/BA,2920304,8326.00
Terezópolis de Goiás/GO,5221197,8326.00
Marcelino Vieira/RN,2407302,8325.00
Campo Erê/SC,4203501,8312.00
Nova Santa Rosa/PR,4117222,8311.00
Riachuelo/RN,2410900,8310.00
Pains/MG,3146503,8308.00
Glorinha/RS,4309050,8304.00
Itapé/BA,2916203,8300.00
Carnaúba dos Dantas/RN,2402402,8297.00
Guiricema/MG,3129004,8296.00
Ivaté/PR,4111555,8294.00
Gado Bravo/PB,2506251,8292.00
Pocrane/MG,3151909,8288.00
Alto Jequitibá/MG,3153509,8286.00
Buriti dos Montes/PI,2202026,8282.00
Tuparetama/PE,2615904,8266.00
Mirante/BA,2921450,8264.00
Monte Castelo/SC,4211108,8263.00
Águas da Prata/SP,3500402,8262.00
Guaraçaí/SP,3517802,8258.00
Jesuítas/PR,4112751,8251.00
Altamira do Maranhão/MA,2100402,8250.00
São Luiz/RR,1400605,8232.00
Iepê/SP,3519907,8228.00
Santa Bárbara do Leste/MG,3157252,8212.00
Major Vieira/SC,4210308,8209.00
Lindóia/SP,3527009,8201.00
Bilac/SP,3506409,8197.00
Ponte Alta do Tocantins/TO,1717909,8192.00
São Rafael/RN,2412807,8183.00
Monte do Carmo/TO,1713601,8182.00
Ipiranga do Norte/MT,5104526,8182.00
Monte Alegre do Sul/SP,3531209,8181.00
Jaborandi/BA,2917359,8176.00
Macaubal/SP,3528106,8174.00
Guimarânia/MG,3128907,8168.00
Barão de Melgaço/MT,5101605,8165.00
Tiradentes/MG,3168804,8160.00
Ferreira Gomes/AP,1600238,8151.00
Jati/CE,2307205,8150.00
Orizânia/MG,3145877,8138.00
Treze Tílias/SC,4218509,8138.00
Descanso/SC,4204905,8136.00
Riachinho/MG,3154457,8132.00
Minas do Leão/RS,4312252,8130.00
Elísio Medrado/BA,2910305,8129.00
Reserva do Iguaçu/PR,4121752,8127.00
Novo Horizonte do Oeste/RO,1100502,8125.00
Cristal/RS,4306056,8121.00
Nova Fátima/PR,4117008,8120.00
Campo do Tenente/PR,4104105,8118.00
Maravilhas/MG,3139706,8113.00
Candeal/BA,2906402,8109.00
Serra Negra do Norte/RN,2413409,8105.00
Tupãssi/PR,4127957,8105.00
Irapuã/SP,3521507,8101.00
Cabeceiras/GO,5204003,8098.00
Dom Aquino/MT,5103601,8087.00
Campo Limpo de Goiás/GO,5204854,8087.00
São João do Arraial/PI,2209971,8085.00
Peixe-Boi/PA,1505601,8084.00
Colméia/TO,1716703,8078.00
Lamarão/BA,2919108,8078.00
São Miguel dos Milagres/AL,2708709,8073.00
Nova Glória/GO,5214861,8063.00
Estrela do Sul/MG,3124807,8057.00
São José do Cerrito/SC,4216800,8054.00
Santana da Boa Vista/RS,4317004,8037.00
Montes Claros de Goiás/GO,5213707,8037.00
Passa Tempo/MG,3147709,8031.00
Ascurra/SC,4201703,8021.00
Ponto Belo/ES,3204252,8016.00
Juarez Távora/PB,2507606,8014.00
Delfim Moreira/MG,3121100,8007.00
Timbó Grande/SC,4218251,8003.00
Cachoeira Dourada/GO,5204250,7997.00
Japonvar/MG,3135357,7991.00
Salvador do Sul/RS,4316501,7975.00
Itamari/BA,2915700,7971.00
Cruzeta/RN,2403004,7968.00
Cambira/PR,4103800,7967.00
Pedra Lavrada/PB,2511103,7954.00
Santa Rita do Pardo/MS,5007554,7948.00
Portalegre/RN,2410207,7944.00
Tanquinho/BA,2931103,7936.00
Ibirarema/SP,3519501,7926.00
Gaúcha do Norte/MT,5103858,7913.00
Alto Rio Novo/ES,3200359,7911.00
Santana do São Francisco/SE,2806404,7906.00
Catiguá/SP,3511201,7905.00
Itaiçaba/CE,2306207,7904.00
Senador Firmino/MG,3165701,7902.00
Iguatama/MG,3130309,7901.00
Durandé/MG,3123528,7898.00
Campo Alegre de Goiás/GO,5204805,7884.00
Assunção do Piauí/PI,2201051,7879.00
Governador Luiz Rocha/MA,2104628,7878.00
Santa Filomena do Maranhão/MA,2109759,7878.00
São Vicente de Minas/MG,3165305,7876.00
Iramaia/BA,2914307,7874.00
Curral de Dentro/MG,3120870,7867.00
Cubati/PB,2505006,7866.00
Itobi/SP,3523800,7862.00
Ribamar Fiquene/MA,2109551,7859.00
Arneiroz/CE,2301505,7848.00
Sobrado/PB,2515971,7845.00
Pium/TO,1717503,7830.00
Nova Fátima/BA,2922730,7830.00
Ipeúna/SP,3521101,7824.00
Santa Bárbara do Sul/RS,4316709,7813.00
Bodoquena/MS,5002159,7802.00
Araguapaz/GO,5202155,7795.00
Paraí/RS,4314001,7793.00
Monsenhor Hipólito/PI,2206506,7785.00
Jenipapo de Minas/MG,3135456,7781.00
Baldim/MG,3105004,7780.00
Itamarati/AM,1301951,7777.00
Ibirajuba/PE,2606705,7773.00
General Sampaio/CE,2304608,7767.00
Restinga/SP,3542701,7762.00
Guatapará/SP,3518859,7760.00
Senador Sá/CE,2312809,7758.00
Marajá do Sena/MA,2106359,7757.00
Lagoa de Dentro/PB,2508208,7754.00
